0: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
16: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
17: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
18: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
19: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
20: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
21: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
22: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
23: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
24: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
25: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
26: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2, 39, 25], [13, 17, 6, 21, 33], [14, 35, 27, 53, 26, 43], [28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
27: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2, 39], [25, 13, 17, 6, 21, 33], [14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
28: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 39, 2], [25, 13, 17, 6, 21, 33], [14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
29: [[37, 29, 4, 24, 12, 9, 11, 10], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 39], [25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
30: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2, 39], [25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
31: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
32: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42], [7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
33: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40], [42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
34: [[37, 29, 4, 24, 12, 9, 11, 10], [16, 15, 50, 56, 1], [8, 52, 23, 5, 40, 18], [42, 7, 36, 38], [39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
35: [[37, 29, 4, 24, 12, 9], [10, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 39], [25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
36: [[37, 29, 4, 24, 12, 9], [11, 16, 15, 50, 10, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 39], [25, 13, 2, 6, 21, 17], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
37: [[37, 29, 4, 24, 12, 9, 11, 16], [15, 50, 10, 56, 1, 8], [52, 23, 5, 18], [40, 42, 7, 36, 38, 2, 39], [25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
38: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
39: [[37, 29, 4, 24], [12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21, 33], [14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
40: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40, 42], [7, 36, 38, 39], [2, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
41: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
42: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
43: [[37, 29, 4, 24], [12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2, 39], [25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
44: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
45: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36], [38, 2], [39, 25, 13, 17, 6, 21, 33], [14, 35, 27, 53, 26], [43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
46: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40, 42], [7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27], [53, 26, 43, 28, 46, 22], [48, 34, 19, 20, 32], [41, 44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
47: [[37, 29, 4, 24], [12, 9, 10], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
48: [[37, 29, 4, 24], [12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
49: [[37, 29, 4, 24, 12], [9, 11, 16, 15, 50, 10], [56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
50: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36], [38, 2], [39, 25, 13, 17, 6, 21, 33], [14, 35, 27, 53, 26, 43], [28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
51: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
52: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
53: [[37, 29, 4, 24], [12, 10], [9, 11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
54: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14], [35, 27, 53, 26], [43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
55: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [18, 1, 8, 52], [23, 5, 40, 42, 7, 36], [38, 39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
56: [[37, 29, 4, 24, 12], [10, 9, 11, 16], [15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2, 39, 25], [13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
57: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27], [53, 26], [43, 28, 46, 22, 48, 34, 19], [20, 32, 41, 44, 30, 3], [31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
58: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52], [23, 5, 18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
59: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52], [23, 5, 18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
60: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27], [53, 26, 43, 28, 46, 22], [48, 34, 19], [20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
61: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15], [50, 56, 1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
62: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18, 40, 42], [7, 36, 38, 2, 39], [25, 13, 17, 6, 21, 33], [14, 35, 27, 53, 26], [43, 28, 46], [22, 48, 34, 19, 20, 32, 41], [44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
63: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23], [5, 18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
64: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15], [50, 56, 1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27], [53, 26, 43, 28, 46, 22], [48, 34, 19, 20, 32], [41, 44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
65: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18], [40, 42], [7, 36, 38, 39], [25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
66: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [39, 25, 13, 17, 2, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
67: [[37, 29, 4, 24], [12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
68: [[37, 29, 4, 24], [12, 10, 9], [11, 16, 15, 50, 56, 1], [8, 52, 23, 5, 18], [40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
69: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20], [32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
70: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
71: [[37, 29, 4], [24, 12, 10, 9, 11, 16], [15, 50, 56, 1, 8], [52, 23, 5, 18, 40, 42], [7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
72: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
73: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8], [52, 23, 5, 18], [40, 42, 7, 36, 38, 39, 2, 25], [13, 17, 6, 21], [33, 14, 35, 27, 53, 26, 43], [28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
