0: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69], [77], [73, 68, 65, 75], [71, 76, 78], [74], [79, 80, 86, 85, 81, 83, 82], [84, 87, 88]]
11: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63, 58], [62, 72, 67], [70, 66, 64, 69], [77, 73, 68, 65], [75, 71], [76, 78], [74, 79, 80, 86], [85, 81, 83], [82], [84, 87, 88]]
12: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69], [77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
13: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28, 32, 51, 35], [38, 33, 42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83, 82, 84, 87, 88]]
14: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28, 32, 51, 35], [38, 33, 42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83, 82, 84, 87, 88]]
15: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28, 32, 51, 35], [38, 33, 42, 34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83, 82, 84, 87, 88]]
16: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77, 73, 68], [65, 75, 71, 76], [78, 74], [79, 80, 86, 85], [81, 83, 82, 84, 87, 88]]
17: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 39, 36, 47], [40, 45, 43], [60, 41, 46, 50], [57, 61, 48, 53], [52, 49, 54, 55], [56, 63, 58, 62, 72, 67, 70], [66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
18: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48], [53, 52, 49, 54, 55, 56, 63], [58, 62, 72], [67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
19: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9], [10, 15, 29, 14], [13, 24, 23], [16, 19, 59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58], [62, 72, 67], [70, 66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79, 80, 86], [85, 81, 83, 82, 84, 87, 88]]
20: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17, 18, 20], [27, 25, 26, 28, 32, 51, 35], [38, 33, 42], [34, 44, 36, 39, 47], [40, 45, 43, 60], [41, 46, 50, 57, 61, 48, 53], [52, 49, 54], [55, 56, 63, 58, 62, 72, 67], [70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
21: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77, 73], [68, 65, 75, 71], [76, 78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
22: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33], [42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46], [50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58, 62], [72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
23: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51], [35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86], [85, 81, 83, 82, 84, 87, 88]]
24: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73], [68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
25: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28], [32], [51, 35, 38], [33, 42, 34], [44, 39, 36], [47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54, 55, 56, 63], [58, 62, 72, 67, 70, 66, 64, 69, 77, 73], [68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
26: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34, 44], [36, 39, 47], [40, 45, 43, 60, 41], [46, 50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63], [58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85], [81, 83, 82, 84, 87, 88]]
27: [[30, 31, 11], [7, 22], [1, 37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 39, 36], [47, 40, 45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49, 54], [55, 56, 63, 58, 62, 72, 67, 70, 66], [64, 69, 77, 73, 68, 65, 75, 71, 76], [78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
28: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35, 38], [33, 42, 34, 44], [36, 39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53], [52, 49, 54, 55], [56, 63, 58, 62], [72, 67, 70], [66], [64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
29: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19], [59, 21, 17, 18], [20, 27, 25, 26], [28, 32, 51, 35], [38, 33, 42], [34, 44, 36, 39], [47, 40, 45, 43, 60], [41, 46, 50, 57], [61, 48, 53], [52, 49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
30: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28, 32], [51, 35, 38, 33, 42], [34, 44, 36], [39, 47, 40, 45, 43], [60, 41], [46, 50], [57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
31: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28, 32], [51, 35, 38], [33, 42, 34, 44], [36, 39, 47], [40, 45], [43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49, 54, 55], [56, 63, 58, 62, 72], [67, 70, 66], [64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
32: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38, 33, 42], [34, 44], [36, 39, 47], [40, 45, 43], [60, 41], [46, 50, 57], [61, 48, 53], [52, 49], [54, 55, 56], [63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85], [81, 83, 82, 84, 87, 88]]
33: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27, 25, 26], [28, 32, 51], [35, 38, 33, 42, 34], [44], [36, 39, 47], [40, 45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73, 68, 65], [75, 71, 76, 78], [74, 79], [80, 86, 85, 81, 83, 82, 84, 87, 88]]
34: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9], [10, 15, 29, 14], [13, 24, 23], [16, 19, 59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58, 62, 72, 67, 70], [66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83], [82, 84, 87, 88]]
35: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20], [27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71], [76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
36: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79, 80], [86, 85, 81, 83], [82, 84], [87, 88]]
37: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32, 51], [35, 38, 33], [42, 34, 44, 39], [36, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48, 53], [52, 49, 54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73, 68, 65, 75], [71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
38: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33, 42], [34, 44, 36, 39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49], [54, 55, 56, 63, 58, 62, 72, 67], [70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
39: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25], [26, 28, 32], [51, 35, 38, 33], [42, 34, 44], [36, 39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77], [73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
40: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38, 33, 42], [34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75], [71, 76, 78], [74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
41: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49], [54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75, 71, 76], [78, 74, 79], [80, 86], [85, 81, 83, 82], [84, 87, 88]]
42: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10], [15, 29, 14], [13, 24, 23, 16, 19, 59, 21, 17], [18, 20, 27, 25, 26], [28, 32, 51], [35, 38, 33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57, 61, 48], [53, 52, 49], [54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
43: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12], [4, 5, 6], [8, 9, 10], [15, 29, 14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50], [57, 61, 48, 53], [52, 49, 54, 55], [56, 63, 58, 62], [72, 67, 70], [66, 64, 69, 77], [73, 68, 65], [75, 71], [76, 78], [74, 79, 80, 86], [85, 81, 83], [82], [84, 87, 88]]
44: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64, 69], [77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
45: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72, 67], [70, 66], [64, 69, 77, 73], [68, 65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83], [82, 84, 87, 88]]
46: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80, 86], [85, 81, 83], [82, 84, 87, 88]]
47: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35, 38, 33], [42, 34, 44], [36, 39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54], [55, 56, 63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
48: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26], [28, 32, 51, 35], [38, 33, 42], [34, 44, 39, 36], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61, 48], [53, 52, 49], [54, 55], [56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77, 73], [68, 65, 75, 71], [76, 78, 74, 79], [80, 86, 85], [81, 83], [82, 84, 87, 88]]
49: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43], [60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83], [82, 84, 87, 88]]
50: [[30, 31, 11, 7], [22, 1, 37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75, 71, 76], [78, 74, 79], [80, 86, 85, 81, 83], [82, 84], [87, 88]]
