0: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
63: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
64: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
65: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
66: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
67: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
68: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
69: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
70: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
71: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
72: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
73: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
