0: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [56, 45], [46, 49, 52, 55, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
11: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51, 35], [32, 44], [34, 39, 36, 41], [42, 40], [47, 43], [53, 59], [60, 61, 48], [45, 46], [52, 55, 49, 57], [56, 58], [63, 68], [69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
12: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44, 34, 39], [36, 41], [42, 40, 47, 43, 53], [59, 60, 61, 48, 45, 46], [57, 52, 55, 49, 58, 56], [63, 68, 69, 65], [70, 66], [79, 64], [67, 71, 74], [73, 76, 75, 72], [77, 78], [84, 81], [86, 82, 83], [80, 85, 87, 88]]
13: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40, 47], [43, 53, 59], [60, 61, 48], [45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
14: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47], [43, 53, 59], [60, 61], [48, 45, 46, 49], [52, 55, 56], [57, 58, 63, 68, 69], [65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
15: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43], [53, 59], [60, 61, 48, 45], [46, 52, 56, 49], [57, 58, 63, 55], [68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
16: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34, 39], [36, 41], [42, 40], [47, 43, 53, 59], [60, 61, 48, 45], [46, 52], [49, 55], [57, 56, 58, 63], [68, 69], [65, 70, 66], [79, 64, 67, 71], [74, 73, 76, 75], [72, 77], [78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
17: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29, 54, 62], [30, 33], [51, 35], [32, 44, 34, 39], [36, 41, 42], [40, 47, 43, 53], [59, 60], [61, 48, 45, 46], [49, 52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84], [81, 86, 82, 83, 80, 85, 87, 88]]
18: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43], [53, 59, 60, 61], [48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87], [88]]
19: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40, 47], [43, 53, 59, 60], [61, 48, 45, 46], [49], [52, 55], [63, 56, 58], [57, 68], [69, 65, 70], [66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80], [85, 87, 88]]
20: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35, 32, 44], [34, 39], [36, 41], [42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
21: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62, 30, 33], [51, 35], [32, 44, 34], [39, 36], [41, 42, 40, 47], [43, 53, 59], [60, 61, 48, 45], [46, 49], [52, 55], [58, 56, 57], [63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
22: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34, 39], [36, 41], [42, 40], [47, 43], [53, 59, 60, 61, 48, 57, 45, 46, 49, 55, 52, 56, 58, 63], [68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
23: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51], [35, 32], [44, 34, 39, 36], [41, 42], [40, 47, 43], [53, 59, 60, 61, 48, 45], [46, 57, 52, 55], [49, 58, 56, 63, 68, 69], [65, 70, 66], [79, 64, 67, 71], [74, 73, 76, 75], [72, 77], [78, 84, 81, 86], [82, 83, 80], [85, 87, 88]]
24: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39, 36, 41, 42, 40], [47, 43, 53], [59, 60, 61, 48], [45, 46], [49, 52, 55, 56], [57, 58, 63, 68], [69, 65], [70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
25: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44], [34, 39, 36, 41, 42], [40, 47, 43], [53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
26: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29, 54], [62, 30, 33], [51, 35], [32, 44], [34, 39, 36], [41, 42], [40, 47], [43, 53, 59, 60], [61, 48, 46, 45], [49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
27: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46], [57, 52, 55, 49, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64], [67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
28: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 56, 52, 55, 57, 49, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
29: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34], [39, 36, 41], [42, 40, 47, 43], [53, 59, 60, 61], [48, 45], [46, 57], [52, 55, 49], [56, 58, 63], [68, 69], [65, 70, 66, 79, 64, 67, 71, 74], [73, 76, 75, 72, 77, 78], [84, 81, 86, 82, 83, 80], [85, 87, 88]]
30: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33, 51, 35, 32, 44], [34, 39, 36], [41, 42, 40, 47, 43, 53], [59, 60, 61, 48, 45], [46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
31: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29, 54], [62, 30], [33, 51, 35, 32], [44, 34, 39], [36, 41, 42, 40, 47, 43], [53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81], [86, 82, 83, 80, 85, 87, 88]]
32: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49], [57, 52, 55], [56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
33: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28], [25, 29, 54, 62], [30, 33, 51, 35], [32, 44], [34, 39, 36, 41], [42, 40], [47, 43], [53, 59], [60, 61, 48, 57], [45, 46], [49, 55], [52, 56], [58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76], [75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
34: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29, 54], [62, 30], [33, 51, 35], [32, 44], [34, 39], [36, 41], [42, 40], [47, 43, 53], [59, 60], [61, 48], [46, 45, 49, 52], [55, 57, 56, 58], [63, 68, 69], [65, 70], [66, 79, 64], [67, 71, 74], [73, 76, 75], [72, 77], [78, 84, 81, 86], [82, 83], [80, 85], [87, 88]]
35: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54, 62], [30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 46, 45, 57, 52, 49, 63, 56, 58, 55, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
36: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40, 47], [43, 53, 59, 60, 61, 48], [45, 46, 52, 55, 49], [57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85], [87, 88]]
37: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62, 30, 33], [51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 52, 56, 49, 57, 58, 63, 55, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
38: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50, 18], [20, 26], [27, 31, 28], [25, 29], [54, 62], [30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [45, 46, 49, 52], [55, 56], [57, 58, 63, 68], [69, 65, 70, 66], [79, 64], [67, 71, 74, 73, 76], [75, 72, 77, 78], [84, 81], [86, 82, 83, 80, 85], [87, 88]]
39: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50, 18], [20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33, 51], [35, 32, 44, 34, 39, 36, 41, 42], [40, 47, 43], [53, 59, 60], [61, 48], [45, 46, 49, 52], [55, 57], [56, 58, 63], [68, 69, 65, 70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85], [87, 88]]
40: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51], [35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
41: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33, 51, 35, 32, 44], [34, 39, 36], [41, 42, 40, 47, 43, 53], [59, 60, 61, 48, 45], [46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
42: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35, 32, 44], [34, 39, 36, 41], [42, 40], [47, 43, 53], [59, 60, 61], [48, 45, 46], [57, 52, 49, 55, 56, 58], [63, 68, 69, 65, 70, 66, 79], [64, 67, 71, 74], [73, 76], [75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
43: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50, 18], [20, 26], [27, 31], [28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47, 43], [53, 59], [60, 61, 48, 45, 46, 49, 52, 55], [57, 56, 58], [63, 68, 69, 65, 70, 66], [79, 64, 67, 71, 74], [73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
44: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48], [45, 46], [49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
45: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29, 54, 62], [30, 33], [51, 35, 32, 44], [34, 39], [36, 41, 42], [40, 47, 43, 53, 59], [60, 61, 48, 45, 46, 57, 52, 49, 63, 58, 56, 55, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
46: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8], [9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48], [45, 46], [49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
47: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28], [25, 29], [54, 62], [30, 33], [51, 35, 32, 44, 34, 39, 36, 41, 42, 40], [47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74], [73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
48: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29, 54, 62, 30], [33, 51, 35, 32, 44, 34], [39, 36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [45, 46, 52, 49], [55, 56, 57], [58, 63, 68, 69], [65, 70, 66], [79, 64, 67, 71, 74, 73, 76], [75, 72, 77, 78, 84, 81], [86, 82, 83, 80, 85, 87, 88]]
49: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44, 34, 39], [36, 41], [42, 40], [47, 43], [53, 59, 60, 61], [48, 45], [46, 49], [52, 55, 56, 58], [57, 63, 68], [69, 65, 70, 66], [79, 64], [67, 71, 74, 73], [76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
50: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62, 30], [33, 51, 35, 32], [44, 34, 39], [36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
