0: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66], [71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78], [79, 86, 81, 83, 80, 82], [84, 85], [87, 88]]
11: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34], [43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
12: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34], [43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73], [72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
13: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8, 10], [26, 15, 14], [16, 18, 25, 21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35, 44], [46, 37, 54], [40, 38, 42, 63], [45, 47, 51, 56], [49, 52, 50, 48], [61, 55, 53, 59], [57, 62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73], [72, 75, 76], [78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
14: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32], [39, 34], [43, 35, 44], [46, 37, 54, 40, 38, 42, 63, 45], [47, 51, 56], [49, 52], [50, 48, 61], [55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
15: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8, 10], [26, 15, 14], [16, 18, 25, 21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35, 44], [46, 37, 54], [40, 38, 42, 63], [45, 47, 51, 56], [49, 52, 50, 48], [61, 55, 53, 59], [57, 62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73], [72, 75, 76], [78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
16: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28, 30], [33, 41, 58, 32], [39, 34, 43, 35], [44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56], [49, 52], [50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
17: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60], [24, 27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40], [38, 42, 63, 45, 47, 51, 56, 49], [52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69], [70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
18: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41, 58], [32, 39], [34, 43, 35, 44, 46, 37, 54, 40], [38, 42, 63, 45, 47, 51, 56, 49], [52, 50], [48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78], [79, 86, 81], [83, 80], [82, 84, 85], [87, 88]]
19: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40], [38, 42, 63, 45], [47, 51], [56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87], [88]]
20: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52], [50, 48, 61], [55, 53, 59], [57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78], [79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
21: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30], [33, 41], [58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40, 38, 42], [63, 45, 47], [51, 56, 49, 52], [50, 48, 61], [55, 53, 59], [57, 62], [66, 71, 67], [68, 64, 77, 65, 69, 70], [74, 73], [72, 75, 76, 78], [79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
22: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21, 17, 31, 19, 20, 23, 60], [24, 27], [29, 28], [30, 33], [41, 58, 32, 39], [34, 43, 35, 44, 46, 37, 54, 40], [38, 42], [63, 45, 47], [51, 56, 49, 52, 50], [48, 61, 55], [53, 59, 57, 62], [66, 71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78], [79, 86], [81, 83, 80], [82, 84, 85, 87, 88]]
23: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34], [43, 35, 44], [46, 37, 54, 40, 38], [42, 63, 45], [47, 51, 56], [49, 52], [50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
24: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49], [52, 50], [48, 61, 55, 53, 59, 57], [62, 66], [71, 67], [68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78], [79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
25: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40], [38, 42], [63, 45], [47, 51], [56, 49], [52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
26: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33], [41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54], [40, 38, 42, 63, 45, 47, 51, 56], [49, 52], [50, 48], [61, 55, 53, 59, 57, 62, 66, 71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78, 79], [86, 81, 83, 80, 82], [84, 85, 87, 88]]
27: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52], [50, 48, 61], [55, 53], [59, 57, 62, 66, 71], [67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
28: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52], [50, 48, 61], [55, 53], [59, 57, 62, 66, 71], [67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
29: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24, 27], [29, 28, 30, 33], [41, 58, 32, 39], [34, 43, 35, 44, 46], [37, 54, 40, 38, 42, 63, 45], [47, 51, 56], [49, 52], [50], [48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
30: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21, 17, 31, 19, 20, 23], [60, 24, 27, 29, 28, 30, 33, 41], [58, 32], [39, 34, 43], [35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61], [55, 53, 59], [57, 62, 66, 71, 67], [68, 64, 77], [65, 69, 70], [74, 73], [72, 75, 76], [78, 79], [86, 81, 83, 80, 82], [84, 85, 87, 88]]
31: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33], [41, 58, 32, 39, 34, 43], [35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
32: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23], [60, 24, 27], [29, 28, 30], [33, 41], [58, 32, 39, 34], [43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51], [56, 49, 52], [50, 48, 61], [55, 53, 59, 57, 62], [66, 71, 67], [68, 64, 77], [65, 69, 70], [74, 73, 72], [75, 76, 78], [79, 86], [81, 83], [80, 82], [84, 85], [87, 88]]
33: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60], [24, 27, 29, 28], [30, 33], [41, 58], [32, 39], [34, 43, 35, 44, 46, 37, 54, 40], [38, 42], [63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
34: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10], [26, 15, 14], [16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40], [38, 42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55], [53, 59], [57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
35: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10], [26, 15, 14], [16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40], [38, 42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55], [53, 59], [57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
36: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10], [26, 15, 14], [16, 18], [25, 21, 17], [31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40], [38, 42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55], [53, 59], [57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
37: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52, 50, 48, 61, 55, 53, 59], [57, 62], [66, 71, 67], [68, 64, 77, 65, 69], [70, 74, 73], [72, 75, 76, 78], [79, 86, 81], [83, 80], [82, 84, 85, 87, 88]]
38: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43, 35, 44, 46, 37], [54, 40, 38], [42, 63, 45], [47, 51], [56, 49, 52, 50], [48, 61, 55, 53], [59, 57, 62, 66], [71, 67], [68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87], [88]]
39: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28, 30], [33, 41, 58], [32, 39], [34, 43, 35], [44, 46, 37, 54], [40, 38, 42, 63], [45, 47, 51, 56], [49, 52, 50, 48], [61, 55, 53, 59, 57], [62, 66, 71, 67, 68], [64, 77, 65, 69], [70, 74, 73], [72, 75], [76], [78, 79, 86, 81, 83, 80, 82, 84, 85, 87], [88]]
40: [[13, 36, 22], [1, 2, 4], [7, 12], [3, 5, 6], [9, 11, 8], [10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40], [38, 42, 63, 45], [47, 51], [56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
41: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60], [24, 27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43], [35, 44], [46, 37, 54, 40, 38, 42], [63, 45, 47], [51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67], [68, 64], [77, 65, 69], [70, 74, 73], [72, 75], [76, 78], [79, 86, 81, 83, 80, 82, 84, 85], [87, 88]]
42: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21, 17], [31, 19], [20, 23, 60], [24, 27, 29, 28, 30, 33, 41], [58, 32, 39, 34], [43, 35, 44], [46, 37, 54], [40, 38, 42, 63, 45], [47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
43: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40], [38, 42, 63], [45, 47, 51, 56, 49], [52, 50, 48], [61, 55], [53, 59, 57, 62], [66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
44: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19], [20, 23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44], [46, 37], [54, 40, 38], [42, 63], [45, 47, 51, 56, 49, 52], [50, 48, 61], [55, 53, 59, 57], [62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78], [79, 86, 81], [83, 80, 82], [84, 85, 87], [88]]
45: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79], [86, 81, 83, 80, 82, 84, 85, 87, 88]]
46: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40, 38, 42, 63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
47: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21, 17, 31], [19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41], [58, 32, 39], [34, 43, 35], [44, 46], [37, 54, 40], [38, 42], [63, 45, 47], [51, 56], [49, 52, 50], [48, 61, 55, 53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65], [69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
48: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40, 38, 42, 63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
49: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20], [23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34], [43, 35, 44], [46, 37, 54], [40, 38], [42, 63, 45, 47], [51, 56, 49], [52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
50: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58], [32, 39, 34, 43, 35], [44, 46, 37, 54, 40], [38, 42, 63], [45, 47, 51, 56, 49, 52, 50, 48], [61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
