0: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 14, 22], [30, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [44, 46, 56, 45, 63], [52, 48, 55, 61, 60], [53, 51, 57, 58, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
11: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 55, 51, 48, 57, 52, 60, 62, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
12: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 48, 46, 55, 53, 51, 57, 52, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
13: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 55, 48, 53, 52, 57, 62, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
14: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 46, 48, 51, 52, 53, 61, 55, 58, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
15: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 53, 52, 57, 62, 55, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
16: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 48, 55, 51, 52, 53, 57, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
17: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 53, 57, 52, 55, 58, 62, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
18: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 55, 51, 48, 57, 58, 60, 63, 52, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
19: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 53, 48, 52, 57, 63, 58, 62, 55, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
20: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 55, 45, 46, 52, 51, 48, 53, 63, 57, 61, 58, 60, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
21: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 60, 46, 51, 53, 48, 57, 52, 58, 55, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
22: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 53, 52, 57, 62, 55, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
23: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 46, 48, 53, 52, 51, 55, 63, 58, 61, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
24: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 48, 53, 52, 55, 57, 62, 58, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
25: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 55, 53, 57, 62, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
26: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 52, 55, 53, 61, 63, 57, 62, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
27: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 52, 48, 51, 60, 53, 58, 62, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
28: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 55, 52, 53, 57, 62, 58, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
29: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 48, 51, 55, 52, 58, 57, 61, 60, 63, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
30: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 62, 46, 48, 51, 55, 53, 57, 58, 61, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
31: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 62, 58, 53, 55, 48, 51, 60, 63, 52, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
32: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 52, 51, 48, 55, 58, 53, 57, 60, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
33: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 51, 48, 55, 62, 53, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
34: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 53, 48, 57, 52, 55, 58, 62, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
35: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 51, 55, 48, 53, 58, 61, 57, 62, 63, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
36: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 52, 46, 55, 48, 57, 53, 51, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
37: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 62, 46, 48, 55, 51, 53, 57, 58, 60, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
38: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 52, 55, 53, 51, 63, 57, 60, 62, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
39: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 51, 48, 53, 52, 61, 55, 57, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
40: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 51, 48, 52, 53, 57, 60, 63, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
41: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 58, 51, 46, 52, 53, 48, 55, 62, 63, 57, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
42: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 62, 45, 46, 48, 51, 57, 55, 52, 61, 53, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
43: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 48, 62, 51, 53, 52, 57, 61, 55, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
44: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 48, 51, 52, 53, 55, 57, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
45: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 53, 55, 57, 63, 62, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
46: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 52, 51, 53, 48, 57, 58, 62, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
47: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 58, 46, 48, 53, 51, 52, 55, 57, 63, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
48: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 53, 48, 62, 55, 52, 57, 63, 51, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
49: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 48, 57, 58, 53, 51, 52, 62, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
50: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 46, 48, 52, 51, 55, 57, 61, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
