0: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
11: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
12: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
13: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
14: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
15: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
16: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
17: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
18: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
19: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
20: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
21: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
22: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
23: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
24: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
25: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
26: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
27: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
28: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
29: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
30: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
31: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
32: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
33: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
34: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
35: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
36: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
37: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
38: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
39: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
40: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
41: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
42: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
43: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
44: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
45: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
46: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
47: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
48: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
49: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
50: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
51: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
52: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
53: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
54: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
55: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
56: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
57: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
58: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
59: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
60: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
61: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
62: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
63: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
64: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
65: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
66: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
67: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
68: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
69: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
70: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
71: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
72: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
73: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
