0: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
41: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
42: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
43: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
44: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
45: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
46: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
47: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
48: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
49: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
50: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
51: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
52: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
53: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
54: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
55: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
56: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
57: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
58: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
59: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
60: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
61: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
62: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
63: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
64: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
65: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
66: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
67: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
68: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
69: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
70: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
71: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
72: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
73: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
