0: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
16: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
17: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
18: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
19: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
20: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
21: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
22: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
23: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
24: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
25: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
26: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
27: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
28: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
29: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
30: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
31: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
32: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
33: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
34: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
35: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
36: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
37: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
38: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
39: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
40: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
41: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
42: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
43: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
44: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
45: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
46: [[24, 9, 2, 8, 19, 1, 7], [22, 3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
47: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
48: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 17, 16, 18], [21, 23, 26, 25, 27, 29, 28]]
49: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
50: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
51: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
52: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
53: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
54: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
55: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
56: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
57: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
58: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
59: [[24, 9, 2, 8, 19, 1, 7, 22], [3, 5, 6, 20, 4, 10, 12], [11, 15, 13, 14, 16, 17, 18], [21, 23, 26, 25, 27, 29, 28]]
