0: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72], [82, 79], [80], [84, 85], [83, 86], [87, 88]]
12: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79], [80, 84], [85, 83], [86, 87, 88]]
13: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79], [80, 84], [85, 83], [86, 87, 88]]
14: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62, 57], [60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70], [74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
15: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62, 57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81, 72, 82, 79, 80, 84, 85, 83], [86, 87, 88]]
16: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84], [85, 83], [86, 87, 88]]
17: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
18: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72], [82, 79, 80, 84, 85, 83, 86, 87, 88]]
19: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81, 72, 82, 79, 80, 84, 85, 83], [86, 87, 88]]
20: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40], [45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83], [86, 87, 88]]
21: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54, 49], [63, 55, 58], [62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
22: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
23: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
24: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
25: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83, 86, 87], [88]]
26: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
27: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54], [49, 63, 55, 58, 62], [57], [60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79], [80, 84, 85, 83, 86, 87, 88]]
28: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72], [82, 79, 80, 84, 85, 83, 86, 87, 88]]
29: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
30: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
31: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39], [44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
32: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84], [85, 83, 86], [87, 88]]
33: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54], [49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64], [75, 71, 69, 78, 70, 74, 73, 76, 81, 72], [82, 79, 80, 84, 85, 83, 86, 87, 88]]
34: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23], [24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85], [83, 86, 87, 88]]
35: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71], [69, 78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84], [85, 83, 86], [87, 88]]
36: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57], [60, 77, 65], [66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76], [81, 72, 82], [79, 80, 84, 85, 83, 86, 87, 88]]
37: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72, 82], [79, 80, 84], [85, 83, 86, 87, 88]]
38: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62], [57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69, 78, 70], [74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83, 86, 87, 88]]
39: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
40: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49, 63], [55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71], [69, 78, 70], [74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
41: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79], [80, 84, 85], [83], [86, 87, 88]]
42: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68], [64, 75, 71], [69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84], [85, 83, 86], [87, 88]]
43: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60], [77, 65, 66], [67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
44: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70], [74, 73, 76, 81], [72, 82], [79, 80], [84, 85], [83, 86], [87, 88]]
45: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
46: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65, 66], [67, 68], [64, 75], [71, 69, 78], [70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85, 83, 86, 87, 88]]
47: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16, 23, 24], [19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32], [50, 37, 34], [39, 44, 42], [36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61, 54, 49], [63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
48: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18], [20, 17, 21], [59, 25], [26, 27, 31], [35, 51, 30], [33, 32], [50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
49: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37, 34, 39, 44, 42, 36, 43], [47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
50: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78], [70, 74, 73], [76, 81], [72, 82, 79], [80, 84, 85], [83], [86, 87, 88]]
