0: [[11, 35, 5, 1, 7, 2, 3, 4], [14, 8, 13, 27, 9, 21, 6], [24, 12, 15, 17, 19, 16, 20, 10], [23, 22, 25, 28, 30, 18], [31, 29, 26, 40, 36, 37, 34, 51], [32, 33, 39, 42, 44, 41, 46, 38, 47], [45, 58, 53, 48, 56, 54, 43], [52, 49, 59, 50, 57, 55, 60]]
12: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
13: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
14: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
15: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 56, 58, 60]]
16: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 15, 10, 12, 13, 29, 24, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
17: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
18: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 58, 56, 60]]
19: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
20: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
21: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 58, 56, 60]]
22: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
23: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
24: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 56, 58, 60]]
25: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
26: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
27: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
28: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
29: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
30: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
31: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
32: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 58, 56, 60]]
33: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 58, 56, 60]]
34: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
35: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
36: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
37: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
38: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 56, 58, 60]]
39: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
40: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
41: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
42: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 56, 58, 57, 60]]
43: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
44: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
45: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
46: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
47: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
48: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
49: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
50: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
51: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 56, 58, 60]]
52: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
53: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
54: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 58, 56, 60]]
55: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
56: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
57: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
58: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
59: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 56, 58, 60]]
60: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
61: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
62: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
63: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
64: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 15, 29, 13, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
65: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
66: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
67: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
68: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
69: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
70: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
71: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
72: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 15, 29, 13, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
73: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 58, 56, 60]]
