0: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12, 10], [33, 20, 19, 32], [27, 55, 43], [51, 3, 30, 31], [22, 54, 23, 25, 28], [40, 7, 8, 39], [38, 9, 53, 29, 37, 42, 44, 45, 41, 48], [50, 36, 52], [59, 60]]
20: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2], [49, 57], [47, 5, 16, 15], [18, 1, 56, 13, 21], [6, 24, 12, 10, 33], [20, 19, 32], [27, 55], [43, 51, 3, 30], [31, 22, 54, 23], [25, 28, 40, 7, 8], [39, 38, 9], [53], [29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
21: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32, 27, 55, 43], [51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
22: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12], [10, 33, 20, 19], [32], [27], [55, 43, 51, 3, 30, 31, 22, 54], [23, 25, 28, 40, 7], [8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
23: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32], [27, 55], [43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
24: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 6, 21], [24, 12, 10, 33], [20, 19, 32, 27, 55], [43, 51], [3, 30, 31], [22, 54, 23, 25, 28], [40, 7, 8], [39, 38], [9, 53, 29, 37], [42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
25: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12], [10, 33, 20, 19], [32], [27], [55, 43, 51, 3, 30, 31, 22, 54], [23, 25, 28, 40, 7], [8, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
26: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21, 24, 12, 6, 10, 33, 20, 19, 32, 27, 55, 43], [51, 3, 30, 31], [22, 54, 23], [25, 28], [40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
27: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 6, 21], [24, 12, 10, 33, 20], [19, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54], [23, 25], [28, 40, 7, 8, 39], [38, 9, 53], [29, 37, 42, 44, 45], [41, 48, 50, 36], [52, 59, 60]]
28: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21, 6], [24, 12], [10, 33], [20, 19, 32, 27], [55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
29: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 6], [21, 24, 12, 10, 33], [20, 19, 32, 27], [55, 43, 51, 3], [30, 31, 22, 54], [23, 25, 28, 40, 7], [8, 39, 38], [9, 53, 29, 37, 42], [44, 45, 41, 48], [50, 36, 52], [59, 60]]
30: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 6, 21], [24, 12, 10, 33], [20, 19, 32, 27], [55, 43, 51, 3, 30], [31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53], [29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
31: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12], [10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31], [22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
32: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21], [6, 24, 12, 10], [33, 20, 19], [32, 27, 55, 43, 51, 3, 30], [31, 22, 54], [23], [25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
33: [[17, 26, 46, 4], [11, 35, 14], [58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 6, 21], [24, 12, 10], [33, 20, 19], [32, 27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53], [29, 37, 42, 45, 48, 50, 36, 52, 59, 60, 41, 44]]
34: [[17, 26, 46, 4], [11, 35, 14], [58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 6, 21], [24, 12, 10], [33, 20, 19], [32, 27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53], [29, 37, 42, 45, 48, 50, 36, 52, 59, 60, 41, 44]]
35: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 1, 56, 18], [13, 24, 12, 6, 10, 21], [33], [20, 19], [32, 27, 55], [43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
36: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21], [6, 24], [12, 10], [33, 20, 19, 32, 27], [55, 43, 51], [3, 30, 31, 22, 54, 23], [25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
37: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21], [6, 24], [12, 10], [33, 20, 19, 32, 27], [55, 43, 51], [3, 30, 31, 22, 54, 23], [25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
38: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24], [12, 10, 33, 20], [19, 32, 27, 55, 43], [51, 3, 30, 31, 22], [54, 23, 25, 28], [40, 7, 8, 39], [38, 9, 53, 29], [37, 42, 44], [45, 41, 48, 50, 36], [52, 59, 60]]
39: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13], [21, 6], [24, 12, 10, 33, 20], [19, 32], [27, 55, 43, 51, 3, 30], [31, 22, 54, 23, 25], [28, 40, 7, 8, 39], [38, 9, 53], [29, 37], [42, 44, 45, 41, 48], [50, 36, 52], [59, 60]]
40: [[17, 26, 46, 4], [11, 35, 2, 14], [58, 34, 49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24, 12], [10, 33, 20, 19], [32, 27, 55, 43], [51, 3, 30], [31, 22, 54], [23, 25, 28, 40, 7], [8, 39, 38, 9], [53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
41: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21], [6, 24], [12, 10], [33, 20, 19, 32, 27], [55, 43, 51], [3, 30, 31, 22, 54, 23], [25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50], [36, 52, 59, 60]]
42: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 1], [56, 13, 21, 6, 18], [24, 12, 10, 33, 19], [20, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54], [23, 25], [28, 40, 7, 8], [39, 38, 9, 53, 29], [37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
43: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21, 6], [24, 12], [10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25], [28], [40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
44: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24], [12, 10, 33], [20, 19, 32, 27, 55], [43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
45: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24], [12, 10, 33], [20, 19, 32, 27, 55], [43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
46: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18], [1, 56, 13, 21], [6, 24], [12, 10], [33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31], [22, 54, 23], [25, 28], [40, 7, 8, 39], [38, 9, 53, 29, 37], [42, 44, 45, 41], [48, 50, 36], [52, 59, 60]]
47: [[17, 26, 46, 4, 11], [35, 14], [58, 34, 2, 49, 57, 47], [5, 16, 15, 18, 1], [56, 13, 21, 6], [24, 12], [10, 33, 20, 19, 32], [27, 55, 43], [51, 3, 30, 31], [22, 54, 23], [25, 28, 40, 7], [8, 39, 38, 9, 53], [29, 37, 42, 44], [45, 41, 48], [50, 36, 52], [59, 60]]
48: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21, 6], [24, 12], [10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
49: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21, 6, 24, 12, 10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30, 31], [22, 54], [23, 25, 28], [40, 7, 8, 39, 38], [9, 53, 29], [37, 42, 44, 45, 41, 48], [50, 36, 52], [59, 60]]
50: [[17, 26, 46, 4], [11, 35, 14], [58, 34, 2, 49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32, 27], [55, 43], [51, 3, 30], [31, 22, 54, 23, 25], [28, 40, 7], [8, 39, 38, 9], [53, 29, 37, 42], [44, 45, 41, 48, 50], [36, 52, 59, 60]]
51: [[17, 26, 46, 4], [11, 35, 14], [58, 34, 2, 49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32, 27], [55, 43], [51, 3, 30], [31, 22, 54, 23, 25], [28, 40, 7], [8, 39, 38, 9], [53, 29, 37, 42], [44, 45, 41, 48, 50], [36, 52, 59, 60]]
52: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16], [15, 18, 1, 56], [13, 21, 6], [24, 12, 10, 33, 20], [19, 32, 27, 55, 43], [51, 3], [30, 31, 22], [54, 23, 25, 28], [40, 7, 8, 39], [38, 9, 53, 29], [37, 42, 44, 45], [41], [48], [50, 36, 52, 59, 60]]
53: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24], [12, 10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30], [31, 22, 54, 23], [25, 28, 40, 7, 8], [39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
54: [[17, 26, 46, 4], [11, 35, 14], [58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13], [6, 21], [24, 12, 10, 33], [20, 19, 32, 27], [55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41], [48, 50, 36, 52, 59, 60]]
55: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 1, 18], [56, 13, 6, 21], [24, 12, 33, 20, 10], [19, 32, 27, 55, 43], [51, 3, 30], [31, 22, 54, 23], [25, 28, 40], [7, 8, 39], [38, 9, 53, 29, 37], [42, 44, 45], [41, 48, 50], [36, 52, 59, 60]]
56: [[17, 26, 46, 4], [11, 35, 2, 14], [58, 34, 49, 57], [47, 5, 16, 18], [15, 1, 56, 13, 24, 8, 12, 33, 20, 19, 32, 27, 55, 43, 51, 3, 10, 21, 6], [30, 31, 22, 54, 23, 25, 28, 40, 7, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
57: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2], [49, 57], [47, 5, 16, 15], [18, 1, 56], [13, 21], [6, 24, 12, 10], [33, 20, 19, 32], [27, 55], [43, 51], [3, 30, 31, 22], [54, 23, 25], [28, 40, 7, 8], [39, 38], [9, 53], [29, 37], [42, 44, 45, 41], [48, 50, 36], [52, 59, 60]]
58: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34, 49], [57, 47, 5, 16, 18], [15, 1, 56, 10], [13, 24, 6, 21], [33, 12], [20, 19, 32], [27, 55, 43], [51, 3, 30, 31], [22, 54], [23, 25, 28, 40], [7, 8, 39, 38], [9, 53, 29], [37, 42, 44], [45, 41, 48, 50, 36], [52, 59, 60]]
59: [[17, 26, 46], [4, 11, 35], [2, 14, 58], [34, 49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21], [24, 12, 6, 10], [33, 20, 19], [32, 27, 55, 43, 51], [3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39], [38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
60: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15], [18, 1, 56, 13, 21], [6, 24], [12, 10, 33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31], [22, 54, 23, 25], [28, 40, 7], [8, 39, 38], [9, 53], [29], [37, 42, 44, 45, 41], [48, 50, 36, 52, 59, 60]]
61: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13], [21, 6], [24, 12, 10, 33, 20], [19, 32], [27, 55, 43, 51, 3, 30], [31, 22], [54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42], [44, 45, 41, 48, 50, 36, 52, 59, 60]]
62: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15], [18, 1, 56], [13, 21, 6, 24, 12], [10, 33, 20], [19, 32, 27, 55, 43], [51, 3], [30, 31, 22, 54, 23], [25, 28], [40, 7, 8], [39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
63: [[17, 26, 46], [4, 11], [35, 2, 14, 58, 34], [49, 57], [47, 5], [16, 15, 1, 18, 56], [13, 24], [6, 21], [33, 20], [10, 12, 19, 32, 27], [55, 43, 51], [3, 30, 31, 22, 54, 23], [25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
64: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21], [6, 24], [12, 10, 33], [20, 19], [32, 27, 55, 43, 51], [3, 30, 31], [22, 54, 23, 25], [28, 40, 7, 8, 39], [38, 9], [53, 29, 37], [42, 44, 45, 41], [48, 50], [36, 52, 59, 60]]
65: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 1, 18], [56, 13, 24, 6], [21, 12, 33, 20, 19], [10, 32, 27, 55], [43, 51, 3, 30], [31, 22, 54, 23], [25, 28, 40, 7], [8, 39, 38, 9, 53], [29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
66: [[17, 26], [46, 4, 11, 35], [14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 21, 6, 24], [12, 10], [33, 20, 19, 32, 27], [55, 43, 51, 3, 30], [31, 22, 54, 23], [25, 28, 40, 7], [8, 39], [38, 9, 53, 29, 37], [42, 44], [45, 41], [48, 50, 36], [52, 59, 60]]
67: [[17, 26, 46], [4, 11], [35, 14], [58, 34, 2, 49], [57, 47], [5, 16], [15, 18, 1, 56], [13, 21, 6, 24], [12, 10, 33], [20, 19, 32], [27, 55, 43], [51, 3, 30, 31], [22, 54, 23, 25], [28, 40], [7, 8, 39, 38], [9, 53], [29, 37, 42, 44], [45, 41, 48, 50, 36], [52, 59, 60]]
68: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16], [15, 18, 1, 56, 13], [21, 6, 24], [12, 10, 33, 20, 19], [32, 27], [55, 43, 51, 3, 30], [31, 22], [54, 23, 25], [28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
69: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34], [49, 57, 47], [5, 16, 15, 18, 1], [56, 13], [21, 24, 12, 6], [10, 33], [20, 19, 32], [27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
70: [[17, 26], [46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21, 6, 24, 12, 10, 33, 20, 19, 32, 27, 55, 43], [51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
71: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 1], [56, 13, 21, 6, 18], [24], [12, 10, 33, 19, 20, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59], [60]]
72: [[17, 26], [46, 4], [11, 35, 14], [58, 34, 2], [49, 57, 47, 5], [16, 15, 18], [1, 56, 13, 21], [6, 24], [12, 10], [33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31], [22, 54, 23], [25, 28], [40, 7, 8, 39], [38, 9, 53, 29, 37], [42, 44, 45, 41], [48, 50, 36], [52, 59, 60]]
73: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2], [49, 57], [47, 5, 16, 15], [18, 1, 56, 13, 22], [21, 24, 12, 10, 33], [20, 19, 32], [27, 55], [43, 51, 3, 30], [31, 6, 54, 23], [25, 28, 40, 7, 8], [39, 38, 9], [53, 29, 37], [42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
