0: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
11: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
12: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
13: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
14: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
15: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
16: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
17: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
18: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
19: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
20: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
21: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
22: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
23: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
24: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
25: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
26: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
27: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
28: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
29: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
30: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
31: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
32: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
33: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
34: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
35: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
36: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
37: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
38: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
39: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
40: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
41: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
42: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
43: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
44: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
45: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
46: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
47: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
48: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
49: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
50: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
51: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
52: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
53: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
54: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
55: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
56: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
57: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
58: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
59: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
60: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
61: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
62: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
63: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
64: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
65: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
66: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
67: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
68: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
69: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
70: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
71: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
72: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
73: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
