0: [[28, 22, 40], [27, 20, 3, 34, 32, 19, 47], [33, 36, 4, 7, 50], [37, 29, 56, 25], [39, 35, 43, 2], [11, 9, 8], [41, 48, 30, 59], [38, 5, 16, 18], [44, 24, 42], [46, 13, 6, 21], [15, 14, 1, 17, 12, 23, 45, 26, 51, 58, 10], [52, 31, 60], [54, 55, 53], [49, 57]]
12: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42, 46], [13, 6, 10, 21], [15, 14, 17, 12], [23, 45, 26], [51, 58, 1, 52], [31, 54, 60, 55], [53, 49, 57]]
13: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 43, 2], [11, 9, 8], [41, 48, 30], [59, 38, 5], [16, 18, 44], [24, 42], [46, 13, 21], [6, 10, 15], [14, 17, 12], [23, 45, 26], [1, 51], [58, 52, 31], [60, 54], [55, 53, 49, 57]]
14: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16], [44, 24, 42], [46, 13, 21], [6, 10, 15], [14, 17, 12], [23, 45, 26, 1], [51, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
15: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6], [10, 15, 14], [17, 12, 23], [45, 26, 1], [51, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
16: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25], [39, 35, 43, 2], [11, 9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24, 42], [46, 13, 21], [6, 15, 10], [14, 17], [12, 23, 45, 26], [51, 1, 58], [52, 31, 60, 54, 55], [53, 49, 57]]
17: [[28, 22, 40], [27, 20, 3, 34], [32, 19, 47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14, 1], [17, 12, 45, 23], [51, 58, 26, 52], [31, 54, 60, 55, 53, 49, 57]]
18: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42], [46, 13, 21], [6, 10, 15, 14], [17, 12, 23, 45], [26, 51], [1, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
19: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18, 16], [44, 24, 42, 46], [13, 21, 6, 10], [15, 14, 17, 12], [23, 45, 26], [51, 58, 1, 52], [31, 54, 60, 55], [53, 49, 57]]
20: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25], [39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59, 38], [5, 16, 18, 44], [24, 42, 46], [13, 21, 6], [10, 15], [14, 17, 12], [23, 45, 26], [51, 1], [58, 52, 31], [60, 54, 55, 53], [49, 57]]
21: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41, 48], [30, 59, 38, 5], [18, 16, 44, 24, 42], [46, 13, 21, 6], [10, 15, 14, 17], [12, 23, 45, 26], [1, 51, 58, 52, 31, 60], [54, 55], [53, 49, 57]]
22: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18, 16], [44, 24, 42], [46, 13, 21], [6, 10], [15, 14, 17], [12, 23, 45], [26, 51], [1, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
23: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18, 16], [44, 24, 42, 46], [13, 21, 6, 10], [15, 1, 17, 12], [23, 45, 26, 51], [58, 14, 52, 31], [60, 54, 55, 53], [49, 57]]
24: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5], [18, 16, 44], [24, 42], [46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55], [53, 49, 57]]
25: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5], [16, 18, 44], [24, 42], [46, 13, 21], [6, 15, 10], [14, 17], [12, 23, 45], [26, 51, 1], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
26: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24], [42, 46], [13, 21, 6], [10, 15, 14, 17], [12, 23, 45], [26, 1, 51], [58, 52, 31, 60, 54], [55, 53, 49, 57]]
27: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50, 37], [29, 56, 25, 39], [35, 2, 43], [11, 9], [8, 41, 48, 30, 59], [38, 5, 18, 16, 44, 24, 42, 46, 13, 6, 10, 21, 15, 14, 17, 23, 12, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55], [53, 49, 57]]
28: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24], [42, 46], [13, 21, 6], [10, 15, 14, 17], [12, 23, 45], [26, 1, 51], [58, 52, 31, 60, 54], [55, 53, 49, 57]]
29: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25], [39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24], [42, 46], [13, 21, 6], [10, 15, 14], [17, 12, 23, 45], [26, 1, 51, 58], [52, 31, 60, 54], [55, 53, 49, 57]]
30: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46], [13, 21, 6], [10, 15], [14, 17, 12], [23, 45, 26], [1, 51, 58], [52, 31, 60], [54, 55, 53], [49, 57]]
31: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 11], [43, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12], [23, 45, 26], [51, 58, 1], [52, 31, 60], [54, 55, 53], [49, 57]]
32: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 11, 43], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46], [13, 21, 6], [15, 10, 14], [17, 12], [23, 45, 26, 51], [58, 1, 52, 31], [60, 54, 55], [53, 49, 57]]
33: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2], [11, 9, 8], [41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42], [46, 13, 21], [6, 15, 10], [14, 17, 12], [23, 45, 26], [51, 58], [1, 52, 31], [60, 54, 55], [53, 49, 57]]
34: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6, 10], [15, 14, 17, 12], [23, 45, 26], [51, 58, 1, 52], [31, 54, 60, 55], [53, 49, 57]]
35: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12], [23, 45, 26, 51], [1, 58, 52, 31], [60, 54], [55, 53, 49, 57]]
36: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44], [24, 42, 46], [13, 21, 6], [10, 15], [14, 17, 12], [23, 45, 26, 51], [1, 58, 52], [31, 60, 54, 55, 53, 49, 57]]
37: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24, 42], [46, 13, 21], [6, 10, 15], [1, 17, 12], [23, 14], [45, 26], [58, 51], [52, 31, 60], [54, 55], [53, 49, 57]]
38: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30], [59, 38, 5], [16, 18, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12, 23], [45, 26], [1, 51, 58, 52], [31, 60], [54, 55, 53, 49, 57]]
39: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2], [11, 9], [8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46], [13, 21, 6], [15, 10, 14], [17, 12, 23], [45, 26, 51], [1, 58], [52, 31, 60], [54, 55, 53], [49, 57]]
40: [[28, 22, 40], [27, 20], [3, 34], [32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2], [11, 43, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42], [46, 13, 21], [6, 10, 15], [14, 17], [12, 23, 45], [26, 51, 1], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
41: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47], [33, 36, 4, 7], [50, 37, 29, 56], [25, 39, 35], [2, 43, 11, 9], [8, 41, 48, 30], [59, 38, 5, 18], [16, 44, 24, 42], [46, 13, 21, 6], [10, 15, 1], [17, 12, 23, 14], [45, 26, 51, 58], [52, 31, 60, 54], [55, 53, 49, 57]]
42: [[28, 22, 40], [27, 20, 3, 34], [32, 19], [47, 33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [16, 18, 44], [24, 42, 46, 13], [21, 6, 10, 15], [14, 17, 12, 23], [45, 26, 51, 58], [1, 52, 31, 60], [54, 55, 53], [49, 57]]
43: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30], [59, 38, 5], [16, 18], [44, 24, 42], [46, 13, 21], [6, 10, 15], [14, 17, 12], [23, 45, 26], [1, 51], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
44: [[28, 22, 40], [27, 20, 3], [34, 32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16, 44], [24, 42, 46], [13, 21, 6, 15], [14, 10, 17], [12, 23, 45, 26], [51, 1, 58, 52], [31, 60, 54], [55, 53, 49, 57]]
45: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [11, 43, 9], [8, 41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46, 13], [21, 6, 15], [10, 14], [17, 12, 23], [45, 26, 51, 58], [1, 52, 31, 60], [54, 55], [53, 49, 57]]
46: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47], [33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 43, 2], [11, 9, 8], [41, 48, 30], [59, 38], [5, 16, 18, 44], [24, 42], [46, 13, 21, 6], [10, 15, 14, 17, 12], [23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
47: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46], [13, 21, 6], [10, 15, 14], [17, 12], [23, 45, 26], [51, 1, 58], [52, 31, 60], [54, 55], [53, 49, 57]]
48: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33], [36], [4, 7, 50, 37], [29, 56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24, 42], [46, 13, 21], [6, 10, 15], [1, 17, 12], [23, 14, 45], [26, 58], [51, 52, 31, 60], [54, 55], [53, 49, 57]]
49: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6], [10, 15, 14], [17, 12, 23], [45, 26, 1], [51, 58, 52], [31, 60, 54], [55, 53, 49, 57]]
50: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46], [13, 6, 21], [15, 14], [1, 17, 23], [12, 10, 26], [45, 58, 51], [52, 31], [60, 54, 55, 53, 49, 57]]
51: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12, 23], [45, 26], [51, 58, 1], [52, 31, 60, 54, 55, 53, 49, 57]]
52: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [11, 43, 9], [8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46, 13], [21, 6, 10], [15, 1, 17], [12, 23], [14, 45], [26, 58], [51, 52, 31], [60, 54, 55], [53, 49, 57]]
53: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47], [33, 36, 4], [7, 50], [37, 29, 56], [25, 39], [35, 2, 11], [43, 9, 8], [41, 48], [30, 59, 38, 5], [16, 44, 24, 42], [46, 13, 18, 15], [6, 10, 21, 14], [17, 12, 23, 45], [26, 51, 1, 58], [52, 31, 60], [54, 55, 53], [49, 57]]
54: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [43, 11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44, 24], [42, 46, 13], [21, 6, 10, 15], [14, 17, 12], [23, 45, 26, 1], [51, 58, 52, 31], [60, 54, 55, 53, 49, 57]]
55: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30], [59, 38, 5], [18, 16, 44], [24, 42], [46, 13, 21], [6, 10], [15, 14, 17], [12, 23, 45], [26, 51, 58, 1], [52, 31], [60, 54, 55, 53, 49, 57]]
56: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12, 23], [45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
57: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25], [39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6, 10], [15, 14, 17], [12, 23, 45], [26, 1, 51], [58, 52, 31, 60], [54, 55], [53, 49, 57]]
58: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46, 13, 21], [6], [10, 15, 14], [17, 12, 23, 45], [26, 51, 1, 58], [52, 31], [60, 54, 55], [53, 49, 57]]
59: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39, 35], [2, 43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16], [18, 44, 24], [42, 46], [13, 21, 6], [10, 15, 14, 17], [12, 23], [45, 26, 51], [58, 1, 52, 31], [60, 54, 55], [53, 49, 57]]
60: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48], [30, 59, 38], [5, 18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14, 17], [12, 23, 45], [26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
61: [[28, 22, 40], [27, 20], [3, 34], [32, 19, 47], [33, 36, 4, 7], [50, 37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24, 42], [46, 13, 21], [6, 15, 10], [14, 1, 12], [23, 45, 26], [51, 17], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
62: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46], [13, 21], [6, 10, 15], [14, 17, 12], [23, 45], [26, 51, 1, 58, 52], [31, 60, 54, 55, 53, 49, 57]]
63: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35, 2, 43], [11, 9, 8, 41], [48, 30, 59, 38], [5, 18, 16], [44, 24, 42, 46], [13, 21, 6, 10], [15, 14, 17], [12, 23, 45, 26, 51, 58, 1, 52, 31, 54, 60, 55, 53, 49, 57]]
64: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35, 2, 11], [43, 9, 8], [41, 48, 30], [59, 38], [5, 16, 18, 44], [24, 42, 46], [13, 6, 21, 15, 14, 17, 10, 23, 45, 12, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
65: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 43, 2], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16], [44, 24], [42, 46, 13], [21, 6, 10, 15], [14, 17, 12], [23, 45, 26], [1, 51, 58, 52], [31, 60, 54], [55, 53, 49, 57]]
66: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35, 2], [43, 11, 9, 8], [41, 48, 30, 59], [38, 5, 18, 16], [44, 24, 42, 46], [13, 21, 6, 10, 15, 1, 17, 12, 23, 14, 45, 26, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
67: [[28, 22, 40], [27, 20, 3, 34, 32, 19, 47], [33, 36, 4, 7, 50], [37, 29, 56, 25], [39, 35, 2, 43], [11, 9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24, 42], [46, 13, 6], [10, 21, 15, 14, 17, 23, 12, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
68: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24, 42], [46, 13, 21, 6], [10, 15, 14], [1, 17, 12, 26], [23, 45, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
69: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5], [18, 16, 44], [24, 42], [46, 13, 21], [6, 10], [15, 1, 17], [12, 23, 14, 45], [26, 51, 58], [52, 31, 60, 54, 55, 53, 49, 57]]
70: [[28, 22], [40, 27], [20, 3, 34], [32, 19, 47], [33, 36, 4, 7], [50, 37], [29, 56, 25], [39, 35, 43], [2, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42], [46, 13, 21], [6, 10, 15], [14, 17, 12], [23, 45, 26], [51, 1, 58], [52, 31, 60], [54, 55, 53], [49, 57]]
71: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37], [29, 56], [25, 39, 35], [2, 11, 43], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46, 13, 21], [6, 10], [15, 14], [17, 12, 23], [45, 26, 1], [51, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
72: [[28, 22, 40], [27, 20, 3, 34], [32, 19, 47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42], [46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
73: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 11], [43, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15, 14], [17, 12], [23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
