0: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20, 2, 14, 5], [13, 32, 19, 23, 34, 30, 16, 31], [22, 29, 24], [26, 25, 28]]
14: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23, 34], [30, 16, 31, 22, 29, 24], [26, 25, 28]]
15: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23, 34], [30, 16, 31, 22, 29, 24], [26, 25, 28]]
16: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36], [7, 3, 1], [4, 12], [11, 20, 2], [14, 5], [13, 32, 19, 23], [34, 30, 16, 31], [22, 29, 24], [26, 25, 28]]
17: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
18: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11], [20, 2], [14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24], [26, 25, 28]]
19: [[33, 15, 8], [37, 6, 17], [21, 27, 9, 10], [18, 35], [36, 7, 3], [1, 4, 12], [11, 20, 2], [14, 5, 13], [32, 19, 23], [34, 30, 16, 31], [22, 29, 24], [26, 25, 28]]
20: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20, 2], [14, 5, 13], [32, 19], [23, 34, 30, 16], [31, 22, 29], [24, 26, 25, 28]]
21: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30], [16], [31, 22, 29, 24], [26, 25, 28]]
22: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14], [5, 13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
23: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
24: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
25: [[33, 15], [8, 37, 6], [17, 21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20, 2], [14, 5, 13], [32, 19], [23, 34, 30], [16, 31, 22], [29, 24], [26, 25, 28]]
26: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24, 26], [25, 28]]
27: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4], [12, 11, 20], [2, 14], [5, 13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
28: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
29: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24, 26], [25, 28]]
30: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18], [35, 36], [7, 3, 1], [4, 12, 11], [20, 2, 14], [5, 13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
31: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7, 3, 1], [4, 12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24, 26, 25, 28]]
32: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20, 2], [14, 5], [13, 32, 19], [23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
33: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30, 16, 31, 22], [29, 24, 26, 25, 28]]
34: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36], [7, 3], [1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23], [34, 30, 16], [31, 22], [29, 24], [26, 25, 28]]
35: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20], [2, 14], [5, 13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
36: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10], [18, 35], [36, 7, 3], [1, 4, 12], [11, 20], [2, 14, 5], [13, 32, 19], [23, 34], [30, 16, 31], [22, 29, 24], [26, 25, 28]]
37: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23], [34, 30, 16, 31], [22, 29], [24, 26, 25, 28]]
38: [[33, 15], [8, 37], [6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5, 13, 32], [19, 23, 34, 30, 16], [31, 22, 29], [24, 26, 25, 28]]
39: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14], [5, 13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24, 26, 25, 28]]
40: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35, 36], [7, 3, 1], [4, 12, 11], [20, 2, 14], [5, 13], [32, 19], [23, 34, 30], [16, 31, 22, 29], [24, 26, 25, 28]]
41: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36], [7, 3, 1], [4, 12], [11, 20, 2, 14], [5, 13], [32, 19, 23], [34, 30, 16], [31, 22, 29, 24], [26, 25], [28]]
42: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18], [35, 36], [7, 3, 1], [4, 12, 11], [20, 2, 14], [5, 13], [32, 19, 23], [34, 30, 16, 31], [22, 29, 24], [26, 25], [28]]
43: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23, 34, 30, 16, 31, 22], [29, 24, 26, 25, 28]]
44: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30, 16], [31, 22, 29], [24, 26, 25, 28]]
45: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4, 12, 11], [20, 2, 14, 5, 13], [32, 19, 23], [34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
46: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18], [35, 36], [7, 3], [1, 4], [12, 11, 20], [2, 14, 5, 13], [32, 19, 23], [34, 30, 16], [31, 22, 29], [24, 26, 25, 28]]
47: [[33, 15, 8, 37], [6, 17, 21], [27, 9, 10], [18, 35, 36], [7, 3, 1], [4, 12], [11, 20, 2], [14, 5, 13], [32, 19, 23], [34, 30], [16, 31, 22], [29, 24, 26], [25, 28]]
48: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1, 4, 12], [11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
49: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18, 35], [36, 7, 3], [1, 4, 12, 11, 20, 2, 14], [5], [13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
50: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20, 2], [14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24, 26, 25, 28]]
51: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36, 7], [3, 1], [4, 12, 11], [20, 2, 14], [5, 13, 32], [19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
52: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18, 35], [36, 7], [3, 1, 4], [12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
53: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10, 18], [35, 36], [7, 3, 1], [4, 12, 11], [20, 2, 14], [5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
54: [[33, 15, 8, 37], [6, 17, 21, 27, 9, 10, 18, 35, 36, 7, 3, 1, 4, 12, 11, 20, 2], [14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
55: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20], [2, 14, 5], [13, 32, 19], [23, 34, 30], [16, 31, 22], [29, 24, 26, 25, 28]]
56: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10, 18], [35, 36], [7, 3, 1], [4, 12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
57: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12], [11, 20], [2, 14], [5, 13, 32], [19, 23], [34, 30, 16], [31, 22, 29], [24, 26, 25, 28]]
58: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18], [35, 36, 7], [3, 1, 4], [12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
59: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12, 11], [20, 2, 14, 5], [13, 32], [19, 23, 34, 30], [16, 31, 22, 29, 24, 26, 25, 28]]
60: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12, 11, 20], [2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
61: [[33, 15, 8], [37, 6], [17, 21], [27, 9, 10], [18, 35, 36], [7, 3], [1, 4, 12], [11, 20, 2], [14, 5, 13], [32, 19, 23], [34, 30], [16, 31, 22], [29, 24, 26, 25, 28]]
62: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10], [18, 35, 36], [7, 3, 1], [4, 12], [11, 20, 2], [14, 5], [13, 32], [19, 23, 34], [30, 16, 31], [22, 29, 24], [26, 25], [28]]
63: [[33, 15, 8, 37, 6, 17, 21, 27, 9, 10, 18, 35], [36, 7, 3, 1, 4, 12, 11, 20, 2, 14, 5, 13, 32, 19], [23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
64: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18], [35, 36, 7], [3, 1, 4, 12], [11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
65: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35, 36, 7], [3, 1, 4], [12, 11, 20], [2, 14, 5], [13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
66: [[33, 15, 8], [37, 6, 17], [21, 27, 9, 10], [18, 35, 36, 7], [3, 1], [4, 12, 11], [20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
67: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7], [3, 1, 4], [12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
68: [[33, 15, 8], [37, 6], [17, 21, 27], [9, 10], [18, 35, 36], [7, 3, 1, 4], [12, 11], [20, 2, 14], [5, 13, 32], [19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
69: [[33, 15], [8, 37, 6], [17, 21, 27], [9, 10, 18, 35, 36], [7, 3, 1, 4, 12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
70: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1], [4, 12, 11], [20, 2, 14], [5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
71: [[33, 15, 8], [37, 6, 17], [21, 27], [9, 10], [18, 35, 36], [7, 3, 1], [4, 12, 11], [20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
72: [[33, 15, 8], [37, 6, 17], [21, 27, 9], [10, 18, 35], [36, 7, 3], [1, 4, 12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
73: [[33, 15, 8], [37, 6, 17, 21], [27, 9, 10], [18, 35, 36], [7, 3, 1, 4, 12, 11, 20, 2, 14, 5, 13, 32, 19, 23, 34, 30, 16, 31, 22, 29, 24, 26, 25, 28]]
