0: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35], [33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48], [55, 49, 59], [58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
11: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41, 44, 60], [63, 46, 56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57, 62], [68], [67, 64, 70], [65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
12: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42], [39, 40, 41, 44], [60, 63, 46], [56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70, 65, 79, 66], [77, 71, 72, 69, 75], [73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
13: [[5, 2, 43], [12, 3, 1], [4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63], [46, 56, 47, 52, 53], [61, 48, 55], [49, 59, 58, 57, 62], [68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
14: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38], [42, 39, 40, 41, 44], [60, 63, 46, 56, 47], [52, 53], [61, 48, 55, 49], [59, 58, 57, 62], [68, 67], [64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
15: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25], [28, 24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35], [33, 34, 45], [36, 38, 42, 39, 40], [41, 44, 60, 63], [46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58], [57, 62, 68, 67, 64, 70], [65, 79], [66, 77, 71, 72], [69, 75, 73, 78], [74, 76], [80, 85, 83, 84, 81, 86, 82], [87, 88]]
16: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25], [28, 24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35], [33, 34, 45], [36, 38, 42, 39, 40], [41, 44, 60, 63], [46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58], [57, 62, 68, 67, 64, 70], [65, 79], [66, 77, 71, 72], [69, 75, 73, 78], [74, 76], [80, 85, 83, 84, 81, 86, 82], [87, 88]]
17: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35], [33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46], [56, 47, 52, 53, 61], [48, 55, 49, 59], [58, 57], [62, 68, 67, 64, 70, 65, 79], [66, 77, 71], [72, 69, 75, 73, 78], [74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
18: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17], [20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33], [34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63], [46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66, 77, 71, 72], [69, 75, 73, 78, 74], [76, 80], [85, 83, 84, 81], [86, 82, 87, 88]]
19: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17], [20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33], [34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63], [46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66, 77, 71, 72], [69, 75, 73, 78, 74], [76, 80], [85, 83, 84, 81], [86, 82, 87, 88]]
20: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37], [50, 51, 32, 35, 33], [34, 45, 36], [38, 42, 39], [40, 41, 44, 60], [63, 46, 56, 47], [52, 53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70], [65, 79], [66, 77], [71, 72, 69, 75], [73, 78, 74, 76], [80, 85, 83, 84, 81], [86, 82, 87, 88]]
21: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60, 63, 46, 56, 47, 52], [53, 61], [48, 55, 49], [59, 58, 57, 62], [68, 67, 64, 70], [65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
22: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19, 11], [17, 20, 16, 18, 21, 25], [28, 24], [30, 27, 29, 54], [31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69], [75, 73], [78, 74, 76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
23: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18], [21, 25, 28, 24, 30], [27, 29, 54, 31, 37], [50, 51, 32, 35], [33, 34, 45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56, 47, 52], [53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64], [70, 65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
24: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31, 37], [50, 51, 32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56], [47, 52, 53], [61, 48], [55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66], [77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
25: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51, 32, 35, 33, 34, 45], [36, 38], [42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52, 53], [61, 48], [55, 49], [59, 58, 57, 62], [68, 67, 64, 70], [65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
26: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7], [9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21], [25, 28, 24, 30], [27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34], [45, 36, 38, 42, 39, 40], [41, 44, 60], [63, 46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58, 57], [62, 68, 67], [64, 70, 65, 79, 66], [77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
27: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38], [42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55], [49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
28: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7], [9, 26, 8, 10, 19], [11, 17, 20, 16], [18, 21, 25], [28, 24, 30, 27, 29], [54, 31], [37, 50, 51, 32], [35, 33, 34, 45], [36, 38, 42, 39, 40], [41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48], [55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78], [74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
29: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42], [39, 40], [41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
30: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28, 24, 30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33, 34, 45, 36], [38, 42, 39], [40, 41, 44, 60], [63, 46, 56], [47, 52, 53], [61, 48], [55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66], [77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
31: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36], [38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48], [55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
32: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53], [61, 48], [55, 49], [59, 58, 57, 62, 68, 67, 64], [70, 65, 79], [66, 77, 71, 72, 69], [75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
33: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41, 44], [60, 63], [46, 56], [47, 52, 53, 61, 48], [55, 49, 59], [58], [57, 62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
34: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
35: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54, 31], [37, 50], [51, 32, 35], [33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55], [49, 59, 58, 57, 62, 68, 67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
36: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53], [61, 48, 55, 49], [59, 58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
37: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38], [42, 39, 40, 41, 44, 60, 63], [46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58], [57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
38: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
39: [[5, 2, 43, 12], [3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11], [17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54, 31], [37, 50, 51], [32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68], [67, 64, 70, 65], [79, 66, 77, 71, 72], [69, 75, 73, 78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
40: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25, 28, 24, 30, 27, 29, 54], [31, 37], [50, 51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41], [44, 60], [63, 46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58, 57, 62, 68, 67], [64], [70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
41: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52, 53, 61, 48], [55, 49, 59, 58, 57, 62, 68, 67, 64], [70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
42: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63], [46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58], [57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
43: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39], [40, 41], [44, 60, 63, 46, 56, 47, 52], [53, 61], [48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
44: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52, 53, 61, 48], [55, 49, 59, 58, 57, 62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
45: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64, 70], [65, 79, 66], [77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
46: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21], [25, 28, 24, 30, 27], [29, 54, 31, 37], [50, 51, 32], [35, 33, 34, 45, 36], [38, 42], [39, 40, 41, 44], [60, 63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64], [70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
47: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53], [61, 48], [55, 49, 59, 58], [57, 62, 68], [67, 64, 70], [65, 79], [66, 77], [71, 72, 69, 75, 73], [78, 74, 76], [80, 85, 83], [84, 81], [86, 82, 87, 88]]
48: [[5, 2, 43], [12, 3, 1], [4, 22, 23, 13], [14, 15, 6], [7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18], [21, 25, 28, 24, 30, 27], [29, 54], [31, 37, 50, 51, 32, 35], [33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60], [63, 46, 56, 47], [52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69], [75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
49: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30], [27, 29, 54, 31, 37], [50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
50: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28, 24], [30, 27, 29, 54, 31, 37, 50, 51], [32, 35, 33, 34], [45, 36, 38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68, 67, 64], [70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
