0: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65], [64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84], [80, 83, 85], [87, 88]]
12: [[43, 39, 5], [3, 1, 10], [6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
13: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
14: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77, 75], [72, 73, 76], [78, 79], [82, 81, 84], [80, 83], [85, 87, 88]]
15: [[43, 39, 5], [3, 1], [10, 6, 2, 68], [4, 15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
16: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26], [23, 24], [56, 27], [29, 30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
17: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84, 80], [83, 85, 87, 88]]
18: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
19: [[43, 39, 5], [3, 1], [10, 6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31], [26, 23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61, 48], [49, 51, 52], [55, 53], [59, 57], [60, 63], [62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
20: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85], [87, 88]]
21: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50, 20], [31, 26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48], [49, 51, 52], [55, 53], [59], [57], [60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
22: [[43, 39], [5, 3], [1, 10, 6, 2], [68, 4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86], [67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
23: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
24: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53], [59, 57, 60], [63, 62, 58], [66, 65], [64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80], [83, 85], [87, 88]]
25: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65], [64, 86, 67], [71, 69], [70, 74, 77], [75, 72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
26: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
27: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
28: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
29: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53], [59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85], [87, 88]]
30: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71, 69], [70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
31: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78, 79, 82, 81], [84, 80, 83], [85, 87, 88]]
32: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
33: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65], [64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
34: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83, 85, 87, 88]]
35: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83, 85, 87, 88]]
36: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66], [65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85, 87], [88]]
37: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9], [28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70], [74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
38: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
39: [[43, 39, 5], [3, 1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
40: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81, 84, 80, 83, 85, 87, 88]]
41: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73, 76], [78, 79], [82, 81], [84, 80], [83, 85], [87, 88]]
42: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73], [76, 78, 79], [82, 81, 84], [80, 83, 85, 87, 88]]
43: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64], [86, 67, 71, 69, 70, 74, 77, 75, 72], [73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
44: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
45: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86], [67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
46: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64], [86, 67, 71, 69, 70, 74, 77, 75, 72], [73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
47: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45, 46], [61, 48, 49], [51, 52], [55, 53], [59, 57], [60, 63], [62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
48: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25], [13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85, 87, 88]]
49: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19], [21, 50, 20], [31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52, 55, 53, 59], [57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
50: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73], [76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
