0: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
11: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
12: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
13: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
14: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
15: [[19, 5, 2, 6, 1], [10, 3, 8, 12, 4, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
16: [[19, 5, 2, 6, 1], [10, 3, 8, 12, 4, 11], [13, 9, 15, 17, 14, 16, 18], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
17: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
18: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
19: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
20: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
21: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
22: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
23: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
24: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
25: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
26: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
27: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16, 7], [20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
28: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16, 7], [20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
29: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16, 7], [20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
30: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16, 7], [20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
31: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16, 7], [20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
32: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18], [16, 7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
33: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
34: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
35: [[19, 5, 2, 6, 1, 10], [3, 4, 12, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
36: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
37: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
38: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
39: [[19, 5, 2, 6, 1, 10], [3, 8, 12, 4, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
40: [[19, 5, 2, 6, 1, 10], [3, 12, 4, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
41: [[19, 5, 2, 6, 1], [10, 3, 4, 12, 8, 11], [13, 9, 15, 17, 14, 16], [20, 7, 18, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
42: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11], [13, 9, 15, 17, 14, 16, 20], [7, 18, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
43: [[19, 5, 2, 6, 1, 10], [3, 8, 12, 4, 11, 13], [9, 15, 17, 14, 16], [18, 7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
44: [[19, 5, 2, 6, 1], [10, 3, 12, 4, 8, 11, 13], [9, 15, 17, 14, 16, 20], [7, 18, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
45: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
46: [[19, 5, 2, 6, 1, 10, 3], [8, 12, 4, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
47: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
48: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
49: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
50: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
51: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
52: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13, 9], [15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
53: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13, 9], [15, 17, 14, 16, 18], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
54: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13, 9], [15, 17, 14, 16, 20], [7, 18, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
55: [[19, 5, 2, 6, 1, 3], [10, 12, 4, 8, 11], [13, 9, 15, 17, 14, 18, 16], [7, 20, 23, 28, 24, 22], [26, 21, 25, 27, 29]]
56: [[19, 5, 2, 6, 1, 10, 9], [12, 4, 8, 11, 13, 3], [15, 17, 22, 14, 16], [7, 20, 23, 28, 24, 18], [26, 21, 25, 27, 29]]
57: [[19, 5, 2, 6, 1, 10, 3], [12, 4, 8, 11, 13], [9, 15, 17, 22, 18, 14], [7, 20, 23, 28, 24, 16], [26, 21, 25, 27, 29]]
58: [[19, 5, 2, 6, 1, 3], [4, 8, 14, 12, 11, 13, 9], [15, 17, 10, 16, 28, 7], [20, 23, 18, 24, 22], [26, 21, 25, 27, 29]]
59: [[19, 5, 2, 6, 1, 10], [8, 12, 4, 3, 11], [13, 9, 15, 17, 18, 26, 16], [7, 20, 23, 28, 24, 22], [14, 21, 25, 27, 29]]
