0: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
26: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
27: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
28: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 28, 24, 23], [27, 21, 25, 26, 20, 29]]
29: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 23, 22, 24, 28], [27, 21, 25, 26, 20, 29]]
30: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 23, 24, 28, 14], [27, 21, 25, 26, 20, 29]]
31: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 23, 22, 28, 24], [27, 21, 25, 26, 20, 29]]
32: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
33: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
34: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
35: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
36: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
37: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
38: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 23, 22, 24, 28], [27, 21, 25, 26, 20, 29]]
39: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
40: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 14, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
41: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
42: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
43: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
44: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
45: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
46: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 23, 28, 24, 14], [27, 21, 25, 26, 20, 29]]
47: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
48: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
49: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
50: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
51: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
52: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
53: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
54: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
55: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
56: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
57: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
58: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
59: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 26, 23, 28, 24], [27, 21, 25, 14, 20, 29]]
