0: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87, 55], [80, 31, 16, 10], [25, 72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35, 30, 51], [43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
11: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16, 10], [25, 72, 1], [20, 2], [62, 4, 26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64, 34], [38, 53, 40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81, 84], [85, 83], [82, 79, 86]]
12: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
13: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30], [51, 43], [36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
14: [[46, 19, 50], [42, 18, 76, 77], [11, 5], [37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25, 72], [1, 20, 2, 62], [4, 26, 65, 88], [7, 3, 8, 14], [60, 9, 12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79, 86]]
15: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63, 75], [69, 81, 84, 85, 83], [82, 79, 86]]
16: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48], [52, 68, 66], [70, 71, 74, 63], [75, 69], [81, 84, 85, 83], [82, 79, 86]]
17: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17], [21, 59, 6], [41, 49, 54], [15, 44], [39, 87, 55, 80], [31, 16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88, 7], [3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36], [23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61, 48], [52, 68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
18: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21], [59, 6], [41, 49, 54, 15], [44, 39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56], [57], [73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
19: [[46, 19, 50], [42, 18], [76, 77], [11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1], [20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63, 75], [69, 81, 84, 85], [83, 82], [79, 86]]
20: [[46, 19, 50], [42, 18], [76, 77, 11, 5], [37, 67], [27, 78, 32], [17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9, 12], [13, 22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24], [64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
21: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
22: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67, 27], [78, 32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80], [31, 16, 10], [25, 72, 1], [20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14, 60], [9, 12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36], [23, 24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74], [63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
23: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81], [84, 85, 83], [82, 79, 86]]
24: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36, 23], [24, 64, 34], [38, 53], [40, 45], [47, 56, 57, 73, 58], [61, 48, 52, 68, 66, 70], [71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
25: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31], [16, 10], [25, 72], [1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56, 57], [73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
26: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
27: [[46, 19], [50, 42], [18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74], [63, 75, 69], [81, 84], [85, 83], [82, 79, 86]]
28: [[46, 19], [50, 42], [18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74], [63, 75, 69], [81, 84], [85, 83], [82, 79, 86]]
29: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2, 62], [4, 26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69, 81], [84, 85, 83], [82, 79, 86]]
30: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43], [36, 23, 24, 64], [34, 38], [53, 40, 45], [47, 56], [57, 73], [58, 61, 48, 52], [68, 66], [70, 71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
31: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22, 28], [29, 33, 35], [30, 51], [43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79, 86]]
32: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67], [27, 78, 32, 17, 21], [59, 6, 41, 49], [54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70], [71, 74, 63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
33: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39], [87, 55], [80, 31, 16], [10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56], [57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
34: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17, 21, 59], [6, 41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22, 28], [29, 33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38], [53, 40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74, 63, 75, 69, 81, 84], [85, 83, 82, 79, 86]]
35: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52], [68, 66, 70], [71, 74, 63], [75, 69], [81, 84, 85], [83, 82, 79, 86]]
36: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80, 31], [16, 10], [25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38, 53, 40, 45], [47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83], [82, 79, 86]]
37: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
38: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80], [31, 16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12], [13, 22, 28, 29], [33, 35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82, 79, 86]]
39: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33, 35], [30, 51], [43, 36, 23], [24, 64], [34, 38], [53, 40, 45, 47], [56, 57, 73, 58], [61, 48, 52], [68, 66, 70, 71], [74, 63, 75], [69, 81, 84, 85], [83, 82, 79], [86]]
40: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83], [82, 79, 86]]
41: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43], [36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
42: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30, 51], [43, 36], [23, 24], [64, 34, 38], [53, 40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
43: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81, 84, 85, 83, 82, 79, 86]]
44: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65], [88, 7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70, 71], [74, 63, 75], [69, 81], [84, 85], [83, 82, 79, 86]]
45: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43], [36, 23, 24], [64, 34], [38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83], [82, 79, 86]]
46: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80, 31], [16, 10], [25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79, 86]]
47: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54], [15, 44, 39], [87, 55], [80, 31, 16, 10], [25, 72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9, 12], [13, 22, 28], [29, 33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74, 63], [75, 69, 81], [84, 85], [83, 82, 79, 86]]
48: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84, 85], [83, 82, 79], [86]]
49: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84, 85], [83, 82, 79], [86]]
50: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
