0: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
26: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
27: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
28: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
29: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
30: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
31: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
32: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
33: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
34: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
35: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
36: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
37: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
38: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
39: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1], [3, 4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
40: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
41: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
42: [[28, 5, 6, 20, 24, 25, 10], [19, 7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
43: [[28, 5, 6, 20, 24, 25, 19, 10], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
44: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
45: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
46: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
47: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
48: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
49: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
50: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
51: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
52: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
53: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
54: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
55: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
56: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
57: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
58: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
59: [[28, 5, 6, 20, 24, 25, 10, 19], [7, 23, 18, 17, 2, 1, 3], [4, 8, 22, 9, 13, 11, 12], [21, 16, 15, 27, 26, 29, 14]]
