0: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 46, 45, 43], [61, 59, 51, 48], [53, 47, 52], [50, 49, 55, 54], [57, 58, 63, 62], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76], [73, 77], [79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
12: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44, 36, 39, 43, 45], [47, 40, 46], [59, 63, 50, 48, 49, 52, 55, 53, 51, 54, 58, 57, 61, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
13: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44, 36, 39, 43, 45], [47, 40, 46], [59, 63, 50, 48, 49, 52, 55, 53, 51, 54, 58, 57, 61, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
14: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56], [37, 41, 60, 42, 35], [33, 34, 44, 39], [36, 40, 46, 61], [47, 43, 59, 53, 52], [51, 45, 48, 50], [49, 54, 63, 55], [57, 62, 58], [86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
15: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33], [34, 44], [36, 39, 40, 43], [46, 47, 63], [59, 45, 54, 48], [49, 50, 55, 53], [51, 52, 57, 61], [58, 62, 86, 64], [66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
16: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33], [34, 44, 36, 39], [40, 43, 47], [45, 46, 59, 55, 54, 48, 50, 52, 49, 51, 53, 58, 57, 61], [63, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
17: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 43, 40, 39], [47, 45, 62, 50], [59, 61, 48, 46], [51, 52], [49, 55, 63, 53, 57, 54, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80], [83, 87, 84, 85, 88]]
18: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36], [39, 40], [47, 43, 46, 63], [61, 45, 54, 48], [49, 50, 51, 52], [53, 55, 57, 59], [62, 58, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
19: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36, 47, 39], [46, 45, 40], [63, 43, 51, 53], [50, 48, 58, 49, 61, 52], [57, 55], [54, 62, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
20: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42], [35], [33, 34, 44, 36, 39, 40], [47, 57, 45, 63, 59], [55, 53, 54, 50], [43, 62, 48, 46], [49, 51, 58, 61], [52, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80, 83, 87, 84, 85, 88]]
21: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 43], [45, 46, 40, 62, 63, 47, 50, 52], [49, 48, 54], [53, 51, 55, 58, 57, 61, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
22: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 45], [36, 47, 43, 40, 59, 46, 51, 49, 52, 50, 53, 57, 48, 55], [54, 61, 58, 63, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
23: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35], [33], [34, 44, 36, 39, 43], [45, 47, 40, 46, 59, 63, 51, 49, 50, 48, 54, 53, 55, 52, 58, 57, 61, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
24: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 40, 46], [43, 47, 63], [45, 48, 54, 50], [49, 51], [52, 53, 55, 57, 59], [58, 61, 62, 86], [64, 66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
25: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44], [39, 36, 40, 47, 45, 43, 61, 51, 55, 52, 49, 46, 48, 50, 53, 54], [57, 63, 58, 59, 62], [86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
26: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [46, 45], [43, 47, 48, 55], [49, 50, 51], [52, 62, 54], [53, 59, 57, 61], [58, 63, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
27: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 39], [40, 45, 46, 47], [43, 59, 50, 49], [48, 55, 51], [54, 52, 58, 53], [61, 62, 63, 57], [86, 64, 66, 71], [69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81], [80, 83, 87, 84, 85, 88]]
28: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42, 35], [33, 34, 44], [39, 36, 40, 47], [45, 50, 63, 59], [43, 53, 49, 48], [51, 46, 57, 61], [54, 55, 58, 52], [62, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
29: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39], [40, 43, 45], [47, 46, 59], [51, 48, 53, 49], [63, 50], [52, 61, 54], [57, 58, 55, 62, 86, 64, 66], [71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
30: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 39], [40, 43, 61, 46], [47, 49, 52], [48, 45, 50, 55], [53, 51], [54, 57, 63, 58, 59, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
31: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42, 35], [33, 34, 44], [39, 36, 40, 47], [45, 50, 63, 59], [43, 53, 49, 48], [51, 46, 57, 61], [54, 55, 58, 52], [62, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
32: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42, 35], [33, 34, 44], [39, 36, 40, 47], [45, 50, 63, 59], [43, 53, 49, 48], [51, 46, 57, 61], [54, 55, 58, 52], [62, 86, 64, 66], [71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
33: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35], [33, 34], [44, 39, 36, 40], [47, 46, 43], [61, 59, 49, 50], [45, 48, 52, 55], [53, 51, 54, 57], [58, 63, 62], [86, 64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79], [78, 82, 81, 80], [83, 87], [84, 85, 88]]
34: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44, 36, 39, 40, 46, 43, 45, 63, 58, 55, 53, 47, 52, 54, 48, 49, 50, 51, 59, 61, 57, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
35: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [46, 45, 43, 58], [57, 53, 52, 47, 55], [50, 48, 51, 61], [54, 49, 63], [62, 59, 86, 64], [66, 71, 69, 65], [68, 70, 72], [75, 74, 76, 73], [77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
36: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 46, 47, 43], [63, 61, 48, 52], [49, 45, 51], [54], [50, 53, 55, 59], [58, 57], [62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77], [79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
37: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42], [35], [33, 34, 44, 36, 39, 40], [47, 61, 45, 62, 43], [46, 53, 63, 49], [48, 50, 54, 51], [52, 55, 57, 59], [58, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
38: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35], [33, 34, 44, 36], [39, 40, 47, 59], [43, 63, 45, 52], [53, 55, 49, 48], [46, 54, 57], [50], [51, 62, 61, 58], [86, 64, 66, 71], [69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
39: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 39, 36], [40, 47, 45, 43], [62, 46, 49, 53], [48, 50, 55, 54], [52, 51, 59], [57, 58, 61, 63], [86, 64, 66, 71], [69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79, 78, 82, 81, 80, 83], [87, 84, 85, 88]]
40: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 46, 47, 43], [63, 45, 51, 54], [50, 49, 59], [58], [52, 53, 48, 57], [61, 62, 55, 86], [64, 66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
41: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 47, 40, 39, 59, 43, 62, 51, 55, 45, 46, 49, 48, 50, 61, 52, 53, 54, 57, 58, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
42: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 46], [39, 40, 45, 43], [62, 59, 51, 49], [63, 52, 47], [50, 53, 54], [48, 61, 55, 57], [58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
43: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [47, 43, 46, 62], [45, 53, 55, 50], [49, 48, 51, 58], [52, 54, 57], [61, 63, 59, 86], [64, 66, 71, 69], [65, 68, 70], [72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80], [83, 87, 84, 85, 88]]
44: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 39, 40, 47, 45, 43, 61, 58, 48, 53], [49, 55, 54, 46, 50, 52, 57, 51, 63, 62, 59, 86, 64, 66, 71, 69, 65, 68, 70, 72], [75, 74, 76], [73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
45: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28, 56], [37, 41, 60, 42, 35, 33, 34, 44, 36, 47, 39, 40, 45], [43, 63, 59, 46, 52, 51, 48, 49, 50, 53, 58, 55, 54, 61, 62, 57, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
46: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29], [32, 28, 56], [37], [41, 60], [42, 35, 33, 34], [44, 39, 40], [36, 43, 47, 45, 62, 50, 59, 53], [46, 48, 55, 54, 52, 49, 51, 61, 57, 63, 58, 86, 64, 66, 71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
47: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35], [33, 34, 44, 36], [39, 43, 46, 47, 40, 54, 59, 45, 52, 49, 51, 48, 50, 61, 55, 53, 58, 57, 62, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81], [80, 83, 87, 84, 85, 88]]
48: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [43, 46, 45, 59], [50, 53, 49, 48], [52, 62, 54, 55], [51, 57, 58, 61], [63, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78, 82], [81, 80, 83, 87], [84, 85, 88]]
49: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44, 36], [47, 40, 46, 61], [43, 58, 48], [57, 54, 53, 39], [49, 50, 45], [63, 52, 51, 55, 59, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
50: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40, 47], [43, 45, 63], [62, 53, 55, 50], [49, 51, 46, 48], [52, 54, 57, 59], [61, 58, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77], [79, 78], [82, 81], [80, 83, 87, 84, 85], [88]]
