0: [[49], [52, 5, 33, 34], [60, 3, 30, 51], [8, 23, 4, 18], [58, 43, 13, 9, 21], [15, 40, 6, 10], [20, 22, 19, 31, 47], [27, 28, 32, 11, 17, 25], [35, 29, 46, 2], [36, 1, 37, 50], [12, 39, 57, 41, 24, 45], [16, 42, 7, 54], [38, 48, 44], [53, 55], [14, 56, 59, 26]]
14: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [15, 9, 6, 8, 13, 28, 10, 11, 16, 18, 21, 22, 12, 17, 19, 23, 30, 24], [25, 31, 26, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
15: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 24, 11, 28, 9, 10, 30, 16, 23, 17, 12, 15, 18, 19, 21, 22], [29, 31, 25, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 50, 55, 49, 53, 54, 48, 52, 59, 60, 56, 58]]
16: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 10, 9, 28, 11, 16, 15, 12, 25, 19, 21, 17, 18, 30, 24, 23], [22, 26, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
17: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 10, 12, 11, 13, 9, 15, 17, 16, 23, 22, 18, 21, 26, 19, 28, 24], [25, 29, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
18: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 10, 6, 11, 9, 24, 8, 15, 29, 19, 13, 30, 18, 16, 17, 21, 23, 31], [22, 26, 25, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
19: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 13, 21, 11, 15, 22, 17, 16, 18, 12, 19, 23, 26, 28, 24], [25, 29, 31, 30, 36, 40, 53, 37, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 50, 34, 55, 49, 51, 54, 48, 52, 59, 60, 56, 58]]
20: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 26, 9, 24, 11, 15, 10, 16, 23, 17, 12, 19, 18, 30, 22, 28, 21], [29, 25, 31, 36, 40, 53, 37, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 50, 34, 55, 49, 51, 54, 48, 52, 59, 60, 56, 58]]
21: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 11, 8, 10, 13, 12, 15, 18, 30, 22, 16, 21, 17, 23, 19, 28, 31], [26, 24, 25, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
22: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [15, 11, 8, 24, 6, 12, 10, 25, 28, 9, 13, 16, 17, 19, 18, 23, 21, 22], [30, 31, 29, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
23: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 10, 9, 8, 24, 13, 11, 15, 16, 23, 17, 25, 19, 22, 18, 21, 28], [26, 29, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
24: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 8, 12, 13, 15, 18, 19, 21, 16, 22, 17, 23, 24, 28, 25], [26, 29, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
25: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [11, 8, 6, 9, 15, 12, 10, 13, 17, 18, 16, 22, 19, 21, 23, 25, 28, 24], [26, 29, 31, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
26: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 12, 15, 13, 11, 18, 21, 16, 19, 17, 23, 22, 25, 28, 24], [30, 29, 26, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
27: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 9, 8, 12, 11, 16, 31, 17, 15, 23, 18, 19, 21, 28, 29, 24], [25, 22, 26, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
28: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 9, 10, 26, 11, 15, 28, 17, 21, 16, 30, 12, 18, 29, 19, 24], [23, 22, 25, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
29: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 15, 11, 23, 12, 29, 19, 13, 18, 16, 30, 17, 21, 24, 26], [25, 28, 22, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
30: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 26, 9, 11, 10, 31, 17, 19, 23, 12, 28, 21, 18, 16, 22, 15], [25, 24, 30, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
31: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 12, 11, 8, 13, 15, 16, 18, 19, 17, 26, 22, 21, 23, 28, 30], [25, 24, 29, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
32: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 8, 11, 9, 10, 13, 15, 19, 17, 23, 16, 18, 31, 28, 21, 25, 22], [24, 30, 26, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
33: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 8, 11, 9, 10, 13, 15, 19, 17, 23, 16, 18, 31, 28, 21, 25, 22], [24, 30, 26, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
34: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 8, 15, 9, 10, 12, 19, 22, 18, 23, 17, 16, 21, 25, 30, 28], [26, 24, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
35: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 8, 13, 30, 15, 12, 21, 16, 22, 25, 18, 19, 23, 28, 17], [26, 24, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
36: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 12, 8, 31, 15, 13, 16, 21, 17, 19, 22, 18, 30, 23, 28, 25], [26, 24, 29, 36, 40, 53, 37, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 50, 34, 55, 49, 48, 54, 51, 52, 59, 60, 56, 58]]
37: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 10, 8, 11, 9, 13, 25, 15, 26, 21, 12, 30, 31, 17, 18, 19, 23, 16], [28, 29, 22, 24, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
38: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 9, 8, 15, 10, 12, 11, 25, 18, 17, 19, 21, 26, 16, 22, 28, 23], [24, 31, 29, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
39: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 12, 8, 28, 9, 11, 30, 16, 23, 17, 26, 15, 19, 29, 21, 18], [25, 22, 24, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
40: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 8, 9, 29, 12, 15, 16, 19, 21, 17, 31, 11, 24, 18, 25, 28], [23, 22, 30, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
41: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 9, 10, 6, 11, 8, 13, 15, 30, 19, 21, 16, 17, 22, 18, 24, 26, 28], [25, 23, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
42: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 9, 10, 8, 12, 11, 22, 15, 21, 17, 19, 31, 16, 18, 30, 24, 23], [25, 26, 29, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
43: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [13, 9, 8, 11, 30, 15, 12, 19, 18, 17, 16, 22, 31, 23, 24, 10, 21, 6], [29, 28, 25, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
44: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 11, 12, 9, 8, 15, 31, 17, 16, 22, 30, 19, 18, 23, 21, 24], [29, 25, 26, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
45: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 12, 8, 15, 11, 29, 9, 17, 23, 21, 16, 18, 22, 19, 24, 28], [26, 25, 31, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
46: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 8, 9, 12, 11, 15, 21, 23, 17, 16, 30, 24, 18, 26, 29, 25], [28, 19, 22, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
47: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 11, 12, 13, 15, 16, 19, 21, 29, 17, 18, 23, 31, 24, 25], [22, 30, 26, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
48: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 9, 8, 11, 10, 15, 13, 18, 16, 19, 17, 21, 22, 23, 24, 26, 31], [28, 29, 25, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
49: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 12, 13, 8, 15, 18, 23, 17, 19, 31, 16, 24, 26, 21, 22], [29, 28, 30, 25, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
50: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 10, 8, 9, 11, 12, 31, 13, 23, 15, 16, 18, 17, 22, 19, 26, 21, 24], [29, 30, 25, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
51: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 8, 9, 10, 12, 15, 21, 16, 17, 19, 31, 23, 18, 22, 24, 26], [25, 28, 29, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
52: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 15, 13, 11, 12, 17, 16, 31, 22, 18, 21, 26, 23, 19, 24], [25, 29, 30, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
53: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 9, 11, 10, 6, 13, 8, 15, 16, 26, 23, 17, 18, 21, 19, 22, 24, 31], [25, 29, 28, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
54: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 15, 13, 11, 12, 17, 16, 31, 22, 18, 21, 26, 23, 19, 24], [25, 29, 30, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
55: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 9, 6, 16, 10, 13, 8, 15, 11, 23, 18, 17, 21, 19, 22, 29, 28, 31], [26, 24, 25, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
56: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 15, 10, 8, 9, 11, 29, 13, 31, 23, 25, 21, 16, 17, 18, 12, 19, 28], [26, 22, 24, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
57: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 13, 11, 12, 15, 21, 22, 29, 18, 23, 19, 16, 25, 28, 31], [17, 24, 30, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
58: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 58, 15, 10, 30, 31, 11, 13, 12, 16, 21, 17, 24, 18, 19, 22, 23], [25, 26, 28, 36, 40, 29, 38, 32, 33, 34, 39, 42, 45, 37, 41, 44], [46, 47, 57, 51, 43, 55, 49, 48, 54, 53, 52, 59, 60, 56, 50]]
59: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 9, 10, 13, 31, 8, 28, 19, 16, 18, 17, 30, 11, 26, 15, 21, 22], [23, 24, 25, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
60: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 24, 26, 10, 8, 9, 15, 12, 11, 23, 17, 16, 19, 18, 28, 22, 29, 21], [25, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 50, 55, 49, 48, 54, 53, 52, 59, 60, 56, 58]]
61: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 8, 24, 11, 26, 13, 31, 15, 22, 9, 19, 18, 17, 30, 23, 10, 21, 6], [25, 16, 28, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
62: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 8, 9, 28, 10, 29, 30, 12, 22, 19, 31, 15, 17, 23, 18, 21], [16, 24, 25, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
63: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 40, 13, 8, 11, 12, 30, 19, 15, 29, 16, 17, 21, 24, 18, 28], [31, 26, 22, 23, 36, 25, 53, 38, 32, 33, 34, 37, 43, 45, 42, 41, 44], [46, 47, 57, 50, 59, 55, 49, 39, 54, 48, 52, 51, 60, 56, 58]]
64: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [8, 13, 11, 6, 9, 10, 15, 12, 28, 16, 19, 30, 18, 21, 24, 17, 22, 25], [26, 23, 29, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
65: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 9, 10, 11, 12, 28, 15, 23, 13, 22, 17, 18, 29, 26, 16, 19, 21], [25, 24, 31, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
66: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 11, 28, 12, 29, 15, 23, 13, 19, 18, 21, 22, 17, 26, 16], [31, 25, 24, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
67: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [10, 15, 26, 6, 9, 12, 8, 13, 30, 11, 16, 17, 19, 22, 18, 21, 23, 31], [24, 25, 29, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
68: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 10, 12, 9, 15, 11, 13, 24, 19, 16, 25, 17, 21, 23, 26, 22, 28], [18, 30, 29, 31, 36, 34, 37, 40, 32, 33, 38, 39, 42, 45, 46, 41, 44], [43, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
69: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 13, 11, 15, 8, 9, 16, 19, 26, 23, 25, 24, 31, 22, 17, 10, 21, 6], [18, 29, 30, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
70: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 26, 9, 10, 11, 31, 12, 19, 21, 15, 16, 17, 28, 18, 24, 25, 22], [23, 29, 30, 36, 40, 34, 32, 37, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 49, 51, 57, 55, 48, 50, 54, 53, 52, 59, 60, 56, 58]]
71: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 12, 8, 26, 15, 25, 18, 21, 22, 13, 17, 16, 24, 28, 19], [29, 23, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
72: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 11, 12, 8, 26, 15, 25, 18, 21, 22, 13, 17, 16, 24, 28, 19], [29, 23, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
73: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 9, 8, 6, 13, 10, 17, 11, 19, 15, 25, 16, 18, 28, 26, 21, 24, 22], [23, 30, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
