0: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
18: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
19: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
20: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
21: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
22: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
23: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
24: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
25: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
26: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
27: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
28: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
29: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
30: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
31: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
32: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
33: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
34: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
35: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
36: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
37: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
38: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
39: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
40: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
41: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
42: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
43: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
44: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
45: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
46: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
47: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
48: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
49: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
50: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
