0: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
17: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
18: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
19: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
20: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
21: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
22: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
23: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
24: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
25: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
26: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
27: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
28: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
29: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
30: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
31: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
32: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
33: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
34: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
35: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
36: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
37: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
38: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
39: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
40: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
41: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
42: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
43: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
44: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
45: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
46: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
47: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
48: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
49: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
50: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
