0: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
12: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
13: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
14: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
15: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
16: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
17: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
18: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
19: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
20: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
21: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
22: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
23: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
24: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
25: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
26: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
27: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
28: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
29: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
30: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
31: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
32: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
33: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
34: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
35: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
36: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
37: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
38: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
39: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
40: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
41: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
42: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
43: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
44: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
45: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
46: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
47: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
48: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
49: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
50: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
51: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
52: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
53: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
54: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
55: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
56: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
57: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
58: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
59: [[13, 29, 4, 8, 3, 12], [20, 2, 16, 1, 22, 14], [6, 17, 11, 23, 15, 10], [26, 27, 21, 5, 25], [7, 9, 18, 19, 24, 28]]
