0: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
15: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
16: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
17: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
18: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
19: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
20: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
21: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
22: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
23: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
24: [[7, 25, 19, 2, 1, 5, 15, 6], [3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
25: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
26: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
27: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
28: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
29: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
30: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
31: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
32: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
33: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
34: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
35: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
36: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
37: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
38: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
39: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 12], [13, 17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
40: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
41: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
42: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
43: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
44: [[7, 25, 19, 2, 1, 5], [15, 6, 3, 4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
45: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
46: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
47: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
48: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
49: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
50: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
51: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
52: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 12], [17, 9, 18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
53: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
54: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
55: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
56: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
57: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
58: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
59: [[7, 25, 19, 2, 1, 5, 15, 6, 3], [4, 20, 11, 8, 13, 17, 9, 12], [18, 16, 22, 23, 10, 14], [21, 24, 26, 29, 27, 28]]
