0: [[23, 33, 30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24, 8], [1, 2, 12, 20], [35, 31, 13, 5], [22, 36, 10, 21, 6], [25, 28, 26], [19, 14, 34]]
12: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2], [12, 20, 35], [31, 13], [5, 22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
13: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24, 8], [1, 2, 12, 20], [35, 31, 13], [5, 22, 36], [10, 21, 6, 25, 28, 26, 19], [14, 34]]
14: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16], [37, 4, 17], [11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5, 22], [36, 10, 21, 6], [25, 28, 26, 19], [14, 34]]
15: [[23, 33], [30, 32], [27, 3, 18], [9, 7, 16], [37, 4, 17], [11, 15, 29], [24, 8, 1], [2, 12, 20], [35, 31, 13], [5, 22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
16: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
17: [[23, 33, 30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29], [24, 8, 1], [2, 12, 20, 35, 31], [13, 5, 22, 36, 10, 21, 6, 25, 28, 26], [19, 14, 34]]
18: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5, 22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
19: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24, 8], [1, 2], [12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
20: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5, 22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
21: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17], [11, 15, 29], [24, 8, 1, 2], [12, 20, 35, 31], [13, 5, 22], [36, 10, 21, 6], [25, 28, 26, 19], [14, 34]]
22: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26], [19, 14, 34]]
23: [[23, 33, 30], [32, 27, 3], [18, 9, 7, 16], [37, 4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36], [10, 21, 6], [25, 28, 26, 19], [14, 34]]
24: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26, 19], [14, 34]]
25: [[23, 33, 30], [32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1], [2, 12, 20, 35], [31, 13], [5, 22, 36, 10], [21, 6, 25], [28, 26, 19], [14, 34]]
26: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24, 8, 1, 2, 12, 20, 35], [31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
27: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
28: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
29: [[23, 33, 30, 32], [27, 3, 18], [9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8, 1], [2, 12, 20], [35, 31, 13], [5, 22, 36, 10], [21, 6, 25], [28, 26, 19], [14, 34]]
30: [[23, 33, 30, 32, 27], [3, 18, 9], [7, 16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31], [13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
31: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26, 19, 14, 34]]
32: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24, 8, 1, 2, 12, 20, 35, 31], [13, 5, 22, 36, 10, 21, 6, 25, 28, 26], [19, 14, 34]]
33: [[23, 33], [30, 32, 27], [3, 18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6], [25, 28, 26, 19, 14, 34]]
34: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17], [11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5], [22, 36, 10, 21], [6, 25, 28, 26], [19, 14, 34]]
35: [[23, 33, 30], [32, 27, 3], [18, 9], [7, 16, 37, 4], [17, 11, 15, 29], [24, 8, 1], [2, 12, 20], [35, 31, 13], [5, 22, 36], [10, 21, 6], [25, 28, 26], [19, 14, 34]]
36: [[23, 33, 30, 32], [27, 3, 18], [9, 7, 16], [37, 4, 17], [11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
37: [[23, 33, 30, 32], [27, 3, 18], [9, 7, 16], [37, 4, 17], [11, 15, 29], [24, 8, 1, 2], [12, 20, 35], [31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
38: [[23, 33, 30], [32, 27, 3, 18], [9, 7, 16], [37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26, 19, 14, 34]]
39: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14], [34]]
40: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
41: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17], [11, 15, 29], [24, 8, 1], [2, 12, 20], [35, 31, 13], [5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
42: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37, 4], [17, 11, 15, 29], [24, 8, 1], [2, 12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26], [19, 14, 34]]
43: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17], [11, 15, 29], [24, 8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6], [25, 28, 26, 19, 14, 34]]
44: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17], [11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10], [21, 6, 25, 28, 26, 19, 14, 34]]
45: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8, 1], [2, 12, 20, 35], [31, 13, 5], [22, 36, 10, 21], [6, 25, 28, 26], [19, 14, 34]]
46: [[23, 33, 30], [32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29], [24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
47: [[23, 33, 30, 32, 27], [3, 18, 9], [7, 16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31, 13, 5, 22, 36, 10, 21], [6, 25, 28, 26, 19, 14, 34]]
48: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8, 1], [2, 12, 20, 35], [31, 13, 5], [22, 36, 10, 21], [6, 25, 28, 26], [19, 14], [34]]
49: [[23, 33, 30], [32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20], [35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
50: [[23, 33], [30, 32, 27], [3, 18, 9, 7], [16, 37, 4, 17], [11, 15, 29], [24, 8, 1, 2], [12, 20, 35, 31], [13, 5], [22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
51: [[23, 33, 30], [32, 27, 3, 18], [9, 7, 16], [37, 4, 17, 11], [15, 29, 24, 8], [1, 2, 12, 20], [35, 31, 13], [5, 22, 36, 10, 21], [6, 25, 28], [26, 19, 14, 34]]
52: [[23, 33, 30, 32, 27], [3, 18, 9, 7, 16, 37, 4, 17, 11, 15, 29], [24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
53: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37], [4, 17, 11], [15, 29, 24], [8, 1, 2], [12, 20, 35, 31, 13, 5, 22, 36, 10, 21], [6, 25, 28, 26, 19, 14, 34]]
54: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16], [37, 4, 17], [11, 15, 29, 24], [8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10, 21, 6, 25, 28], [26, 19, 14, 34]]
55: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5, 22, 36], [10, 21, 6, 25, 28, 26, 19, 14, 34]]
56: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37, 4, 17, 11, 15, 29, 24, 8], [1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
57: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25], [28, 26, 19, 14, 34]]
58: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25, 28], [26, 19, 14, 34]]
59: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17, 11, 15, 29, 24, 8, 1], [2, 12, 20, 35, 31, 13, 5, 22, 36, 10], [21, 6, 25, 28, 26, 19, 14, 34]]
60: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11], [15, 29, 24, 8, 1, 2], [12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
61: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17], [11, 15, 29], [24, 8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25, 28, 26, 19, 14, 34]]
62: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15], [29, 24, 8, 1], [2, 12, 20], [35, 31, 13, 5], [22, 36, 10, 21], [6, 25], [28, 26, 19, 14, 34]]
63: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
64: [[23, 33], [30, 32, 27], [3, 18, 9], [7, 16, 37, 4], [17, 11, 15, 29], [24, 8, 1, 2], [12, 20, 35, 31, 13], [5, 22, 36], [10, 21, 6], [25, 28, 26, 19, 14, 34]]
65: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
66: [[23, 33, 30, 32], [27, 3, 18], [9, 7, 16], [37, 4, 17], [11, 15, 29], [24, 8, 1], [2, 12], [20, 35, 31], [13, 5, 22], [36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
67: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11, 15, 29, 24, 8, 1, 2, 12, 20], [35, 31, 13, 5, 22, 36, 10, 21, 6, 25], [28, 26, 19, 14, 34]]
68: [[23, 33, 30], [32, 27, 3], [18, 9, 7], [16, 37, 4], [17, 11], [15, 29], [24, 8, 1, 2], [12, 20, 35], [31, 13, 5], [22, 36, 10], [21, 6, 25, 28, 26, 19, 14, 34]]
69: [[23, 33, 30, 32], [27, 3, 18], [9, 7, 16], [37, 4, 17], [11, 15, 29, 24], [8, 1, 2, 12], [20, 35, 31, 13], [5, 22, 36, 10, 21], [6, 25, 28], [26, 19, 14, 34]]
70: [[23, 33], [30, 32, 27], [3, 18], [9, 7, 16], [37, 4], [17, 11, 15], [29, 24, 8], [1, 2, 12], [20, 35, 31], [13, 5, 22], [36, 10, 21], [6, 25, 28], [26, 19, 14, 34]]
71: [[23, 33], [30, 32, 27], [3, 18, 9, 7, 16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
72: [[23, 33], [30, 32, 27, 3, 18, 9, 7, 16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2], [12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25, 28, 26, 19, 14, 34]]
73: [[23, 33], [30, 32, 27, 3, 18, 9, 7, 16, 37, 4, 17, 11, 15, 29, 24, 8, 1, 2, 12, 20, 35, 31, 13, 5, 22, 36, 10, 21, 6, 25], [28, 26, 19], [14, 34]]
