0: [[19, 5], [2, 4, 1, 22, 7], [12, 9, 3], [10, 14], [6, 8, 18, 15], [13], [29, 11, 17, 16], [20, 23, 27, 21], [26, 28, 25], [24], [30, 31, 34, 32], [36, 35], [33], [37]]
11: [[19, 5], [2, 4], [1, 22], [7, 12], [9, 3], [10, 14], [6, 8, 18], [15], [13, 29], [11, 17, 16], [20, 23], [27, 21], [26, 28, 25], [24, 30], [31, 34, 32], [36, 35, 33], [37]]
12: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3, 10, 14], [6, 8, 18], [15, 13], [29, 11, 17], [16, 20, 23], [27, 21, 26], [28, 25, 24], [30, 31, 34], [32, 36], [35], [33], [37]]
13: [[19, 5], [2, 4], [1, 22], [7, 12], [9, 3], [10, 14], [6, 8], [18], [15, 13], [29, 11, 17], [16, 20, 23], [27, 21, 26], [28, 25, 24], [30, 31, 34], [32, 36], [35, 33, 37]]
14: [[19, 5], [2, 4, 1, 22, 7], [12, 9, 3], [10, 14], [6], [8, 18], [15, 13, 29], [11, 17], [16, 20, 23], [27], [21, 26, 28, 25], [24, 30], [31], [34], [32, 36, 35, 33, 37]]
15: [[19, 5], [2, 4], [1, 22], [7, 12, 9], [3, 10, 14], [6, 8, 18], [15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32], [36, 35, 33], [37]]
16: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6, 8], [18, 15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
17: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3], [10, 14, 6, 8], [18], [15, 13, 29, 11], [17, 16], [20, 23], [27, 21, 26], [28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
18: [[19, 5], [2, 4, 1, 22, 7], [12, 9, 3], [10, 14], [6, 8, 18, 15], [13, 29, 11], [17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
19: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21], [26, 28, 25], [24, 30, 31, 34], [32, 36, 35], [33], [37]]
20: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29], [11, 17, 16], [20, 23, 27], [21, 26], [28, 25, 24], [30, 31, 34], [32, 36], [35, 33, 37]]
21: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29], [11, 17, 16], [20, 23, 27], [21, 26], [28, 25, 24], [30, 31, 34], [32, 36], [35, 33, 37]]
22: [[19, 5], [2, 4, 1], [22], [7, 12], [9, 3], [10, 14, 6], [8, 18], [15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28], [25, 24], [30, 31, 34], [32, 36, 35], [33, 37]]
23: [[19, 5], [2, 4, 1, 22, 7], [12, 9, 3], [10, 14], [6, 8, 18], [15, 13, 29], [11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
24: [[19, 5], [2, 4], [1, 22], [7, 12], [9, 3], [10, 14], [6, 8], [18, 15], [13, 29], [11], [17, 16, 20], [23, 27, 21], [26, 28, 25], [24, 30], [31, 34, 32], [36, 35], [33, 37]]
25: [[19, 5], [2, 4, 1], [22, 7], [12, 9], [3, 10, 14, 6], [8, 18], [15], [13, 29, 11], [17, 16, 20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
26: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14], [6, 8], [18, 15, 13], [29, 11], [17, 16, 20], [23, 27, 21], [26, 28, 25], [24, 30], [31, 34, 32, 36, 35, 33, 37]]
27: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27, 21], [26], [28, 25, 24], [30, 31], [34, 32, 36], [35, 33, 37]]
28: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16], [20, 23, 27], [21], [26, 28, 25, 24], [30, 31, 34, 32, 36, 35, 33, 37]]
29: [[19, 5], [2, 4, 1], [22, 7, 12, 9, 3, 10, 14, 6, 8, 18, 15, 13, 29], [11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
30: [[19, 5, 2], [4, 1], [22, 7, 12], [9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16], [20, 23, 27], [21, 26, 28], [25, 24], [30, 31, 34], [32, 36, 35], [33, 37]]
31: [[19, 5], [2, 4, 1], [22], [7, 12], [9, 3], [10, 14], [6, 8], [18, 15], [13, 29], [11, 17, 16], [20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
32: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27, 21, 26, 28], [25], [24, 30, 31, 34], [32, 36, 35, 33, 37]]
33: [[19, 5], [2], [4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15], [13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28, 25, 24], [30, 31, 34], [32, 36], [35, 33, 37]]
34: [[19, 5], [2], [4, 1, 22], [7, 12, 9], [3, 10], [14, 6], [8, 18], [15, 13, 29], [11, 17], [16, 20, 23], [27, 21, 26], [28, 25, 24], [30, 31, 34, 32, 36, 35, 33, 37]]
35: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8], [18, 15], [13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
36: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8], [18, 15], [13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
37: [[19, 5], [2, 4, 1, 22], [7, 12, 9], [3, 10], [14, 6, 8], [18, 15], [13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28, 25, 24], [30], [31, 34], [32, 36], [35], [33, 37]]
38: [[19, 5, 2], [4, 1, 22], [7, 12, 9], [3, 10], [14, 6, 8], [18, 15], [13], [29, 11], [17, 16, 20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
39: [[19, 5], [2, 4, 1], [22], [7, 12], [9, 3, 10], [14, 6], [8, 18, 15], [13, 29], [11, 17], [16, 20], [23, 27], [21, 26], [28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
40: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21, 26], [28, 25, 24], [30, 31], [34, 32, 36], [35, 33, 37]]
41: [[19, 5], [2], [4, 1], [22, 7], [12, 9], [3, 10], [14, 6], [8, 18], [15, 13, 29], [11], [17, 16, 20], [23, 27, 21], [26, 28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
42: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15, 13, 29, 11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
43: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14], [6, 8], [18, 15], [13, 29, 11], [17, 16], [20, 23], [27, 21, 26], [28, 25], [24, 30, 31], [34, 32], [36, 35], [33, 37]]
44: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28], [25, 24, 30], [31, 34, 32], [36, 35, 33], [37]]
45: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28], [25, 24, 30], [31, 34, 32], [36, 35, 33], [37]]
46: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3, 10, 14], [6, 8, 18], [15, 13, 29], [11, 17], [16, 20, 23], [27, 21], [26], [28, 25, 24], [30, 31], [34, 32, 36], [35, 33, 37]]
47: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14], [6, 8, 18], [15, 13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
48: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8, 18], [15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28], [25, 24, 30], [31, 34, 32, 36, 35, 33, 37]]
49: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8, 18], [15, 13], [29, 11, 17], [16, 20], [23, 27, 21], [26, 28], [25, 24, 30], [31, 34, 32, 36, 35, 33, 37]]
50: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3], [10, 14, 6], [8, 18, 15], [13, 29], [11, 17, 16], [20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
51: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16], [20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
52: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29, 11], [17, 16], [20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
53: [[19, 5, 2], [4, 1], [22, 7], [12, 9, 3], [10], [14, 6, 8], [18, 15, 13], [29, 11, 17], [16], [20, 23, 27], [21, 26, 28], [25, 24], [30, 31, 34], [32], [36, 35], [33], [37]]
54: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14], [6, 8, 18], [15, 13, 29, 11, 17, 16, 20, 23, 27, 21], [26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
55: [[19, 5], [2, 4, 1], [22, 7], [12, 9], [3, 10], [14, 6], [8, 18, 15], [13, 29], [11], [17, 16, 20], [23, 27], [21, 26, 28], [25, 24], [30, 31, 34], [32, 36, 35], [33, 37]]
56: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6, 8, 18, 15, 13, 29, 11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
57: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15, 13], [29, 11, 17], [16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
58: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3, 10, 14], [6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27, 21], [26, 28], [25], [24, 30, 31, 34], [32, 36], [35], [33], [37]]
59: [[19], [5, 2], [4, 1, 22], [7, 12], [9, 3, 10], [14, 6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21, 26], [28, 25], [24, 30, 31], [34, 32, 36], [35, 33, 37]]
60: [[19, 5, 2], [4, 1, 22], [7, 12], [9, 3, 10], [14, 6, 8, 18, 15, 13, 29, 11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
61: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3, 10, 14], [6, 8, 18], [15, 13, 29], [11, 17, 16], [20, 23, 27], [21, 26, 28], [25, 24, 30], [31, 34, 32], [36, 35, 33], [37]]
62: [[19, 5], [2, 4, 1], [22, 7], [12, 9, 3], [10, 14], [6, 8, 18], [15, 13, 29], [11, 17, 16], [20], [23, 27, 21, 26], [28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
63: [[19, 5], [2, 4], [1, 22], [7, 12, 9], [3, 10, 14, 6, 8, 18, 15, 13, 29, 11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
64: [[19, 5, 2], [4, 1, 22], [7, 12], [9, 3, 10], [14, 6, 8], [18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21, 26, 28], [25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
65: [[19, 5, 2], [4, 1], [22, 7], [12, 9], [3], [10, 14], [6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21], [26, 28], [25, 24], [30, 31], [34, 32, 36], [35, 33, 37]]
66: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6], [8], [18, 15, 13, 29], [11, 17, 16, 20, 23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
67: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14, 6], [8, 18, 15], [13, 29], [11, 17, 16], [20, 23, 27], [21, 26, 28], [25, 24, 30], [31], [34, 32], [36, 35, 33, 37]]
68: [[19, 5, 2], [4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15], [13, 29, 11], [17, 16, 20], [23, 27], [21, 26, 28], [25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
69: [[19, 5, 2], [4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15], [13, 29, 11], [17, 16, 20], [23, 27, 21, 26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
70: [[19, 5], [2, 4], [1, 22, 7], [12, 9, 3], [10, 14], [6, 8], [18, 15], [13, 29, 11], [17, 16], [20, 23, 27], [21, 26, 28], [25, 24, 30], [31], [34, 32], [36, 35], [33], [37]]
71: [[19, 5], [2, 4], [1, 22, 7], [12, 9], [3, 10, 14], [6], [8, 18, 15], [13, 29, 11], [17, 16, 20], [23, 27, 21], [26, 28, 25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
72: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6], [8, 18], [15], [13, 29], [11, 17, 16], [20, 23], [27, 21, 26], [28], [25, 24, 30, 31], [34, 32], [36], [35], [33, 37]]
73: [[19, 5], [2, 4, 1], [22, 7, 12], [9, 3, 10], [14, 6, 8], [18, 15, 13], [29, 11], [17, 16, 20], [23, 27], [21], [26], [28], [25, 24, 30, 31, 34, 32, 36, 35, 33, 37]]
