0: [[56, 23], [29, 20, 19, 45, 12], [41, 8], [1, 58], [16, 24, 54], [7, 14, 55, 46, 2], [4, 48, 5, 44, 18], [57, 9], [13, 21], [49, 28, 59], [27, 60, 11], [33, 36, 35, 25, 34, 50], [39, 3, 30, 31, 51], [37, 22, 38, 26], [40], [42, 53, 43, 32, 17], [47, 52], [15, 6, 10]]
12: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
13: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
14: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
15: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
16: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
17: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
18: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
19: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
20: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
21: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
22: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
23: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
24: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
25: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
26: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
27: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
28: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
29: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
30: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
31: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
32: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
33: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
34: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
35: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
36: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
37: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
38: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
39: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
40: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
41: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
42: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
43: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
44: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
45: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
46: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
47: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
48: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
49: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
50: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
51: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
52: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
53: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
54: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
55: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
56: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
57: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
58: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
59: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
60: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
61: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
62: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
63: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
64: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
65: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
66: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
67: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
68: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
69: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
70: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
71: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
72: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
73: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
