0: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37], [38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68], [69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
11: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46], [61, 48, 49, 50], [53, 54, 56], [59, 57, 58, 62], [66, 74, 83], [64, 65], [71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
12: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24, 19], [17, 21], [20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54], [56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
13: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24, 19], [17, 21], [20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54], [56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
14: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31, 23, 29, 26], [25, 28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36, 43, 45], [55, 63], [52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76, 68], [69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
15: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42], [47, 44, 36, 43, 45], [55, 63], [52, 46, 61, 48], [49, 50, 53], [54, 56, 59], [57, 58], [62, 66, 74], [83, 64, 65, 71, 67, 76, 68, 69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
16: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36], [43, 45, 55], [63, 52], [46, 61, 48], [49, 50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
17: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33], [40, 34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54, 56], [59, 57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76, 68], [69, 70, 72, 79, 75, 73, 77, 78], [80], [81, 82, 87, 84, 85, 86, 88]]
18: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30], [41, 51, 35, 32], [33, 40, 34, 37], [38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48, 49], [50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78], [80, 81, 82, 87, 84, 85, 86, 88]]
19: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70], [72, 79, 75], [73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
20: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26], [25, 28, 60], [30, 41], [51, 35], [32, 33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48, 49], [50], [53, 54], [56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80], [81, 82, 87, 84, 85, 86, 88]]
21: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36], [43, 45, 55, 63], [52, 46, 61, 48], [49, 50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65], [71, 67, 76, 68, 69, 70, 72, 79, 75], [73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
22: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
23: [[10, 22, 9], [39, 2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46, 61, 48], [49], [50, 53, 54, 56], [59, 57, 58, 62], [66, 74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73], [77, 78, 80, 81], [82, 87, 84, 85, 86], [88]]
24: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13], [12, 24, 19, 17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46, 61, 48], [49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75], [73, 77], [78, 80, 81, 82, 87, 84, 85], [86, 88]]
25: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13], [12, 24, 19, 17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46, 61, 48], [49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75], [73, 77], [78, 80, 81, 82, 87, 84, 85], [86, 88]]
26: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8, 27], [11, 13], [12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34, 37], [38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48], [49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74, 83], [64, 65, 71], [67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80], [81, 82, 87, 84, 85, 86, 88]]
27: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57, 58], [62, 66], [74, 83, 64, 65], [71, 67, 76, 68, 69, 70, 72], [79, 75, 73, 77, 78, 80], [81, 82, 87], [84, 85, 86, 88]]
28: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26], [25, 28, 60], [30, 41, 51], [35, 32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45], [55, 63, 52, 46], [61, 48, 49, 50], [53, 54, 56], [59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
29: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36], [43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64], [65, 71, 67, 76], [68, 69, 70, 72, 79], [75, 73], [77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
30: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32], [33, 40, 34], [37, 38, 42], [47, 44], [36, 43, 45, 55], [63, 52], [46, 61, 48, 49], [50, 53, 54, 56], [59, 57], [58, 62, 66], [74, 83, 64], [65, 71, 67, 76], [68, 69, 70], [72, 79, 75, 73, 77, 78], [80, 81, 82, 87, 84, 85], [86, 88]]
31: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34, 37], [38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46], [61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81], [82, 87, 84, 85, 86, 88]]
32: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63, 52, 46], [61, 48, 49, 50, 53], [54, 56, 59], [57, 58, 62, 66, 74], [83], [64, 65], [71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80], [81, 82, 87, 84, 85, 86, 88]]
33: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34], [37, 38], [42, 47, 44, 36], [43, 45], [55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
34: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44], [36, 43, 45, 55, 63], [52, 46, 61, 48], [49, 50, 53], [54, 56, 59], [57, 58, 62], [66, 74, 83], [64, 65, 71, 67, 76, 68, 69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
35: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42, 47], [44, 36, 43], [45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
36: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35], [32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74], [83, 64, 65, 71, 67], [76, 68, 69, 70, 72, 79, 75, 73], [77], [78, 80, 81, 82, 87, 84, 85, 86, 88]]
37: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46, 61, 48, 49, 50, 53], [54], [56, 59, 57, 58, 62, 66, 74, 83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
38: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42], [47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57, 58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
39: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34], [37, 38], [42, 47, 44, 36, 43], [45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80], [81, 82, 87, 84, 85, 86, 88]]
40: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
41: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13, 12], [24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37, 38, 42, 47, 44, 36, 43, 45], [55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57, 58], [62, 66, 74], [83, 64], [65, 71, 67, 76], [68, 69, 70, 72], [79, 75, 73, 77], [78, 80], [81, 82, 87, 84, 85, 86, 88]]
42: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58], [62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
43: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19, 17], [21, 20, 18, 16], [31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35, 32, 33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68, 69, 70], [72, 79], [75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
44: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25], [28, 60, 30, 41], [51, 35], [32, 33, 40, 34], [37, 38, 42, 47], [44, 36, 43], [45, 55], [63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
45: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31], [23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36, 43], [45, 55, 63], [52, 46], [61, 48, 49], [50, 53, 54], [56, 59], [57, 58, 62, 66, 74], [83, 64], [65, 71, 67, 76], [68, 69, 70, 72], [79, 75, 73], [77, 78], [80, 81, 82], [87, 84], [85, 86, 88]]
46: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64], [65, 71], [67, 76, 68, 69], [70, 72, 79, 75], [73, 77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
47: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21], [20, 18, 16], [31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48], [49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
48: [[10, 22, 9], [39, 2, 4], [3, 5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12], [24], [19, 17, 21], [20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35, 32], [33, 40, 34, 37], [38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59], [57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76], [68, 69, 70], [72, 79, 75], [73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
49: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32, 33], [40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53], [54, 56], [59, 57, 58], [62, 66, 74], [83, 64, 65, 71], [67, 76, 68], [69, 70, 72], [79, 75], [73, 77, 78], [80, 81], [82, 87, 84], [85, 86, 88]]
50: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16, 31, 23, 29, 26], [25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59], [57, 58], [62, 66, 74], [83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
