0: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
33: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
34: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
35: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
36: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
37: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
38: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
39: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
40: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
41: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
42: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
43: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
44: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
45: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
46: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
47: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
