0: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1], [59, 9, 8, 20], [73, 5, 38, 42], [69], [14, 11, 15, 46, 41, 57], [4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
11: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59, 9, 8], [20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57, 4], [19, 74], [7, 37, 40], [28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34], [31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
12: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62, 86], [68, 84, 64, 76], [87, 71], [79, 82, 81]]
13: [[39, 77], [2], [10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46, 41], [57, 4, 19, 74], [7, 37], [40, 28, 29], [49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88], [26, 34, 31, 47, 27, 54, 65], [33, 72, 75, 18, 67, 45, 83, 51, 85], [66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
14: [[39, 77, 2], [10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9, 8], [20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49], [30, 23, 13, 24], [36, 43, 52], [32, 58], [78, 88], [26, 34, 31], [47, 27], [54, 65], [33, 72, 75, 18], [67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62], [86, 68, 84], [64, 76, 87], [71], [79, 82, 81]]
15: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69], [14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43, 52], [32, 58, 78, 88, 26], [34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67, 45], [83, 51, 85, 66], [63, 53, 70], [60], [62, 86, 68], [84, 64, 76, 87, 71, 79, 82, 81]]
16: [[39, 77], [2, 10, 25], [44, 61, 48], [17], [3, 56], [21, 50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15, 46, 41], [57, 4, 19, 74], [7, 37, 40], [28, 29], [49, 30, 23, 13], [24, 36, 43, 52, 32], [58, 78, 88, 26, 34], [31, 47, 27], [54, 65], [33, 72, 75, 18], [67, 45], [83, 51], [85, 66, 63, 53], [70, 60, 62], [86, 68], [84, 64], [76, 87, 71, 79, 82, 81]]
17: [[39, 77, 2], [10, 25, 44], [61, 48, 17, 3], [56, 21, 50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54], [65, 33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63], [53, 70], [60, 62, 86, 68], [84, 64, 76], [87, 71], [79, 82, 81]]
18: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57], [4, 19, 74], [7, 37, 40, 28], [29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31], [47, 27], [54, 65, 33, 72], [75], [18, 67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
19: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36], [43, 52, 32, 58], [78, 88, 26], [34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
20: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63], [53], [70, 60, 62, 86, 68, 84, 64, 76, 87], [71], [79, 82, 81]]
21: [[39, 77, 2], [10, 25], [44, 61, 48, 17], [3, 56, 21], [50, 55], [35, 80, 6, 16], [12, 22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69], [14, 11, 15, 46], [41, 57], [4, 19], [74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45], [83, 51, 85], [66, 63], [53, 70, 60], [62, 86, 68], [84], [64, 76, 87, 71], [79, 82, 81]]
22: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43], [52, 32, 58, 78], [88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67, 45], [83, 51], [85, 66, 63], [53, 70, 60, 62], [86, 68, 84], [64, 76, 87, 71], [79, 82, 81]]
23: [[39, 77], [2, 10], [25, 44, 61], [48, 17], [3, 56, 21], [50, 55, 35], [80, 6, 16], [12, 22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49], [30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85, 66], [63, 53], [70, 60, 62, 86], [68, 84], [64, 76, 87, 71], [79, 82, 81]]
24: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1, 59], [9], [8, 20, 73], [5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74], [7, 37, 40, 28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88], [26, 34, 31], [47, 27], [54, 65, 33, 72], [75, 18, 67, 45, 83, 51, 85], [66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79], [82, 81]]
25: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
26: [[39, 77, 2], [10, 25, 44, 61], [48, 17], [3, 56, 21, 50], [55, 35, 80, 6], [16, 12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26], [34, 31], [47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84, 64, 76], [87, 71], [79, 82, 81]]
27: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59, 9, 8], [20, 73, 5, 38, 42], [69, 14, 11], [15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24], [36, 43, 52, 32, 58], [78, 88, 26], [34, 31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84], [64], [76, 87, 71, 79, 82, 81]]
28: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35], [80, 6], [16, 12, 22], [1, 59, 9, 8], [20, 73, 5, 38], [42], [69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70], [60, 62, 86], [68, 84, 64], [76, 87], [71, 79, 82, 81]]
29: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3], [56, 21, 50, 55], [35], [80, 6, 16, 12], [22, 1, 59, 9], [8], [20], [73, 5, 38, 42], [69, 14, 11, 15], [46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68], [84, 64, 76, 87], [71, 79, 82, 81]]
30: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14], [11, 15, 46], [41, 57, 4, 19], [74, 7, 37], [40, 28, 29], [49, 30, 23], [13, 24, 36], [43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
31: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19, 74], [7, 37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
32: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52, 32], [58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62], [86, 68, 84], [64, 76, 87], [71, 79, 82], [81]]
33: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56], [21, 50, 55, 35], [80, 6, 16, 12], [22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23], [13, 24, 36, 43, 52], [32, 58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75, 18], [67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
34: [[39, 77, 2], [10], [25, 44, 61], [48, 17, 3, 56], [21, 50], [55, 35, 80], [6, 16], [12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14], [11, 15, 46, 41], [57, 4, 19, 74], [7, 37, 40], [28, 29, 49], [30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47, 27], [54, 65], [33, 72, 75], [18, 67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62, 86], [68, 84, 64, 76], [87, 71], [79, 82, 81]]
35: [[39, 77, 2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35, 80], [6, 16, 12], [22], [1, 59, 9, 8], [20, 73, 5, 38], [42], [69, 14, 11, 15, 46, 41], [57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45], [83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84, 64], [76, 87, 71, 79, 82, 81]]
36: [[39, 77, 2], [10, 25, 44], [61, 48], [17, 3, 56], [21, 50, 55], [35, 80, 6], [16], [12, 22, 1], [59], [9, 8, 20], [73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43], [52, 32], [58, 78, 88, 26], [34, 31, 47], [27, 54], [65, 33], [72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70, 60, 62], [86, 68], [84, 64, 76], [87, 71, 79, 82], [81]]
37: [[39, 77], [2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20, 73], [5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4, 19, 74], [7, 37, 40], [28, 29], [49, 30, 23, 13], [24, 36], [43, 52], [32, 58, 78, 88], [26, 34, 31], [47, 27], [54, 65], [33, 72, 75, 18, 67, 45, 83, 51, 85, 66], [63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
38: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3], [56, 21, 50], [55, 35, 80], [6, 16, 12, 22], [1, 59], [9, 8, 20, 73], [5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32], [58, 78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75], [18, 67], [45, 83, 51, 85], [66], [63, 53, 70, 60], [62, 86, 68, 84], [64, 76, 87, 71], [79, 82, 81]]
39: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26, 34], [31, 47], [27, 54, 65, 33, 72], [75, 18, 67, 45], [83, 51, 85, 66], [63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
40: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26, 34], [31, 47], [27, 54, 65, 33, 72], [75, 18, 67, 45], [83, 51, 85, 66], [63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
41: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43, 52, 32], [58, 78, 88], [26, 34], [31], [47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
42: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56, 21], [50, 55], [35, 80], [6, 16, 12], [22, 1, 59], [9, 8, 20], [73, 5, 38], [42, 69], [14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54], [65, 33], [72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62], [86, 68], [84, 64], [76, 87, 71], [79, 82, 81]]
43: [[39, 77], [2, 10, 25], [44, 61, 48], [17], [3, 56], [21, 50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58, 78, 88], [26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68], [84, 64, 76, 87, 71, 79, 82, 81]]
44: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50, 55], [35, 80, 6], [16, 12, 22, 1, 59, 9, 8, 20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19, 74], [7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43, 52], [32, 58, 78], [88, 26], [34], [31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
45: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3, 56], [21, 50, 55], [35], [80, 6, 16, 12], [22, 1, 59, 9, 8], [20], [73, 5], [38, 42], [69], [14, 11, 15, 46, 41, 57], [4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83], [51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64], [76, 87, 71, 79, 82, 81]]
46: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30], [23, 13, 24], [36, 43, 52], [32, 58, 78, 88, 26, 34], [31, 47, 27, 54, 65, 33, 72, 75], [18, 67], [45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
47: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49], [30, 23], [13, 24, 36], [43, 52, 32], [58, 78, 88, 26], [34, 31, 47, 27], [54, 65, 33], [72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
48: [[39, 77], [2], [10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42], [69, 14, 11, 15], [46, 41], [57, 4, 19, 74], [7, 37, 40], [28, 29, 49, 30], [23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26], [34, 31], [47, 27, 54, 65], [33, 72, 75], [18, 67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62], [86, 68], [84, 64, 76, 87], [71, 79, 82, 81]]
49: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3], [56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78], [88, 26, 34, 31], [47, 27], [54, 65, 33], [72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53, 70], [60, 62], [86], [68, 84, 64, 76, 87, 71, 79, 82, 81]]
50: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
