0: [[33, 13, 6, 21], [50, 25], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 14], [11, 8, 27], [4, 7, 17], [19, 20, 32], [31, 46, 42, 39, 24], [34, 36, 58, 15, 26, 37, 29, 45, 54, 52, 10, 12], [23, 40, 44, 18], [22, 28, 55, 48], [47, 41, 43], [59, 56, 60], [53], [49, 57]]
11: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
12: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
13: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
14: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
15: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
16: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
17: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
18: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
19: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
20: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
21: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
22: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
23: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
24: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
25: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
26: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
27: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
28: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
29: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
30: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
31: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
32: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
33: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
34: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
35: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
36: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
37: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
38: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
39: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
40: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
41: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
42: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
43: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
44: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
45: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
46: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
47: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
48: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
49: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
50: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
51: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
52: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
53: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
54: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
55: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
56: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
57: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
58: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
59: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
60: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
61: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
62: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
63: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
64: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
65: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
66: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
67: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23], [22, 28, 44], [60, 48, 47], [41, 43, 59], [56, 54, 53], [49, 57]]
68: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60], [48, 47, 41], [43, 59, 56], [54, 53, 49, 57]]
69: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
70: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
71: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
72: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
73: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
