0: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
16: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
17: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
18: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
19: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
20: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
21: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
22: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
23: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
24: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
25: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
26: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
27: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
28: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
29: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
30: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
31: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
32: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
33: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
34: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
35: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
36: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
37: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
38: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
39: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
40: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
41: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
42: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
43: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
44: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
45: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
46: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
47: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
48: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
49: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
50: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
51: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
52: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
53: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
54: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
55: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
56: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
57: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
58: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
59: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
60: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
61: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
62: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
63: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
64: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
65: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
66: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
67: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
68: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
69: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
70: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
71: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
72: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
73: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
