0: [[40, 35, 13, 1, 27, 21, 6], [20, 5, 7, 3, 11, 31, 2, 12, 4], [9, 14, 8, 15, 16, 19, 18, 10], [17, 22, 28, 23, 25, 30, 24], [26, 29, 34, 37, 32, 33, 36], [38, 39, 45, 42, 41, 46, 47], [53, 43, 44, 50, 51, 48, 54], [60, 49, 56, 52, 55, 57, 58, 59]]
11: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 13, 8, 21, 23, 15, 16, 18, 19, 17, 22, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
12: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 13, 8, 15, 21, 16, 10, 19, 23, 17, 22, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
13: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 15, 13, 17, 16, 22, 18, 21, 28, 19, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
14: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 22, 10, 19, 6, 13, 15, 21, 18, 16, 17, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
15: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 8, 15, 31, 10, 13, 21, 16, 19, 17, 23, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
16: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 22, 10, 15, 8, 16, 19, 13, 18, 21, 17, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
17: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 15, 31, 21, 13, 23, 19, 10, 18, 17, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
18: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 18, 8, 15, 13, 6, 17, 19, 10, 23, 16, 22, 21, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
19: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 22, 8, 15, 16, 6, 19, 18, 13, 17, 23, 28, 21, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
20: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 16, 8, 15, 6, 17, 13, 19, 28, 21, 18, 23, 22, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
21: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 10, 31, 8, 13, 15, 18, 21, 16, 22, 19, 23, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
22: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 16, 17, 19, 18, 13, 23, 21, 22, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
23: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 17, 23, 16, 19, 13, 18, 22, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
24: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 13, 8, 10, 18, 21, 15, 23, 31, 16, 22, 17, 19, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
25: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 17, 21, 13, 18, 16, 19, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
26: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 13, 10, 15, 16, 8, 17, 18, 21, 19, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
27: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 16, 18, 22, 19, 17, 23, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
28: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 8, 15, 13, 22, 17, 19, 23, 16, 18, 31, 21, 28, 6], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
29: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 15, 10, 21, 13, 22, 19, 17, 18, 23, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
30: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 31, 8, 17, 21, 15, 13, 16, 28, 19, 23, 22], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
31: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 17, 8, 15, 6, 21, 18, 22, 16, 23, 31, 13, 19, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
32: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 13, 15, 23, 18, 22, 16, 19, 31, 17, 21, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
33: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 10, 15, 8, 13, 23, 18, 16, 21, 22, 19, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
34: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 13, 15, 21, 19, 22, 31, 18, 23, 16, 28, 17], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
35: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 18, 8, 6, 15, 10, 13, 16, 17, 23, 19, 31, 22, 21, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
36: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 16, 8, 15, 13, 21, 19, 18, 6, 23, 17, 31, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
37: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 6, 10, 19, 13, 17, 16, 21, 18, 22, 28, 15, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
38: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 8, 17, 18, 13, 19, 21, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
39: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 21, 19, 16, 18, 17, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
40: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 8, 13, 23, 15, 17, 22, 16, 19, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
41: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 13, 10, 28, 8, 15, 22, 19, 23, 18, 21, 31, 16], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
42: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 15, 13, 16, 19, 22, 18, 17, 21, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
43: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 31, 10, 21, 23, 18, 13, 15, 28, 19, 22, 17], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
44: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 16, 6, 15, 8, 17, 19, 22, 13, 21, 18, 23, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
45: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 8, 16, 17, 19, 13, 28, 22, 21, 31, 23], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
46: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 22, 10, 31, 6, 13, 16, 17, 19, 21, 23, 15, 18, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
47: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 15, 8, 10, 6, 16, 17, 22, 13, 21, 23, 19, 18, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
48: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 6, 8, 13, 15, 17, 18, 16, 19, 22, 21, 23, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
49: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 22, 16, 10, 15, 8, 6, 19, 13, 18, 21, 23, 28, 17, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
50: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 13, 21, 8, 22, 31, 17, 23, 16, 19, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
51: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 23, 17, 21, 13, 19, 15, 16, 31, 18, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
52: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 8, 16, 13, 22, 19, 23, 17, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
53: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 13, 15, 17, 19, 10, 18, 21, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
54: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 16, 15, 21, 13, 18, 17, 23, 31, 22, 19, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
55: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 15, 13, 31, 23, 19, 18, 16, 22, 17, 28, 10, 21, 6], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
56: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 15, 10, 21, 13, 22, 18, 23, 19, 17, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
57: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 21, 17, 18, 16, 23, 22, 19, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
58: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 13, 31, 10, 17, 23, 8, 16, 15, 19, 22, 21, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
59: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 16, 21, 13, 18, 17, 31, 22, 19, 23, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
60: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 8, 21, 13, 22, 17, 18, 23, 19, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
61: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 10, 15, 13, 8, 18, 19, 23, 16, 22, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
62: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 15, 10, 13, 21, 17, 22, 23, 18, 31, 19, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
63: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 8, 15, 13, 21, 10, 23, 22, 19, 16, 17, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
64: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 13, 19, 17, 18, 15, 28, 21, 16, 22, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
65: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 19, 15, 16, 18, 21, 17, 22, 13, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
66: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 13, 10, 15, 8, 18, 19, 23, 16, 21, 31, 17, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
67: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 13, 8, 18, 23, 10, 19, 16, 15, 22, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
68: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 13, 15, 17, 19, 16, 28, 21, 18, 22, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
69: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 16, 13, 18, 23, 17, 19, 22, 21, 28, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
70: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 8, 15, 21, 10, 13, 17, 16, 22, 19, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
71: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 15, 13, 21, 18, 22, 16, 23, 19, 17, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
72: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 8, 13, 15, 21, 10, 23, 16, 19, 22, 17, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
73: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 13, 8, 17, 22, 18, 21, 23, 19, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
