0: [[48, 12, 24, 45], [55, 4, 53, 8, 59, 7], [23, 41, 1, 40, 18], [16, 44, 54, 14, 29, 52, 37], [3, 25, 5], [20, 58, 19, 26, 31, 46], [51, 9, 22, 28], [35, 13, 42, 49, 2], [32, 33, 34, 17], [38, 27, 30, 56, 11], [39, 43, 36, 60, 50], [15, 57, 47, 6, 10, 21]]
29: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 15, 13, 26, 16, 19, 18, 22, 30, 23, 28, 31, 10, 21, 6], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
30: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 30, 10, 13, 31, 23, 21, 18, 26, 15, 19, 16, 22, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
31: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 21, 26, 23, 19, 31, 18, 13, 16, 28, 22, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
32: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 21, 13, 26, 19, 23, 15, 16, 18, 22, 31, 30, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
33: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 10, 15, 6, 13, 26, 23, 18, 21, 16, 19, 31, 22, 30, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
34: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 13, 10, 15, 31, 16, 22, 18, 19, 21, 30, 23, 28, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
35: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 30, 18, 19, 23, 16, 21, 28, 22, 26, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
36: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 30, 15, 19, 16, 23, 26, 18, 22, 21, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
37: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 13, 10, 15, 31, 19, 16, 23, 18, 26, 21, 22, 28, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
38: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 13, 10, 15, 30, 19, 16, 21, 18, 22, 23, 26, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
39: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 19, 21, 13, 18, 16, 23, 28, 22, 26, 30, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
40: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 19, 16, 30, 18, 22, 23, 21, 28, 26, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
41: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 31, 18, 13, 21, 28, 16, 19, 23, 15, 22, 30, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
42: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 30, 31, 19, 16, 22, 18, 15, 23, 26, 28, 21], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
43: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 18, 19, 16, 23, 22, 26, 28, 30, 31, 21], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
44: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 26, 15, 23, 22, 19, 16, 18, 21, 30, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
45: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 26, 13, 31, 21, 15, 16, 23, 18, 28, 30, 19, 10, 22, 6], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
46: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 6, 13, 8, 23, 15, 16, 18, 22, 26, 30, 19, 21, 31, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
47: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 26, 8, 13, 30, 18, 19, 15, 21, 23, 16, 22, 31, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
48: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 13, 22, 16, 19, 18, 21, 23, 31, 26, 30, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
49: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 31, 16, 13, 18, 23, 21, 22, 26, 19, 30, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
50: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 16, 15, 18, 26, 19, 21, 31, 22, 30, 23, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
51: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 16, 19, 23, 22, 15, 30, 21, 26, 18, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
52: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 6, 15, 16, 13, 31, 22, 19, 10, 21, 26, 30, 18, 23, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
53: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 26, 13, 23, 8, 15, 18, 16, 22, 19, 30, 28, 31, 21, 6], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
54: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 8, 13, 18, 15, 16, 28, 21, 26, 19, 30, 22, 23, 31, 6], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
55: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 31, 15, 30, 16, 18, 21, 13, 19, 26, 22, 28, 23], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
56: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 6, 19, 31, 15, 30, 18, 10, 23, 16, 26, 13, 21, 28, 22], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
57: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 30, 15, 18, 16, 31, 21, 19, 23, 22, 28, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
58: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 30, 31, 18, 16, 23, 15, 19, 21, 22, 28, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
59: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 23, 13, 18, 16, 19, 30, 22, 15, 21, 26, 31, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
60: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 15, 23, 13, 22, 21, 19, 30, 16, 18, 28, 10, 26, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
61: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 6, 10, 31, 28, 23, 21, 22, 30, 18, 13, 15, 16, 19, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
62: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 10, 13, 22, 23, 19, 21, 26, 30, 28, 15, 16, 18, 31, 6], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
63: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 15, 10, 19, 30, 18, 13, 16, 21, 23, 31, 22, 26, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
64: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 28, 31, 15, 18, 16, 19, 22, 21, 30, 23, 26], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
65: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 19, 13, 21, 28, 16, 18, 23, 22, 26, 30, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
66: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 22, 6, 8, 23, 19, 31, 13, 26, 15, 16, 21, 18, 28, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
67: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 13, 23, 8, 19, 15, 16, 30, 26, 18, 21, 28, 22, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
68: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 26, 31, 21, 22, 10, 13, 15, 18, 16, 19, 23, 28, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
69: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 16, 23, 13, 22, 19, 18, 26, 21, 28, 31, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
70: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 31, 19, 15, 21, 13, 16, 18, 30, 22, 26, 23, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
71: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 8, 15, 13, 26, 31, 18, 6, 16, 19, 28, 30, 21, 23, 22], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
72: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 8, 15, 13, 26, 31, 18, 6, 16, 19, 28, 30, 21, 23, 22], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
73: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 30, 15, 23, 16, 31, 18, 19, 22, 26, 28, 21], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
