0: [[24, 50, 36, 45, 23], [48, 62, 1, 5, 4, 13], [30, 43, 33, 11, 85, 31, 74], [14, 41, 15], [81, 16, 35, 3, 17, 21, 51, 57], [20, 44, 53, 73, 39], [67, 9, 25, 28, 66, 72], [32, 27, 68, 37, 8], [60, 46, 78, 38], [79], [52, 7, 65, 80, 55], [70, 42, 34], [58, 59, 10], [69, 61, 49, 19], [54, 76, 63, 71], [64, 77, 47, 26, 18, 40, 56, 75], [82, 29, 83, 84, 86], [2, 6, 87, 88, 12, 22]]
11: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
12: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
13: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
14: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
15: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
16: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
17: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
18: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
19: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
20: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
21: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
22: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
23: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
24: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
25: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
26: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
27: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
28: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
29: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
30: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
31: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
32: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
33: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
34: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
35: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
36: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
37: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
38: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
39: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
40: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
41: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
42: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
43: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
44: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
45: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
46: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
47: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
48: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
49: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
50: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
