0: [[35, 27, 9, 20, 2], [4, 7], [1, 5, 3], [8, 11, 14, 16, 29, 12], [30, 13, 15, 17, 6, 10, 21], [22, 19, 24, 23, 25, 28], [26], [31, 42, 32, 33, 37], [34], [36, 39, 41], [38, 47, 40, 43, 44, 46, 45, 18], [52, 51, 48], [50, 54, 59], [55, 58, 56, 53, 60], [57, 49]]
24: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
25: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 13, 25, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
26: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 25, 29, 21, 13, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
27: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 13, 25, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
28: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 29, 13, 15, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
29: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
30: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
31: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
32: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
33: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 13, 21, 29, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
34: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
35: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 29, 15, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
36: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 29, 15, 21, 13, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
37: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
38: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
39: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 11, 13, 6, 15, 25, 10, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
40: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
41: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
42: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
43: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
44: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 6, 11, 29, 15, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
45: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
46: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
47: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
48: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
49: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 11, 13, 6, 15, 25, 10, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
50: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 25, 13, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
51: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
52: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 13, 10, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
53: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 13, 10, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
54: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
55: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 6, 11, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
56: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
57: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 21, 13, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
58: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
59: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 29, 15, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
60: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
61: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 13, 10, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
62: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 29, 25, 13, 15, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
63: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
64: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 25, 21, 13, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
65: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 15, 11, 29, 13, 25, 30, 10, 21, 6], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
66: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
67: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
68: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 6, 11, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
69: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
70: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 25, 13, 11, 30, 15, 21, 29], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
71: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 25, 13, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
72: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 13, 6, 11, 29, 15, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
73: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 13, 15, 29, 10, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
