0: [[37, 13, 2], [3, 29, 7], [22, 4, 1, 6], [11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19], [26, 28, 25], [31, 30, 33, 32, 34], [35, 36]]
25: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24], [19, 26, 28], [25, 31], [30, 33, 32], [34, 35, 36]]
26: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27, 18], [24, 19], [26, 28, 25, 31], [30, 33, 32], [34, 35, 36]]
27: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15], [21, 16, 23], [27, 18, 24], [19, 26], [28, 25], [31, 30, 33], [32, 34, 35], [36]]
28: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
29: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
30: [[37, 13, 2], [3, 29], [7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9, 12], [17, 20, 15], [21, 16, 23], [27, 18, 24], [19, 26, 28, 25], [31, 30, 33], [32, 34, 35, 36]]
31: [[37, 13, 2], [3, 29, 7], [22], [4, 1, 6], [11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32, 34], [35, 36]]
32: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24], [19, 26, 28], [25, 31, 30], [33, 32], [34, 35, 36]]
33: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6, 11], [5, 14, 8], [10, 9, 12], [17, 20, 15], [21, 16, 23], [27, 18, 24], [19, 26, 28, 25], [31, 30, 33], [32, 34, 35, 36]]
34: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19], [26, 28], [25, 31, 30], [33, 32, 34], [35, 36]]
35: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19, 26], [28, 25, 31], [30, 33, 32, 34, 35, 36]]
36: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
37: [[37, 13, 2], [3, 29, 7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25], [31, 30, 33], [32, 34, 35, 36]]
38: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
39: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19, 26], [28, 25, 31, 30, 33, 32], [34, 35, 36]]
40: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17, 20], [15, 21], [16, 23], [27, 18, 24], [19, 26, 28], [25, 31, 30, 33], [32, 34, 35, 36]]
41: [[37, 13, 2], [3, 29, 7], [22, 4, 1, 6], [11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
42: [[37, 13, 2], [3, 29, 7], [22], [4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19], [26, 28], [25, 31, 30], [33, 32], [34, 35, 36]]
43: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27], [18, 24, 19], [26, 28], [25, 31], [30], [33, 32, 34, 35, 36]]
44: [[37, 13, 2], [3, 29, 7], [22, 4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
45: [[37, 13, 2], [3, 29, 7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
46: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25], [31], [30, 33, 32, 34, 35, 36]]
47: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
48: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
49: [[37, 13, 2], [3, 29, 7], [22, 4, 1, 6], [11, 5, 14], [8, 10], [9, 12, 17], [20, 15, 21], [16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
50: [[37, 13], [2, 3], [29, 7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
51: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
52: [[37, 13, 2], [3, 29, 7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33], [32, 34, 35, 36]]
53: [[37, 13], [2, 3, 29], [7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
54: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
55: [[37, 13, 2], [3, 29, 7, 22], [4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20], [15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
56: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15], [21, 16, 23, 27], [18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
57: [[37, 13, 2], [3, 29, 7, 22], [4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17, 20], [15], [21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
58: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17], [20, 15], [21, 16, 23], [27, 18, 24, 19, 26], [28, 25, 31, 30, 33, 32, 34, 35, 36]]
59: [[37, 13, 2], [3, 29, 7], [22, 4, 1, 6], [11, 5, 14], [8, 10, 9], [12, 17], [20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
60: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10, 9], [12, 17, 20, 15, 21, 16, 23, 27, 18, 24, 19, 26], [28, 25, 31, 30, 33, 32, 34, 35, 36]]
61: [[37, 13, 2], [3, 29], [7, 22, 4], [1, 6, 11], [5, 14, 8], [10, 9, 12], [17, 20, 15], [21, 16, 23], [27, 18, 24], [19, 26, 28], [25, 31, 30], [33, 32], [34, 35, 36]]
62: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11], [5, 14, 8], [10, 9, 12, 17], [20, 15, 21], [16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
63: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12], [17, 20, 15], [21, 16, 23], [27, 18, 24], [19, 26, 28], [25, 31, 30], [33, 32, 34], [35, 36]]
64: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5, 14, 8, 10, 9, 12, 17, 20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
65: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5], [14, 8, 10], [9, 12, 17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
66: [[37, 13], [2, 3, 29], [7, 22, 4], [1, 6, 11], [5, 14, 8], [10, 9, 12], [17, 20], [15, 21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
67: [[37, 13, 2], [3, 29, 7], [22, 4, 1], [6, 11, 5, 14, 8, 10, 9], [12, 17, 20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
68: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6], [11, 5, 14, 8, 10, 9, 12, 17, 20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
69: [[37, 13], [2, 3, 29], [7, 22, 4], [1, 6, 11], [5, 14, 8], [10, 9, 12], [17, 20, 15], [21, 16], [23, 27, 18], [24, 19, 26], [28, 25, 31], [30, 33, 32], [34, 35, 36]]
70: [[37, 13], [2, 3, 29], [7, 22, 4, 1], [6, 11, 5, 14, 8, 10, 9, 12, 17, 20, 15, 21, 16, 23, 27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
71: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6, 11], [5, 14], [8, 10, 9], [12, 17, 20], [15, 21, 16], [23, 27, 18, 24], [19, 26, 28], [25, 31, 30], [33, 32], [34, 35, 36]]
72: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6, 11], [5, 14, 8], [10, 9], [12, 17, 20, 15], [21, 16, 23], [27, 18, 24, 19, 26, 28, 25, 31, 30, 33, 32, 34, 35, 36]]
73: [[37, 13, 2], [3, 29, 7], [22, 4], [1, 6, 11], [5, 14, 8], [10, 9, 12], [17, 20, 15], [21, 16, 23], [27, 18], [24, 19, 26, 28], [25, 31, 30, 33], [32, 34, 35], [36]]
