0: [[3, 5, 11, 19, 15], [29, 2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32, 34], [36, 37]]
11: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32], [34, 36, 37]]
12: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32], [34, 36, 37]]
13: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32], [34, 36, 37]]
14: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32, 34, 36], [37]]
15: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34], [36, 37]]
16: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
17: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
18: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
19: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
20: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
21: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
22: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
23: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28], [31, 30, 33, 32, 34, 36, 37]]
24: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33, 32], [34, 36, 37]]
25: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33, 32], [34, 36, 37]]
26: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33, 32], [34, 36, 37]]
27: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33, 32], [34, 36, 37]]
28: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33], [32, 34, 36, 37]]
29: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33], [32, 34, 36, 37]]
30: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31], [30, 33, 32, 34, 36, 37]]
31: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
32: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
33: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
34: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31, 30, 33], [32], [34, 36, 37]]
35: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31, 30], [33, 32], [34, 36, 37]]
36: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17, 20, 16], [21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
37: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
38: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14], [12, 17], [20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
39: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14], [12, 17], [20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
40: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27, 25], [26, 28, 31], [30, 33, 32, 34, 36, 37]]
41: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14], [12, 17], [20, 16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
42: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17], [20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
43: [[3, 5, 11], [19, 15, 29], [2, 22], [24, 1, 4], [6, 35, 7], [13, 8, 9], [18, 10, 14], [12, 17, 20], [16, 21, 23], [27, 25, 26, 28], [31, 30, 33], [32, 34, 36, 37]]
44: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31, 30, 33, 32], [34, 36, 37]]
45: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
46: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9], [18, 10, 14], [12, 17, 20], [16, 21, 23], [27, 25, 26], [28, 31, 30, 33], [32, 34, 36, 37]]
47: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14], [12, 17, 20], [16, 21, 23], [27, 25, 26], [28, 31, 30], [33, 32, 34], [36, 37]]
48: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
49: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16], [21, 23, 27], [25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
50: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7], [13, 8, 9], [18, 10, 14], [12, 17, 20], [16, 21, 23], [27, 25, 26], [28, 31], [30, 33, 32], [34, 36, 37]]
51: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13, 8], [9, 18, 10, 14, 12, 17], [20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
52: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
53: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12], [17, 20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32, 34, 36, 37]]
54: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18, 10], [14, 12, 17, 20, 16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
55: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18], [10, 14, 12, 17, 20], [16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
56: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13, 8], [9, 18, 10], [14, 12, 17, 20, 16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
57: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33], [32, 34, 36, 37]]
58: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32, 34, 36, 37]]
59: [[3, 5, 11], [19, 15, 29], [2, 22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
60: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27], [25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
61: [[3, 5, 11], [19, 15, 29], [2, 22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
62: [[3, 5], [11, 19, 15], [29, 2, 22], [24, 1, 4], [6, 35, 7], [13, 8, 9], [18, 10, 14], [12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
63: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
64: [[3, 5, 11, 19, 15, 29, 2, 22, 24, 1, 4, 6], [35, 7, 13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21], [23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
65: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7, 13], [8, 9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25, 26], [28, 31, 30], [33, 32, 34], [36, 37]]
66: [[3, 5, 11], [19, 15, 29], [2, 22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
67: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4, 6], [35, 7], [13, 8], [9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
68: [[3, 5, 11], [19, 15, 29, 2], [22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
69: [[3, 5, 11], [19, 15, 29], [2, 22, 24, 1], [4, 6, 35, 7, 13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
70: [[3, 5, 11], [19, 15, 29], [2, 22, 24], [1, 4], [6, 35, 7], [13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
71: [[3, 5, 11, 19], [15, 29, 2], [22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31], [30, 33, 32], [34, 36, 37]]
72: [[3, 5, 11], [19, 15, 29, 2], [22, 24, 1], [4, 6, 35, 7, 13, 8, 9, 18, 10, 14, 12, 17, 20, 16, 21, 23, 27, 25, 26, 28, 31, 30, 33, 32, 34, 36, 37]]
73: [[3, 5, 11], [19, 15, 29, 2], [22, 24, 1], [4, 6, 35], [7, 13, 8], [9, 18, 10], [14, 12, 17], [20, 16, 21], [23, 27, 25], [26, 28, 31, 30, 33], [32, 34], [36, 37]]
