0: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
18: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23, 24], [27, 28, 60], [25, 29], [31, 30, 33, 35], [45, 56, 40, 47, 53], [34, 39, 44, 32, 37, 36], [59, 51, 41, 43, 42], [54, 46, 52, 50, 48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69], [66, 70], [71, 72, 73, 82, 78, 76], [81, 77, 79, 86, 83, 80], [84, 85], [87, 88]]
19: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47], [53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55], [62, 57, 58, 63], [75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78], [76, 81], [77, 79, 86, 83, 80, 84, 85, 87, 88]]
20: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60], [25, 29], [31, 30], [33, 35, 45, 56, 40], [47, 53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57], [58, 63], [75, 68], [65, 74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
21: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2], [1, 11], [12, 22], [10, 3], [8, 6, 9, 14, 15], [17, 21, 18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34], [39, 44], [32, 37, 36, 59, 51], [41, 43], [42, 54, 46], [52, 50], [48, 61, 55], [62, 57, 58], [63, 75, 68, 65], [74, 69, 66, 70], [71, 72, 73, 82], [78, 76, 81], [77, 79, 86, 83], [80, 84, 85, 87, 88]]
22: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47], [53, 34, 39, 44, 32], [37, 36, 59, 51, 41], [43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75], [68, 65, 74, 69, 66, 70, 71, 72, 73], [82, 78], [76, 81, 77, 79, 86], [83, 80, 84, 85, 87, 88]]
23: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16], [26, 23], [24, 27, 28, 60], [25, 29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34, 39, 44, 32], [37, 36, 59, 51, 41, 43, 42, 54], [46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
24: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24], [27, 28], [60, 25], [29, 31, 30, 33], [35, 45, 56, 40], [47, 53], [34, 39], [44, 32, 37, 36, 59], [51, 41, 43], [42, 54], [46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
25: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28], [60, 25, 29], [31, 30, 33], [35, 45, 56, 40, 47], [53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
26: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27, 28], [60, 25], [29, 31], [30, 33], [35, 45], [56, 40, 47, 53], [34, 39], [44, 32], [37, 36, 59, 51, 41], [43, 42, 54], [46, 52, 50, 48], [61, 55], [62, 57, 58, 63, 75], [68, 65, 74], [69, 66, 70], [71, 72, 73, 82], [78, 76, 81, 77], [79, 86, 83], [80, 84], [85, 87, 88]]
27: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35, 45], [56, 40], [47, 53, 34, 39, 44], [32, 37, 36, 59, 51], [41, 43, 42, 54, 46], [52, 50, 48, 61, 55], [62, 57], [58, 63, 75], [68, 65], [74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
28: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24], [27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39, 44, 32, 37, 36], [59, 51, 41, 43], [42, 54, 46], [52, 50, 48], [61, 55, 62, 57, 58], [63, 75, 68, 65], [74, 69, 66, 70], [71, 72], [73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
29: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60], [25, 29, 31, 30], [33, 35, 45, 56], [40, 47], [53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75], [68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
30: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8], [6, 9, 14, 15], [17, 21, 18, 20], [16, 26, 23, 24], [27, 28, 60, 25], [29, 31], [30, 33], [35, 45], [56, 40, 47], [53, 34, 39, 44, 32], [37, 36, 59], [51, 41], [43, 42], [54, 46, 52, 50], [48, 61, 55, 62, 57], [58, 63, 75, 68], [65, 74, 69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79], [86, 83, 80, 84, 85], [87, 88]]
31: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60], [25, 29, 31, 30, 33], [35, 45, 56, 40, 47, 53, 34, 39, 44], [32], [37, 36, 59, 51, 41, 43], [42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
32: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60], [25, 29, 31, 30, 33], [35, 45, 56], [40, 47, 53, 34, 39, 44, 32], [37, 36, 59, 51], [41, 43], [42, 54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75], [68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85], [87, 88]]
33: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8], [6, 9, 14, 15, 17], [21, 18, 20, 16], [26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35, 45, 56], [40, 47, 53, 34, 39], [44, 32], [37, 36], [59, 51], [41, 43], [42, 54], [46, 52, 50], [48, 61], [55, 62, 57, 58], [63, 75, 68, 65], [74, 69, 66, 70, 71, 72, 73, 82, 78], [76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
34: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26], [23, 24, 27, 28, 60], [25, 29, 31], [30, 33, 35, 45, 56, 40], [47, 53, 34, 39, 44], [32, 37, 36], [59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55, 62, 57, 58], [63, 75, 68, 65], [74, 69], [66, 70], [71, 72], [73, 82], [78, 76, 81, 77, 79], [86, 83, 80], [84, 85], [87, 88]]
35: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26], [23, 24, 27, 28, 60, 25], [29, 31, 30, 33], [35, 45, 56, 40, 47, 53, 34], [39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81], [77, 79, 86, 83, 80, 84, 85, 87, 88]]
36: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16], [26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59], [51, 41], [43, 42, 54, 46, 52], [50, 48, 61, 55, 62, 57, 58], [63, 75, 68, 65, 74, 69, 66, 70, 71], [72, 73], [82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
37: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23, 24, 27, 28], [60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71], [72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
38: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60, 25], [29, 31, 30], [33, 35, 45, 56, 40], [47, 53, 34, 39], [44, 32], [37, 36], [59, 51, 41, 43, 42], [54, 46, 52], [50, 48], [61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
39: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27], [28, 60], [25, 29, 31, 30, 33], [35, 45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58], [63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84], [85, 87, 88]]
40: [[64, 5, 19], [7, 38, 67, 4], [49, 13, 2, 1], [11, 12, 22, 10], [3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16], [26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34], [39, 44, 32, 37], [36, 59, 51, 41], [43, 42, 54, 46, 52], [50, 48, 61, 55, 62], [57, 58, 63, 75], [68, 65, 74, 69, 66], [70, 71, 72, 73], [82, 78, 76, 81], [77, 79], [86, 83], [80, 84], [85, 87], [88]]
41: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25, 29], [31, 30], [33, 35, 45, 56], [40, 47, 53, 34], [39, 44, 32, 37], [36, 59, 51, 41], [43, 42], [54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83, 80, 84, 85, 87, 88]]
42: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26], [23, 24, 27, 28, 60], [25, 29], [31, 30, 33, 35], [45, 56], [40, 47, 53, 34], [39, 44, 32, 37, 36], [59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58], [63, 75, 68], [65, 74, 69, 66], [70, 71], [72, 73, 82, 78, 76], [81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
43: [[64, 5], [19, 7], [38, 67], [4, 49], [13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18], [20, 16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40], [47, 53, 34, 39, 44, 32], [37, 36, 59, 51], [41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
44: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16, 26, 23, 24, 27, 28], [60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52], [50, 48, 61, 55], [62, 57], [58, 63, 75, 68], [65, 74], [69, 66, 70, 71, 72], [73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
45: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8], [6, 9, 14, 15], [17, 21, 18, 20], [16, 26, 23, 24], [27, 28, 60, 25], [29, 31, 30, 33, 35, 45, 56], [40, 47, 53], [34, 39], [44, 32, 37, 36, 59], [51, 41, 43, 42, 54, 46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
46: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26], [23, 24], [27, 28], [60, 25, 29, 31, 30], [33, 35, 45, 56, 40], [47, 53], [34, 39, 44, 32, 37], [36, 59, 51, 41, 43, 42, 54], [46, 52, 50, 48, 61, 55, 62, 57, 58], [63, 75], [68, 65, 74, 69, 66], [70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
47: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1], [11, 12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35, 45, 56], [40, 47, 53], [34, 39, 44, 32], [37, 36, 59, 51], [41, 43], [42, 54], [46, 52], [50, 48, 61, 55, 62], [57, 58, 63], [75, 68, 65], [74, 69], [66, 70, 71, 72, 73], [82, 78, 76], [81, 77], [79, 86, 83], [80, 84, 85, 87, 88]]
48: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60], [25, 29], [31, 30], [33, 35, 45, 56], [40, 47, 53, 34], [39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46], [52, 50], [48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
49: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26], [23, 24, 27, 28], [60, 25, 29, 31, 30], [33, 35, 45, 56, 40], [47, 53, 34, 39], [44, 32], [37, 36], [59, 51, 41, 43, 42], [54, 46, 52], [50, 48], [61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
50: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47], [53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50], [48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72], [73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
