0: [[14, 1, 35, 13, 2, 3], [31, 5, 25, 4, 16, 7, 30, 10, 21, 6], [9, 24, 11, 8, 12], [15, 22, 17, 19, 23, 27, 28, 18], [29, 26, 20, 32, 48, 37, 33, 38], [34, 44, 42, 40, 47, 39, 45, 41], [43, 36, 46, 50, 56, 52, 51, 54], [49, 55, 57, 53, 59, 58, 60]]
15: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
16: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
17: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
18: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
19: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
20: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
21: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
22: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
23: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
24: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
25: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
26: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
27: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
28: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
29: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
30: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
31: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
32: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
33: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
34: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
35: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
36: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
37: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
38: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
39: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
40: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
41: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
42: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
43: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
44: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
45: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
46: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
47: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
48: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
49: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
50: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
51: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
52: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
53: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
54: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
55: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
56: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
57: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
58: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
59: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
60: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
61: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
62: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
63: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
64: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
65: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
66: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
67: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
68: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
69: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
70: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
71: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
72: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
73: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
