0: [[20, 35, 32, 19, 4, 3], [27, 17, 1, 8, 14, 7, 2], [12, 11, 24, 9], [13, 5, 6, 21], [31, 23, 15, 22, 16, 10, 18], [28, 30, 25, 26, 29, 37, 36, 33], [38, 34, 45, 39, 40], [42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 55, 57, 53], [50, 52, 59, 60, 58]]
11: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 25, 21, 30, 9, 31, 13, 16, 15, 18, 23, 26], [22, 29, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
12: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 15, 23, 13, 18, 16, 21, 31, 26, 30], [29, 22, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 60, 57]]
13: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 31, 23, 18, 16, 15, 21, 26, 28, 25], [22, 29, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
14: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 16, 21, 18, 31, 25, 26, 28], [22, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 57, 59, 58, 60]]
15: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 31, 18, 23, 13, 21, 16, 25, 28, 26], [22, 29, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
16: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 13, 15, 31, 18, 16, 28, 26, 23, 25, 10, 21, 6], [22, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 57, 59, 60]]
17: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 21, 15, 30, 13, 16, 28, 18, 31, 23, 26], [22, 29, 25, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
18: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 21, 15, 30, 13, 18, 28, 16, 31, 23, 26], [22, 29, 25, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
19: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 31, 13, 16, 30, 18, 23, 28, 21, 22], [25, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 60, 53]]
20: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 31, 15, 21, 16, 28, 18, 23, 30, 22], [26, 25, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 60, 59, 57, 58]]
21: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 13, 31, 21, 16, 23, 18, 28, 30, 22], [26, 25, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 58, 60, 59, 57, 53]]
22: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 13, 18, 16, 23, 21, 22, 31, 30, 28], [25, 29, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
23: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 15, 13, 6, 10, 31, 18, 16, 22, 21, 23, 28, 30], [25, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 60, 57]]
24: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 18, 16, 25, 31, 28, 21, 22], [26, 29, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
25: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 22, 16, 31, 15, 23, 28, 13, 18, 21, 25], [30, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 60, 59, 57, 58]]
26: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 13, 9, 15, 31, 16, 18, 22, 28, 25, 23, 10, 21, 6], [26, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 60, 58]]
27: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 13, 23, 18, 16, 22, 21, 25, 31, 28], [26, 29, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 60, 58, 59, 57, 51]]
28: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 25, 18, 28, 31, 16, 21, 22], [26, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 60, 59, 57, 58]]
29: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 13, 31, 15, 28, 22, 21, 16, 23, 18, 25], [26, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
30: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 23, 16, 18, 28, 25, 31, 21, 22], [26, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
31: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 13, 15, 23, 18, 16, 22, 28, 25, 31, 21], [30, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 60, 59, 57, 58]]
32: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 13, 15, 23, 21, 18, 25, 26, 22, 30, 28], [29, 16, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
33: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 15, 13, 22, 28, 16, 18, 23, 25, 30, 21], [26, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
34: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 13, 23, 16, 18, 21, 25, 28, 30, 22], [31, 29, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 57, 59, 58, 60]]
35: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 16, 13, 30, 15, 18, 25, 22, 23, 28, 21], [26, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 57, 59, 60]]
36: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 13, 15, 22, 28, 16, 18, 23, 25, 30, 21], [26, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 57, 59, 58, 60]]
37: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 16, 18, 28, 21, 30, 22, 25], [29, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 60, 57]]
38: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 22, 18, 30, 21, 16, 28, 23, 25], [26, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 60, 58, 59, 57, 53]]
39: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 30, 16, 15, 18, 28, 21, 25, 23, 22], [26, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
40: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 13, 15, 22, 28, 16, 18, 23, 25, 30, 21], [26, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 58, 60]]
41: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 15, 23, 13, 28, 22, 16, 18, 30, 21], [31, 29, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 60, 59, 57, 58]]
42: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 30, 18, 16, 21, 22, 28, 25, 23], [26, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 60, 58]]
43: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 13, 9, 10, 23, 15, 22, 16, 26, 28, 18, 31, 21, 6], [30, 29, 25, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
44: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 18, 16, 26, 21, 28, 22, 31], [30, 29, 25, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
45: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 15, 13, 23, 18, 22, 16, 28, 31, 26, 10, 21, 6], [30, 25, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 57, 59, 60]]
46: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 13, 23, 16, 18, 21, 22, 31, 28, 26], [30, 25, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 60, 59, 53]]
47: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 30, 16, 18, 21, 22, 23, 26, 28], [29, 25, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 57, 58, 59, 51, 60]]
48: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 18, 16, 21, 26, 28, 22, 30], [25, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 57, 58, 51, 59, 60]]
49: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 6, 13, 9, 23, 16, 22, 15, 25, 28, 18, 26, 21, 10], [30, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
50: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 22, 16, 26, 21, 18, 28, 23, 25], [30, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
51: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 26, 18, 16, 23, 21, 28, 22, 25], [30, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 57, 58, 59, 51, 60]]
52: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 18, 25, 26, 22, 21, 16, 28, 23], [29, 30, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
53: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 15, 13, 18, 16, 22, 23, 21, 25, 26, 28], [30, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
54: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 22, 6, 13, 10, 23, 15, 16, 18, 28, 25, 26, 21], [29, 30, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
55: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 13, 6, 10, 26, 15, 16, 18, 29, 23, 31, 21, 25], [22, 28, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
56: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 13, 23, 21, 16, 29, 25, 26, 18, 30], [31, 22, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
57: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 31, 18, 16, 28, 29, 23, 21, 25], [22, 30, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 57, 59, 60]]
58: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 31, 18, 16, 28, 29, 23, 21, 25], [22, 30, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 57, 59, 60]]
59: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 31, 18, 16, 28, 29, 21, 23, 25], [22, 30, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 57, 59, 60]]
60: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 25, 13, 30, 23, 16, 15, 18, 28, 29, 10, 21, 6], [22, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 60, 57]]
61: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 15, 9, 31, 18, 16, 28, 21, 26, 30, 22], [23, 25, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
62: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 30, 31, 15, 18, 28, 21, 25, 16, 22], [23, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
63: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 16, 31, 15, 18, 28, 21, 22, 25, 26], [23, 30, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
64: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 25, 15, 22, 30, 13, 16, 26, 21, 28, 18], [23, 29, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
65: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 31, 18, 16, 28, 21, 22, 23, 29], [25, 26, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 60, 53]]
66: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 29, 23, 13, 16, 18, 22, 21, 31, 28], [25, 26, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
67: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 10, 29, 22, 18, 21, 13, 16, 31, 28, 23], [25, 26, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
68: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 6, 10, 9, 13, 21, 30, 16, 15, 22, 18, 23, 28, 29], [25, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 57, 59, 60]]
69: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 29, 13, 28, 16, 23, 21, 30, 18, 22], [26, 25, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 60, 58]]
70: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 30, 15, 16, 18, 22, 21, 28, 23, 29], [26, 25, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
71: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 15, 13, 22, 16, 18, 23, 21, 29, 28, 30], [25, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
72: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 13, 31, 21, 18, 30, 15, 16, 22, 23], [26, 28, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
73: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 6, 9, 13, 15, 23, 30, 10, 18, 31, 21, 16, 25, 22], [26, 29, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 60, 57]]
