0: [[36, 1, 7, 9, 68, 13, 23], [3, 25, 69, 10, 39, 53], [77, 84, 78, 41, 2, 12, 22], [64, 26, 32, 65], [14, 11, 47, 80, 15, 71, 75], [28, 55, 16, 17], [38, 19, 49, 20], [27, 24, 5, 87, 73], [48, 33, 29, 30, 31, 74], [59, 46, 21], [61, 34, 35, 37, 40, 51, 66, 72], [42, 43, 52, 44, 8], [54, 60], [6, 62, 79, 67, 57], [70, 4, 81], [58, 45, 76, 50, 18, 56, 63], [82, 83, 86, 88, 85]]
16: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 44, 37, 47, 49, 51, 52, 46, 55, 56, 54, 48, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
17: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 54, 47, 49, 46, 48, 51, 52, 53, 60, 55, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
18: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 46, 42, 44, 61, 52, 56, 49, 60, 47, 48, 57, 51, 54, 55, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
19: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 44, 37, 47, 51, 49, 48, 52, 46, 54, 55, 60, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
20: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 42, 40, 44, 55, 47, 49, 48, 51, 53, 52, 56, 54, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
21: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 37, 40, 44, 47, 49, 46, 48, 55, 56, 54, 60, 51, 57, 52, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
22: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 44, 54, 47, 37, 46, 48, 55, 49, 51, 56, 61, 57, 52, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
23: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 46, 60, 47, 48, 49, 56, 42, 52, 54, 55, 44, 57, 51, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
24: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 46, 40, 47, 57, 48, 52, 49, 53, 54, 60, 61, 56, 51, 55, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
25: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 37, 44, 46, 57, 41, 47, 48, 54, 55, 56, 49, 52, 51, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
26: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 37, 40, 46, 44, 60, 48, 61, 47, 51, 49, 57, 54, 52, 55, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
27: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 54, 48, 49, 52, 55, 51, 61, 53, 60, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
28: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 56, 47, 42, 44, 49, 52, 48, 55, 54, 60, 51, 61, 53, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
29: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 41, 46, 37, 47, 49, 52, 55, 54, 51, 56, 48, 60, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
30: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 44, 37, 61, 49, 52, 46, 47, 54, 51, 48, 60, 55, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
31: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 42, 37, 44, 47, 56, 54, 48, 55, 46, 49, 52, 51, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
32: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 47, 44, 56, 48, 49, 52, 55, 54, 60, 51, 61, 57, 53, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
33: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 42, 46, 44, 60, 52, 49, 47, 51, 55, 54, 48, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
34: [[20, 9, 8, 32, 34, 6, 3, 39, 4, 10], [1, 2, 5, 11, 14, 23, 30, 25, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33, 12, 13], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 49, 55, 48, 52, 51, 53, 54, 57, 60, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
35: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 57, 49, 56, 48, 55, 52, 53, 51, 60, 54, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
36: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 60, 54, 48, 53, 49, 51, 52, 56, 55, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
37: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 41, 42, 47, 61, 49, 48, 53, 54, 52, 55, 51, 57, 56, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
38: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 44, 37, 42, 47, 46, 48, 49, 51, 55, 52, 54, 61, 60, 57, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
39: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 47, 61, 49, 48, 54, 53, 52, 51, 55, 56, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
40: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 44, 42, 37, 47, 57, 48, 46, 49, 51, 52, 55, 54, 60, 61, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
41: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 42, 41, 44, 47, 51, 52, 49, 48, 54, 55, 53, 60, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
42: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 44, 49, 47, 52, 53, 48, 51, 42, 55, 56, 54, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
43: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 37, 44, 47, 52, 49, 51, 56, 55, 46, 54, 48, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
44: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 47, 49, 57, 48, 51, 53, 56, 55, 54, 60, 52, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
45: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 37, 41, 47, 57, 48, 46, 49, 54, 55, 51, 52, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
46: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 61, 53, 55, 48, 47, 49, 51, 54, 52, 56, 60, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
47: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 53, 48, 52, 49, 51, 55, 57, 56, 54, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
48: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 44, 37, 47, 49, 46, 48, 51, 54, 52, 61, 56, 60, 55, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
49: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 52, 57, 48, 51, 53, 49, 55, 54, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
50: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 47, 53, 56, 48, 51, 49, 52, 54, 60, 55, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
