0: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32, 7, 6, 23, 13], [8, 1], [22, 18, 16], [17, 4, 9], [14, 19], [29, 24], [27, 10, 15, 21], [31, 30, 33, 34]]
21: [[5, 26], [28, 25], [20, 12, 3], [37, 35], [11, 2, 36], [32, 7], [6, 23, 13], [8, 1, 22], [18, 16], [17, 4, 9, 14], [19, 29, 24], [27, 10, 15, 21, 31], [30, 33, 34]]
22: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36], [32, 7], [6, 23, 13], [8, 1], [22, 18, 16], [17, 4, 9], [14, 19], [29, 24], [27, 10, 15], [21, 31], [30, 33], [34]]
23: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32, 7], [6, 23], [13, 8, 1], [22, 18, 16], [17, 4, 9], [14, 19, 29], [24, 27], [10, 15], [21, 31, 30], [33, 34]]
24: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32, 7, 6], [23, 13, 8], [1, 22, 18], [16, 17], [4, 9, 14, 19], [29, 24, 27, 10], [15, 21, 31, 30, 33, 34]]
25: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32, 7], [6, 23], [13, 8, 1], [22, 18], [16, 17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
26: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11], [2, 36, 32], [7, 6, 23], [13, 8, 1], [22, 18, 16], [17, 4], [9, 14], [19, 29, 24, 27], [10, 15, 21, 31, 30, 33, 34]]
27: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32], [7, 6], [23, 13], [8, 1, 22], [18, 16], [17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
28: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32, 7], [6, 23, 13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
29: [[5, 26], [28, 25], [20, 12, 3], [37, 35], [11, 2], [36, 32, 7], [6, 23, 13], [8, 1, 22], [18, 16, 17], [4, 9], [14, 19], [29, 24, 27], [10, 15, 21], [31, 30], [33, 34]]
30: [[5, 26], [28, 25], [20, 12, 3], [37, 35, 11], [2, 36, 32], [7, 6], [23, 13], [8, 1, 22, 18], [16, 17, 4, 9], [14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
31: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2], [36, 32, 7], [6, 23], [13, 8, 1], [22, 18, 16], [17, 4], [9, 14], [19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
32: [[5, 26, 28], [25, 20], [12, 3, 37], [35, 11, 2], [36, 32], [7, 6, 23], [13, 8, 1], [22, 18, 16], [17, 4, 9], [14, 19], [29, 24, 27], [10, 15], [21, 31], [30, 33, 34]]
33: [[5, 26], [28, 25], [20, 12, 3], [37, 35, 11, 2], [36, 32, 7, 6, 23, 13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
34: [[5, 26], [28, 25], [20, 12, 3, 37], [35, 11], [2, 36], [32, 7, 6, 23], [13, 8, 1, 22, 18, 16], [17, 4, 9, 14, 19, 29], [24, 27, 10, 15, 21, 31], [30, 33, 34]]
35: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32], [7, 6, 23], [13, 8], [1, 22, 18], [16, 17, 4], [9, 14, 19, 29, 24], [27, 10, 15], [21, 31, 30, 33, 34]]
36: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11], [2, 36], [32, 7], [6, 23, 13], [8, 1, 22], [18, 16, 17], [4, 9, 14], [19, 29, 24], [27, 10], [15, 21, 31], [30, 33, 34]]
37: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36], [32, 7, 6, 23, 13, 8], [1, 22], [18, 16, 17], [4, 9, 14], [19, 29, 24], [27, 10, 15, 21, 31, 30, 33, 34]]
38: [[5, 26], [28, 25], [20, 12, 3, 37], [35, 11, 2, 36, 32, 7, 6, 23, 13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
39: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36], [32, 7], [6, 23], [13, 8, 1], [22, 18], [16, 17, 4], [9, 14, 19], [29, 24], [27, 10], [15, 21, 31], [30, 33, 34]]
40: [[5, 26], [28, 25, 20, 12], [3, 37], [35, 11, 2], [36, 32, 7], [6, 23, 13], [8, 1, 22], [18, 16], [17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
41: [[5, 26, 28], [25, 20], [12, 3, 37], [35, 11, 2], [36, 32, 7], [6, 23, 13], [8, 1], [22, 18, 16], [17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31, 30], [33, 34]]
42: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11, 2], [36, 32], [7, 6, 23], [13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
43: [[5, 26], [28, 25], [20, 12, 3], [37, 35, 11], [2, 36, 32], [7, 6, 23], [13, 8, 1], [22, 18], [16, 17], [4, 9, 14], [19, 29, 24, 27], [10, 15, 21, 31], [30, 33, 34]]
44: [[5, 26], [28, 25], [20, 12], [3, 37, 35, 11, 2], [36, 32, 7], [6, 23], [13, 8, 1, 22, 18, 16, 17], [4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
45: [[5, 26], [28, 25], [20, 12, 3, 37, 35, 11], [2, 36, 32, 7], [6, 23, 13, 8, 1, 22, 18, 16, 17], [4, 9, 14, 19, 29, 24], [27, 10, 15, 21, 31, 30], [33, 34]]
46: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2], [36, 32, 7], [6, 23], [13, 8], [1, 22], [18, 16, 17], [4, 9, 14], [19, 29, 24], [27, 10], [15, 21, 31, 30], [33, 34]]
47: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36, 32, 7, 6, 23], [13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
48: [[5, 26], [28, 25], [20, 12, 3], [37, 35], [11, 2], [36, 32], [7, 6, 23], [13, 8, 1, 22], [18, 16, 17, 4, 9, 14, 19], [29, 24, 27, 10, 15, 21, 31, 30], [33, 34]]
49: [[5, 26], [28, 25], [20, 12], [3, 37], [35, 11], [2, 36, 32], [7, 6], [23, 13, 8], [1, 22, 18], [16, 17], [4, 9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
50: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36, 32, 7, 6, 23, 13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33], [34]]
51: [[5, 26], [28, 25], [20, 12, 3, 37, 35, 11], [2, 36, 32], [7, 6, 23, 13, 8, 1], [22, 18, 16], [17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
52: [[5, 26], [28, 25], [20, 12, 3, 37, 35, 11], [2, 36, 32, 7], [6, 23, 13, 8, 1, 22, 18, 16, 17], [4], [9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
53: [[5, 26], [28, 25], [20, 12, 3, 37, 35, 11], [2, 36], [32, 7], [6, 23], [13, 8, 1], [22, 18, 16, 17], [4, 9, 14, 19, 29, 24, 27], [10, 15, 21, 31, 30, 33, 34]]
54: [[5, 26], [28, 25, 20], [12, 3, 37], [35, 11, 2], [36, 32], [7, 6, 23], [13, 8, 1], [22, 18, 16], [17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
55: [[5, 26, 28], [25, 20], [12, 3], [37, 35], [11, 2], [36, 32], [7, 6], [23, 13, 8], [1, 22, 18], [16, 17, 4], [9, 14, 19], [29, 24], [27, 10, 15, 21], [31, 30, 33, 34]]
56: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36], [32, 7], [6, 23, 13, 8, 1, 22, 18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
57: [[5, 26, 28], [25, 20, 12], [3, 37, 35], [11, 2, 36], [32, 7], [6, 23], [13, 8, 1, 22], [18, 16, 17, 4, 9, 14, 19, 29, 24], [27, 10, 15, 21, 31, 30, 33, 34]]
58: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2, 36, 32], [7, 6, 23], [13, 8], [1, 22], [18, 16, 17], [4, 9, 14], [19, 29, 24], [27, 10], [15, 21, 31, 30], [33, 34]]
59: [[5, 26, 28], [25, 20, 12, 3, 37, 35, 11, 2, 36, 32, 7, 6, 23, 13, 8, 1, 22], [18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
60: [[5, 26, 28], [25, 20, 12], [3, 37], [35, 11, 2], [36, 32, 7, 6], [23, 13, 8, 1], [22, 18, 16, 17], [4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
61: [[5, 26, 28], [25, 20], [12, 3, 37], [35, 11, 2], [36, 32], [7, 6], [23, 13], [8, 1, 22], [18, 16], [17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
62: [[5, 26], [28, 25], [20, 12, 3], [37, 35], [11, 2, 36, 32], [7, 6, 23, 13], [8, 1, 22], [18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
63: [[5, 26], [28, 25], [20, 12], [3, 37, 35], [11, 2], [36, 32], [7, 6], [23, 13, 8], [1, 22], [18, 16, 17], [4, 9, 14], [19, 29, 24], [27, 10, 15], [21, 31, 30], [33, 34]]
64: [[5, 26], [28, 25], [20, 12, 3], [37, 35], [11, 2, 36], [32, 7], [6, 23], [13, 8], [1, 22], [18, 16, 17], [4, 9], [14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
65: [[5, 26], [28, 25], [20, 12, 3], [37, 35, 11], [2, 36], [32, 7, 6], [23, 13, 8], [1, 22, 18], [16, 17], [4, 9, 14], [19, 29], [24, 27], [10, 15, 21], [31, 30], [33, 34]]
66: [[5, 26, 28], [25, 20], [12, 3, 37], [35, 11], [2, 36, 32], [7, 6, 23], [13, 8, 1], [22, 18], [16, 17, 4], [9, 14, 19], [29, 24, 27], [10, 15, 21], [31, 30], [33, 34]]
67: [[5, 26], [28, 25, 20], [12, 3, 37], [35, 11, 2], [36, 32, 7], [6, 23], [13, 8], [1, 22, 18], [16, 17], [4, 9, 14], [19, 29, 24], [27, 10, 15], [21, 31, 30], [33, 34]]
68: [[5, 26], [28, 25, 20], [12, 3, 37], [35, 11], [2, 36, 32], [7, 6, 23], [13, 8, 1], [22, 18], [16, 17, 4], [9, 14, 19], [29, 24], [27, 10], [15, 21, 31, 30, 33, 34]]
69: [[5, 26, 28], [25, 20], [12, 3, 37, 35], [11, 2, 36], [32, 7], [6, 23], [13, 8], [1, 22, 18], [16, 17], [4, 9], [14, 19], [29, 24, 27], [10, 15, 21], [31, 30], [33, 34]]
70: [[5, 26, 28], [25, 20], [12, 3], [37, 35], [11, 2], [36, 32, 7], [6, 23, 13], [8, 1, 22], [18, 16], [17, 4], [9, 14], [19, 29], [24, 27, 10], [15, 21, 31], [30, 33, 34]]
71: [[5, 26], [28, 25, 20], [12, 3], [37, 35, 11], [2, 36, 32], [7, 6], [23, 13, 8], [1, 22, 18], [16, 17, 4], [9, 14, 19], [29, 24, 27], [10, 15, 21, 31], [30, 33, 34]]
72: [[5, 26, 28], [25, 20, 12], [3, 37, 35], [11, 2], [36, 32], [7, 6, 23], [13, 8, 1, 22], [18, 16, 17, 4, 9, 14, 19, 29, 24, 27, 10, 15, 21, 31, 30, 33, 34]]
73: [[5, 26], [28, 25, 20], [12, 3], [37, 35], [11, 2], [36, 32], [7, 6], [23, 13, 8], [1, 22, 18], [16, 17, 4], [9, 14], [19, 29, 24], [27, 10, 15], [21, 31], [30, 33, 34]]
