0: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
25: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
26: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
27: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
28: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
29: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
30: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
31: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
32: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
33: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
34: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
35: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
36: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
37: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
38: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
39: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
40: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
41: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
42: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
43: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
44: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
45: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
46: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
47: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
48: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
49: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
50: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
51: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
52: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
53: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
54: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
55: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
56: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
57: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
58: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
59: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
60: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
61: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
62: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
63: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
64: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
65: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
66: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
67: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
68: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
69: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
70: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
71: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
72: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
73: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
