0: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
48: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
49: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
50: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
51: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
52: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
53: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
54: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
55: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
56: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
57: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
58: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
59: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
60: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
61: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
62: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
63: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
64: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
65: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
66: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
67: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
68: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
69: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
70: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
71: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
72: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
73: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
