0: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 39, 42], [36, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
15: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24], [27, 29], [28, 30, 51, 33, 35], [32, 46, 34, 38, 36], [42, 39, 44, 43], [40, 45, 47, 52, 48, 49], [53, 58], [54, 62, 57, 59, 56], [61, 55, 63], [66, 76, 67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74], [78, 79, 82, 81], [84, 80], [87, 83], [85, 86, 88]]
16: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16], [18, 25], [23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38, 36, 42, 39], [44, 43], [40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69], [75, 70, 77, 72, 73], [74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
17: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24], [27, 29], [28, 30, 51, 33, 35], [32, 46, 34], [38, 36, 42, 39, 44], [43, 40, 45, 47, 52, 48], [49, 53, 58], [54, 62, 57, 59, 56, 61], [55, 63, 66, 76], [67, 65, 68, 64, 69], [75, 70], [77, 72, 73, 74, 78, 79, 82, 81], [84, 80], [87, 83], [85], [86, 88]]
18: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39], [44, 43, 40], [45, 47, 52], [48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66], [76], [67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79], [82, 81, 84], [80], [87, 83], [85, 86, 88]]
19: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39], [44, 43, 40], [45, 47, 52], [48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66], [76], [67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79], [82, 81, 84], [80], [87, 83], [85, 86, 88]]
20: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24], [27, 29], [28, 30, 51, 33, 35, 32], [46, 34], [38, 39, 42, 36, 44, 43], [40, 45, 47, 52, 48], [49, 53, 58, 54, 62], [57, 59, 56, 61], [55, 63, 66], [76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79], [82, 81], [84, 80, 87], [83, 85, 86, 88]]
21: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28], [30, 51, 33], [35, 32, 46, 34, 38, 36], [42, 39, 44, 43], [40, 45, 47], [52, 48, 49], [53, 58, 54, 62], [57], [59, 56], [61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74], [78], [79, 82], [81, 84, 80, 87, 83, 85, 86, 88]]
22: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16], [18, 25, 23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35], [32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
23: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32, 46, 34, 38], [39, 42], [36, 44], [43], [40, 45], [47, 52, 48, 49, 53], [58, 54, 62, 57], [59, 56, 61], [55, 63, 66], [76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73], [74, 78, 79, 82], [81, 84, 80, 87, 83], [85, 86, 88]]
24: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30], [51], [33, 35], [32, 46, 34, 38, 39], [42, 36, 44, 43, 40, 45], [47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
25: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17, 16], [18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51], [33, 35, 32], [46, 34, 38], [36, 42, 39, 44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85], [86, 88]]
26: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25], [23, 31], [26], [24, 27], [29, 28, 30, 51, 33, 35], [32, 46, 34], [38], [36, 42], [39, 44], [43, 40, 45, 47, 52, 48], [49, 53], [58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
27: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10], [13, 14], [12, 22, 20], [21, 17], [16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30, 51, 33], [35, 32], [46, 34, 38, 36], [42, 39, 44], [43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59], [56, 61], [55, 63, 66, 76, 67, 65, 68], [64, 69], [75, 70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
28: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16], [18, 25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45], [47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
29: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24], [27, 29], [28, 30, 51, 33, 35], [32, 46, 34], [38, 36, 42, 39], [44, 43, 40, 45, 47, 52], [48, 49, 53], [58, 54, 62, 57], [59, 56], [61, 55, 63, 66], [76, 67, 65, 68], [64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
30: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16, 18, 25, 23, 31], [26, 24, 27, 29], [28, 30, 51], [33, 35, 32], [46, 34, 38, 39, 42], [36, 44, 43, 40, 45, 47], [52, 48, 49, 53], [58, 54, 62, 57, 59, 56, 61, 55], [63, 66], [76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
31: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18], [25], [23, 31, 26, 24, 27, 29], [28, 30], [51, 33], [35], [32, 46], [34, 38, 36, 42, 39, 44], [43, 40, 45, 47], [52, 48, 49, 53], [58, 54, 62], [57, 59, 56], [61, 55, 63, 66, 76, 67], [65], [68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
32: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32, 46], [34, 38], [39, 42], [36], [44, 43], [40, 45, 47, 52, 48], [49, 53, 58, 54], [62, 57, 59], [56, 61, 55], [63, 66, 76, 67, 65], [68, 64, 69, 75, 70, 77], [72, 73, 74, 78], [79, 82, 81, 84, 80, 87, 83, 85], [86, 88]]
33: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32], [46, 34], [38], [39, 42], [36, 44, 43, 40, 45], [47, 52], [48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75], [70, 77], [72, 73, 74, 78, 79], [82, 81, 84, 80], [87, 83, 85, 86, 88]]
34: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16, 18, 25, 23, 31, 26], [24, 27, 29, 28, 30], [51, 33], [35, 32], [46, 34], [38, 36, 42, 39, 44, 43], [40, 45], [47, 52], [48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66], [76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
35: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16], [18, 25, 23], [31, 26, 24], [27, 29, 28, 30, 51, 33, 35], [32, 46, 34, 38], [36, 42, 39, 44, 43, 40, 45], [47, 52], [48], [49, 53], [58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75], [70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80], [87, 83, 85, 86, 88]]
36: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25], [23, 31], [26], [24, 27], [29, 28, 30, 51, 33, 35], [32, 46, 34], [38, 36], [42, 39, 44], [43, 40], [45, 47, 52], [48, 49, 53], [58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
37: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16], [18, 25, 23], [31, 26, 24], [27, 29, 28, 30, 51, 33], [35], [32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
38: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18], [25], [23, 31, 26], [24, 27, 29], [28], [30, 51, 33], [35, 32, 46, 34, 38, 36], [42, 39], [44, 43, 40], [45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
39: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2], [3, 4, 5, 8], [6], [9, 11], [10, 13, 14], [12, 22], [20], [21, 17], [16, 18, 25], [23, 31, 26], [24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38, 39, 42], [36, 44], [43], [40, 45, 47], [52, 48], [49, 53], [58, 54, 62, 57], [59, 56, 61], [55, 63, 66], [76, 67, 65, 68, 64], [69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
40: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6], [9, 11, 10, 13, 14], [12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24], [27, 29, 28], [30], [51, 33, 35, 32, 46], [34, 38, 36], [42, 39, 44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54], [62, 57, 59, 56], [61, 55, 63], [66, 76, 67, 65, 68, 64], [69, 75, 70, 77], [72], [73, 74], [78, 79, 82, 81, 84, 80, 87], [83, 85, 86, 88]]
41: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29], [28, 30, 51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44], [43, 40, 45], [47], [52, 48], [49, 53, 58], [54, 62], [57, 59], [56, 61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75], [70, 77], [72, 73, 74, 78, 79, 82, 81, 84], [80, 87, 83, 85], [86, 88]]
42: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17], [16], [18, 25, 23, 31, 26, 24, 27], [29], [28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39], [44, 43, 40, 45], [47, 52, 48, 49, 53], [58, 54, 62, 57, 59, 56, 61, 55, 63, 66], [76, 67], [65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
43: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17], [16, 18], [25, 23, 31], [26, 24], [27], [29, 28], [30, 51, 33], [35, 32, 46, 34, 38, 36, 42], [39, 44, 43, 40, 45, 47, 52, 48, 49, 53], [58, 54, 62, 57, 59], [56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
44: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24], [27, 29], [28, 30], [51, 33, 35, 32, 46, 34, 38, 36], [42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
45: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39, 44], [43, 40], [45, 47, 52, 48, 49, 53], [58, 54, 62, 57, 59, 56], [61, 55], [63, 66, 76, 67, 65, 68, 64, 69], [75, 70, 77, 72], [73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
46: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4], [5, 8, 6, 9], [11, 10, 13, 14, 12, 22], [20, 21, 17], [16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36], [42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
47: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25], [23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32, 46], [34, 38], [36, 42], [39], [44, 43, 40, 45, 47], [52, 48, 49, 53], [58, 54], [62, 57], [59, 56, 61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
48: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23, 31, 26], [24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
49: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21, 17], [16, 18], [25], [23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
50: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17], [16, 18], [25, 23, 31], [26, 24], [27], [29, 28], [30, 51, 33], [35, 32], [46, 34], [38, 36, 42, 39, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61], [55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72], [73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
