0: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
11: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
12: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
13: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
14: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
15: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
16: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
17: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
18: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
19: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
20: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
21: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
22: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
23: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
24: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
25: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
26: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
27: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
28: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
29: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
30: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
31: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
32: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
33: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
34: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
35: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
36: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
37: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
38: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
39: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
40: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
41: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
42: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
43: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
44: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
45: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
46: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
47: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
48: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
49: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
50: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
51: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
52: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
53: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
54: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
55: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
56: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
57: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
58: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
59: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
60: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
61: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
62: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
63: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
64: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
65: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
66: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
67: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
68: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
69: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
70: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
71: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
72: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
73: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
