0: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
23: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
24: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
25: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
26: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
27: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
28: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
29: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
30: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
31: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
32: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
33: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
34: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
35: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
36: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
37: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
38: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
39: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
40: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
41: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
42: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
43: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
44: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
45: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
46: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
47: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
