0: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
24: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
25: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
26: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
27: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
28: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
29: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
30: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
31: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
32: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
33: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
34: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
35: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
36: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
37: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
38: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
39: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
40: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
41: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
42: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
43: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
44: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
45: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
46: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
47: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
48: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
49: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
50: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
51: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
52: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
53: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
54: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
55: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
56: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
57: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
58: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
59: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
60: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
61: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
62: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
63: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
64: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
65: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
66: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
67: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
68: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
69: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
70: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
71: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
72: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
73: [[23, 13, 34, 15, 3, 30], [11, 35, 2, 33, 12, 7], [16, 4, 17, 9, 32, 36], [1, 8, 20, 27, 5, 6], [18, 10, 22, 29, 19, 24, 14], [25, 21, 26, 28, 31, 37]]
