0: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17], [38, 44], [5, 16, 40, 18], [59, 41], [49, 57, 53], [55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36], [35, 7, 2, 34], [1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12], [25, 45, 29, 37, 52, 54, 50, 46]]
12: [[48, 14, 39, 26], [13, 58, 21, 6], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
13: [[48, 14, 39, 26], [13, 58, 21, 6], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
14: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
15: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
16: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
17: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
18: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
19: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
20: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
21: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
22: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
23: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
24: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
25: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
26: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
27: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
28: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
29: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
30: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
31: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
32: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
33: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
34: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
35: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
36: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
37: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
38: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
39: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
40: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
41: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
42: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
43: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
44: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
45: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
46: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
47: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
48: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
49: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
50: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
51: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
52: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
53: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
54: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
55: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
56: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
57: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
58: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
59: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
60: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
61: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
62: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
63: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
64: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
65: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
66: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
67: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
68: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
69: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
70: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
71: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
72: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
73: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
