0: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
12: [[4, 22, 3, 11, 8, 12], [5, 25, 20, 6, 10], [15, 7, 1, 13, 17, 14], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
13: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
14: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
15: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
16: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
17: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
18: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
19: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
20: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
21: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
22: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
23: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
24: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
25: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
26: [[4, 22, 3, 11, 12], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 17, 14], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
27: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
28: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
29: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
30: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
31: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
32: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
33: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
34: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
35: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
36: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
37: [[12, 4, 22, 3, 11], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
38: [[4, 22, 3, 11, 8, 12], [5, 25, 20, 6, 15, 10], [7, 1, 13, 17, 14], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
39: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
40: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
41: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
42: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
43: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
44: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
45: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
46: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
47: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
48: [[4, 22, 3, 11, 8, 12], [5, 25, 20, 6, 15, 10], [7, 1, 13, 17, 14], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
49: [[12, 4, 22, 2, 11, 3], [5, 25, 20, 6, 10], [15, 7, 1, 13, 8, 17], [14, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
50: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17, 2], [9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
51: [[12, 4, 22, 3, 11, 8], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17, 2], [9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
52: [[4, 20, 3, 11, 8, 12], [5, 25, 14, 6, 10, 17], [7, 1, 13, 22, 15], [2, 9, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
53: [[12, 4, 19, 11, 8, 3], [5, 25, 20, 6, 10, 15], [7, 1, 13, 14, 17], [2, 9, 18, 16, 22, 24], [21, 23, 27, 26, 29, 28]]
54: [[4, 22, 11, 9, 3], [8, 5, 25, 20, 6, 10], [15, 7, 1, 13, 12, 14], [2, 17, 16, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
55: [[4, 20, 10, 11, 3, 12], [5, 25, 8, 6, 14], [15, 7, 1, 13, 16, 22], [2, 9, 17, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
56: [[4, 22, 6, 3, 11, 8], [5, 25, 20, 12, 14], [7, 1, 13, 15, 9, 10], [2, 16, 17, 18, 24, 19], [21, 23, 27, 26, 29, 28]]
57: [[4, 22, 2, 11, 3, 8], [5, 25, 20, 6, 10], [15, 7, 1, 13, 18, 9], [12, 14, 16, 17, 19, 24], [21, 23, 27, 26, 29, 28]]
58: [[12, 6, 22, 3, 11], [8, 5, 25, 20, 4, 15], [10, 7, 1, 13, 9, 16], [2, 14, 17, 18, 19, 24], [21, 23, 27, 26, 29, 28]]
59: [[12, 6, 23, 3, 11, 8], [5, 25, 20, 4, 10], [15, 7, 1, 13, 14, 16], [2, 9, 17, 18, 19, 24], [21, 22, 27, 26, 29, 28]]
