0: [[40, 39, 4, 38], [27, 11, 25, 53, 22, 35, 2], [32, 28, 17, 29], [14, 1, 54, 3, 33, 34, 30, 51], [5, 56, 44, 47, 6, 21], [36], [23, 7, 60, 50, 8, 52, 9], [12, 24, 45, 48, 15, 16, 13, 10, 18], [20, 43, 19, 31, 46], [49, 42, 57], [41, 37, 26], [59, 55, 58]]
11: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 26, 13, 17, 16, 21, 23, 30, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
12: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 17, 13, 16, 30, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
13: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 30, 13, 17, 16, 21, 23, 31, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
14: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
15: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
16: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
17: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
18: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
19: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
20: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
21: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 31, 13, 16, 17, 23, 26, 30, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
22: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 30, 13, 17, 16, 23, 26, 31, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
23: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
24: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
25: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
26: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
27: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
28: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
29: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 10, 13, 16, 17, 21, 23, 31, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
30: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 26, 13, 17, 16, 21, 23, 31, 28, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
31: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 13, 10, 15, 23, 28, 21, 16, 30, 17, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
32: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 26, 13, 16, 17, 23, 30, 31, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
33: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 26, 13, 15, 17, 16, 23, 21, 31, 28, 30, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
34: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 26, 13, 15, 17, 16, 23, 21, 31, 28, 30, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
35: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
36: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
37: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 23, 21, 26, 28, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
38: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
39: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 28, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
40: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 30, 23, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
41: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
42: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
43: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
44: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 16, 17, 23, 13, 26, 28, 21, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
45: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 31, 13, 16, 17, 23, 28, 30, 26, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
46: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 16, 10, 23, 30, 13, 17, 28, 21, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
47: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 28, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
48: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
49: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
50: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
51: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
52: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
53: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
54: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
55: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 31, 13, 16, 17, 23, 30, 26, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
56: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 30, 13, 17, 16, 23, 26, 31, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
57: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 28, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
58: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
59: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 13, 31, 15, 16, 21, 28, 17, 26, 30, 23], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
60: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 17, 16, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
61: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 13, 31, 15, 17, 16, 28, 21, 26, 30, 23], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
62: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
63: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
64: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 31, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
65: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
66: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 10, 13, 23, 6, 17, 26, 16, 28, 21, 30, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
67: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
68: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
69: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 28, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
70: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 28, 23, 26, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
71: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
72: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
73: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
