0: [[56, 35, 60, 46, 2], [12, 39, 8, 11, 24, 45], [55, 40, 5, 44, 18], [3, 42, 53, 30, 51], [14, 29, 38], [52, 23, 4, 50], [27, 9, 15, 36, 6, 10], [16, 54], [7, 33, 32, 17], [48, 58, 20, 19, 26, 31, 34, 47], [28, 22, 57], [13, 37, 1, 25, 21], [41, 43], [49, 59]]
20: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 11, 12, 24, 15, 10, 23, 18, 29, 19, 17, 21, 25, 16], [22, 20, 31, 26, 28, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
21: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 25, 21, 9, 15, 11, 23, 17, 24, 19, 12, 18, 16, 29], [20, 26, 22, 28, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
22: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 10, 11, 8, 15, 9, 12, 18, 26, 16, 21, 19, 17, 23, 28, 30], [20, 22, 24, 25, 29, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
23: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 8, 9, 10, 24, 15, 17, 19, 16, 21, 12, 18, 31, 20, 30], [22, 29, 23, 26, 25, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
24: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 12, 10, 19, 30, 15, 11, 20, 31, 21, 8, 16, 24, 17, 18], [23, 25, 22, 29, 26, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
25: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 31, 22, 12, 9, 15, 24, 10, 17, 18, 16, 21, 19, 23], [25, 20, 29, 26, 30, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
26: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 12, 8, 10, 16, 15, 22, 17, 21, 18, 23, 19, 31, 24], [30, 20, 25, 28, 26, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
27: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 10, 8, 9, 15, 31, 17, 21, 12, 19, 24, 18, 16, 22, 23], [20, 26, 28, 25, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
28: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 8, 10, 16, 9, 31, 26, 18, 15, 21, 12, 19, 23, 29, 30], [20, 17, 22, 25, 24, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
29: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 10, 12, 17, 15, 18, 28, 24, 16, 19, 21, 22, 25], [31, 20, 23, 26, 30, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
30: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 10, 12, 15, 22, 17, 16, 23, 19, 18, 21, 29, 24], [30, 20, 25, 28, 31, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
31: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 9, 11, 15, 31, 21, 18, 12, 19, 17, 16, 22, 30, 23], [20, 28, 26, 29, 25, 24, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
32: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 9, 12, 19, 10, 23, 15, 16, 18, 22, 21, 24, 17, 26], [30, 29, 20, 25, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
33: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 11, 12, 24, 15, 30, 18, 17, 19, 28, 16, 20, 21], [26, 22, 25, 29, 31, 23, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
34: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 9, 10, 30, 26, 17, 8, 12, 15, 18, 16, 19, 20, 29, 21], [28, 22, 23, 24, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
35: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 8, 9, 25, 10, 30, 17, 12, 28, 15, 19, 18, 20, 21, 23], [22, 24, 31, 26, 16, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
36: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 11, 24, 10, 30, 17, 12, 15, 21, 16, 18, 20, 19, 23], [22, 26, 25, 31, 28, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
37: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 16, 30, 9, 15, 11, 12, 24, 20, 23, 19, 18, 21, 17], [29, 26, 22, 25, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
38: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 18, 9, 10, 11, 15, 12, 24, 19, 17, 23, 16, 20, 26, 21], [30, 22, 29, 25, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
39: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 8, 11, 28, 6, 9, 17, 16, 23, 26, 18, 30, 21, 12, 29, 31], [24, 20, 15, 19, 22, 25, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
40: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 11, 10, 12, 26, 17, 18, 16, 15, 23, 30, 21, 22, 19], [20, 28, 24, 25, 29, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
41: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 8, 10, 9, 12, 15, 11, 17, 19, 31, 6, 16, 22, 18, 21, 25, 23], [24, 20, 28, 26, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
42: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 18, 9, 10, 12, 28, 19, 15, 20, 22, 23, 25, 17, 21], [24, 26, 29, 16, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
43: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 8, 12, 16, 29, 10, 25, 24, 15, 20, 18, 19, 17, 21], [22, 28, 26, 23, 30, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
44: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 15, 10, 16, 12, 19, 17, 21, 28, 18, 24, 23, 20], [26, 22, 29, 30, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
45: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 9, 8, 10, 11, 15, 28, 16, 12, 20, 18, 31, 19, 17, 26, 21, 6], [22, 23, 24, 25, 30, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
46: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 12, 8, 26, 31, 10, 19, 15, 16, 17, 18, 20, 21, 28], [22, 29, 23, 25, 24, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
47: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 31, 10, 12, 16, 15, 18, 26, 17, 19, 20, 21, 25], [22, 23, 29, 24, 28, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
48: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 12, 26, 25, 17, 11, 18, 15, 16, 21, 19, 20, 31], [22, 23, 24, 28, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
49: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 30, 6, 11, 8, 9, 25, 23, 28, 20, 12, 22, 18, 17, 15, 21], [16, 19, 29, 24, 31, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
50: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 17, 10, 12, 16, 15, 18, 19, 22, 21, 25, 23, 29], [26, 20, 24, 30, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
51: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 8, 6, 28, 11, 9, 12, 20, 18, 15, 19, 21, 17, 22, 30, 23], [16, 24, 26, 29, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
52: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 8, 11, 24, 31, 6, 9, 10, 15, 16, 21, 29, 19, 18, 17, 22], [20, 23, 25, 28, 26, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
53: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 12, 15, 28, 16, 11, 18, 17, 25, 19, 20, 21, 31], [22, 23, 29, 24, 26, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
54: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 12, 15, 28, 16, 11, 18, 17, 25, 19, 20, 21, 31], [22, 23, 29, 24, 26, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
55: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 12, 15, 28, 16, 11, 18, 17, 25, 19, 20, 21, 31], [22, 23, 29, 24, 26, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
56: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 9, 8, 10, 29, 6, 11, 31, 15, 16, 18, 23, 19, 17, 20, 21], [28, 22, 25, 24, 30, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
57: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 10, 8, 19, 12, 11, 15, 29, 18, 20, 31, 23, 16, 17, 21], [22, 24, 25, 30, 26, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
58: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 12, 9, 26, 16, 15, 19, 31, 20, 28, 21, 11, 25, 18], [22, 29, 17, 23, 24, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
59: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 12, 9, 26, 16, 15, 19, 31, 20, 28, 21, 11, 25, 18], [22, 29, 17, 23, 24, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
60: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 9, 26, 18, 10, 12, 17, 21, 15, 29, 16, 19, 24, 22], [28, 20, 23, 30, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
61: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 16, 26, 9, 10, 15, 29, 12, 17, 30, 19, 18, 21, 22], [20, 23, 24, 28, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
62: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 15, 8, 9, 10, 17, 11, 12, 23, 16, 18, 22, 28, 19, 20, 21], [26, 24, 25, 29, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
63: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 10, 12, 28, 18, 15, 16, 21, 22, 23, 20, 19, 17], [31, 24, 25, 26, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
64: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 8, 11, 6, 9, 10, 15, 17, 20, 16, 21, 28, 18, 22, 19, 23], [24, 26, 25, 31, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
65: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 11, 25, 9, 12, 26, 18, 15, 20, 23, 17, 16, 21, 19], [22, 24, 28, 30, 29, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
66: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 30, 9, 28, 15, 16, 11, 8, 31, 21, 20, 22, 10, 24, 18, 12], [17, 25, 19, 23, 29, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
67: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 10, 8, 12, 15, 22, 9, 11, 17, 23, 21, 30, 18, 28, 20, 16], [19, 24, 25, 31, 29, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
68: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 20, 9, 8, 15, 16, 10, 12, 11, 24, 6, 23, 28, 19, 21, 29, 30], [18, 22, 17, 25, 26, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
69: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 30, 11, 25, 10, 12, 26, 15, 16, 21, 17, 18, 22, 19], [20, 24, 23, 29, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
70: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 6, 8, 29, 9, 10, 22, 19, 31, 28, 17, 11, 18, 26, 21, 23], [24, 15, 25, 16, 20, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
71: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 30, 31, 10, 12, 11, 20, 17, 21, 19, 18, 22, 15, 23], [16, 24, 29, 25, 26, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
72: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 11, 8, 24, 9, 25, 6, 10, 12, 29, 16, 15, 19, 21, 17, 18, 22], [20, 23, 26, 30, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
73: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 9, 24, 15, 11, 12, 20, 16, 21, 19, 17, 18, 23, 22], [25, 31, 26, 28, 30, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
