0: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49], [51, 52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81, 82], [80, 83], [87], [85, 86, 88]]
16: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60, 45], [44, 46], [47], [56, 61, 48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
17: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47], [56, 61, 48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
18: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64], [65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
19: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
20: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
21: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82], [80, 83], [87], [85, 86, 88]]
22: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41], [60, 45, 44, 46], [47, 56, 61], [48, 55], [53, 49], [51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
23: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49], [51, 52, 59], [57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87], [85, 86, 88]]
24: [[24, 7, 1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8], [11, 31, 14], [15, 26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56], [61, 48, 55], [53, 49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76], [79, 84, 81, 82], [80, 83, 87], [85, 86, 88]]
25: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47], [56, 61, 48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
26: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40], [41, 60], [45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62], [63], [69, 64, 65], [78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
27: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40], [41, 60], [45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84], [81, 82], [80, 83, 87, 85, 86, 88]]
28: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57, 58], [62, 63], [69], [64, 65, 78], [67, 66, 68, 77, 71, 70, 74], [72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
29: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69], [64], [65, 78, 67], [66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
30: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49, 51], [52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87, 85, 86, 88]]
31: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76, 79], [84, 81, 82], [80, 83], [87, 85, 86, 88]]
32: [[24, 7, 1], [2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54], [42, 38, 40], [41, 60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63, 69], [64, 65, 78], [67, 66, 68, 77], [71, 70], [74, 72], [75, 73, 76], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
33: [[24, 7, 1], [2, 3, 36], [13, 5, 12, 4], [43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70], [74, 72], [75, 73, 76], [79, 84, 81, 82, 80, 83], [87, 85, 86, 88]]
34: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47, 56], [61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74, 72, 75, 73, 76, 79], [84, 81, 82, 80], [83, 87, 85, 86, 88]]
35: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
36: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45], [44, 46], [47, 56], [61, 48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
37: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32], [35, 37], [54, 42, 38], [40, 41, 60], [45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
38: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85, 86, 88]]
39: [[24, 7], [1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47, 56], [61, 48], [55], [53, 49, 51], [52, 59, 57, 58, 62, 63, 69], [64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
40: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28], [29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44], [46], [47, 56, 61], [48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74], [72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
41: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63], [69, 64], [65, 78, 67], [66, 68], [77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
42: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56], [61, 48, 55], [53, 49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65], [78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
43: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80, 83, 87, 85, 86, 88]]
44: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
45: [[24, 7], [1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49, 51, 52, 59], [57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
46: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67, 66], [68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
47: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4, 43], [6, 9, 10, 8], [11, 31, 14], [15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59], [57, 58, 62], [63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75, 73], [76, 79, 84, 81], [82, 80, 83], [87], [85, 86, 88]]
48: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32, 35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62, 63], [69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
49: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
50: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68], [77, 71, 70], [74, 72], [75, 73, 76], [79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
