0: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
36: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
37: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
38: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
39: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
40: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
41: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
42: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
43: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
44: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
45: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
46: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
47: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
48: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
49: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
50: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
51: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
52: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
53: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
54: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
55: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
56: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
57: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
58: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
59: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
60: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
61: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
62: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
63: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
64: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
65: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
66: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
67: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
68: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
69: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
70: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
71: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6, 11], [14, 8, 29], [18, 10, 24], [9, 17], [19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
72: [[1, 3], [2, 37, 7], [4, 13, 22], [5, 12, 6], [11, 14, 8], [29, 18, 10], [24, 9], [17, 19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
73: [[1, 3, 2], [37, 7, 4], [13, 22, 5], [12, 6], [11, 14, 8], [29, 18, 10], [24, 9], [17, 19, 15], [20, 16, 23], [21, 31, 27], [25, 28, 26], [30, 32, 33], [34, 35, 36]]
