0: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29, 4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26], [30, 31, 33, 32, 34], [35, 36]]
22: [[9, 17], [18, 10, 3], [1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25, 28], [26, 30, 31, 33, 32, 34, 35, 36]]
23: [[9, 17, 18], [10, 3, 1], [7, 22, 2], [29, 4, 37], [6, 12], [8, 15, 11], [5, 13, 14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26], [30, 31, 33], [32, 34, 35, 36]]
24: [[9, 17, 18], [10, 3, 1], [7, 22, 2], [29, 4, 37], [6, 12, 8], [15, 11, 5], [13, 14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26], [30, 31, 33], [32, 34, 35, 36]]
25: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26, 30], [31, 33, 32], [34, 35, 36]]
26: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29, 4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23], [19, 21, 27], [25], [28, 26, 30, 31, 33, 32, 34, 35, 36]]
27: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25, 28, 26], [30, 31], [33, 32, 34, 35, 36]]
28: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29, 4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23, 19, 21, 27, 25], [28, 26, 30, 31, 33, 32, 34, 35, 36]]
29: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29, 4, 37], [6, 12, 8], [15, 11, 5], [13, 14, 24, 16], [20, 23, 19, 21, 27], [25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
30: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20, 23], [19, 21, 27], [25, 28], [26, 30, 31], [33, 32, 34, 35, 36]]
31: [[9, 17], [18, 10, 3], [1, 7, 22, 2], [29, 4, 37], [6, 12], [8, 15, 11], [5, 13, 14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26, 30, 31, 33, 32], [34, 35, 36]]
32: [[9, 17], [18, 10, 3], [1, 7], [22, 2, 29], [4, 37], [6, 12, 8], [15, 11, 5], [13, 14, 24], [16, 20, 23], [19, 21, 27], [25, 28, 26, 30, 31, 33, 32], [34, 35, 36]]
33: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
34: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
35: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26], [30, 31], [33, 32, 34], [35, 36]]
36: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13], [14, 24], [16, 20, 23, 19], [21, 27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
37: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19, 21, 27, 25, 28, 26], [30, 31], [33, 32, 34, 35, 36]]
38: [[9, 17], [18, 10, 3, 1, 7, 22, 2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20, 23], [19, 21, 27], [25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
39: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15], [11, 5, 13], [14, 24], [16, 20, 23, 19], [21, 27, 25], [28, 26, 30, 31], [33, 32], [34, 35, 36]]
40: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6], [12, 8, 15], [11, 5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30], [31, 33, 32, 34], [35, 36]]
41: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23], [19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
42: [[9, 17, 18], [10, 3], [1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24], [16, 20, 23], [19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
43: [[9, 17, 18], [10, 3, 1], [7, 22, 2], [29, 4, 37], [6, 12, 8, 15], [11, 5, 13, 14, 24], [16, 20, 23], [19, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
44: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15], [11, 5], [13, 14, 24], [16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32], [34, 35, 36]]
45: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29], [4, 37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
46: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29], [4, 37], [6, 12, 8, 15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28], [26, 30, 31, 33, 32, 34, 35, 36]]
47: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30, 31], [33, 32, 34, 35, 36]]
48: [[9, 17], [18, 10, 3], [1, 7], [22, 2, 29], [4, 37], [6, 12, 8, 15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
49: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32], [34, 35, 36]]
50: [[9, 17, 18], [10, 3, 1], [7, 22, 2], [29, 4, 37], [6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21, 27, 25], [28, 26], [30, 31, 33, 32, 34, 35, 36]]
51: [[9, 17, 18], [10, 3, 1, 7, 22, 2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34], [35, 36]]
52: [[9, 17], [18, 10, 3], [1, 7, 22, 2, 29], [4, 37], [6, 12, 8], [15, 11, 5], [13, 14, 24], [16, 20, 23], [19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
53: [[9, 17], [18, 10, 3], [1, 7], [22, 2, 29], [4, 37], [6, 12, 8], [15, 11, 5], [13, 14], [24, 16, 20], [23, 19], [21, 27, 25, 28, 26, 30, 31, 33, 32, 34], [35, 36]]
54: [[9, 17], [18, 10, 3], [1, 7], [22, 2], [29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32], [34, 35, 36]]
55: [[9, 17], [18, 10, 3, 1, 7, 22, 2], [29, 4, 37, 6, 12, 8, 15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
56: [[9, 17], [18, 10, 3], [1, 7, 22, 2], [29, 4, 37], [6, 12, 8], [15, 11, 5], [13, 14, 24], [16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
57: [[9, 17, 18], [10, 3], [1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28], [26, 30, 31, 33, 32, 34, 35, 36]]
58: [[9, 17], [18, 10], [3, 1], [7, 22], [2, 29, 4], [37, 6], [12, 8, 15], [11, 5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
59: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37], [6, 12, 8], [15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28], [26, 30, 31, 33, 32, 34, 35, 36]]
60: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25], [28, 26, 30, 31, 33], [32, 34, 35, 36]]
61: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
62: [[9, 17], [18, 10, 3], [1, 7, 22, 2], [29, 4, 37], [6, 12, 8], [15, 11, 5], [13, 14], [24, 16, 20, 23, 19], [21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
63: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12, 8, 15, 11, 5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
64: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29], [4, 37, 6], [12, 8], [15, 11, 5], [13, 14, 24], [16, 20, 23], [19, 21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
65: [[9, 17], [18, 10], [3, 1], [7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
66: [[9, 17, 18], [10, 3, 1], [7, 22, 2], [29, 4, 37], [6, 12], [8, 15, 11], [5, 13, 14, 24, 16, 20, 23, 19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
67: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14], [24, 16], [20, 23], [19, 21, 27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
68: [[9, 17, 18], [10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13], [14, 24, 16, 20], [23, 19, 21], [27, 25, 28], [26, 30, 31], [33, 32, 34], [35, 36]]
69: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13], [14, 24, 16, 20, 23, 19, 21], [27, 25, 28, 26, 30], [31, 33], [32, 34, 35, 36]]
70: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8, 15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
71: [[9, 17, 18], [10, 3, 1], [7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13], [14, 24, 16], [20, 23, 19], [21, 27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
72: [[9, 17], [18, 10, 3], [1, 7, 22], [2, 29, 4], [37, 6, 12], [8, 15, 11], [5, 13, 14, 24], [16, 20], [23, 19, 21], [27, 25, 28, 26, 30, 31, 33, 32, 34, 35, 36]]
73: [[9, 17], [18, 10], [3, 1, 7], [22, 2, 29], [4, 37, 6], [12, 8], [15, 11], [5, 13, 14], [24, 16, 20], [23, 19, 21], [27, 25], [28, 26, 30], [31, 33, 32], [34, 35, 36]]
