0: [[3, 69, 22, 1, 70, 12, 13, 2, 36], [5, 4, 7, 59, 6, 9, 25, 8, 16, 44], [15, 24, 23, 19, 50, 17, 11, 14, 21], [20, 18, 10, 63, 57, 29, 26, 28, 31, 39], [51, 34, 33, 35, 45, 40, 30, 27, 38, 47], [37, 41, 42, 32, 54, 43, 46, 49, 48, 60], [53, 52, 56, 55, 58, 61, 62, 64, 65, 66], [71, 67, 68, 75, 73, 74, 72, 78, 76, 77], [79, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
11: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 15, 13, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 54, 53, 47, 46, 49, 48, 52, 55, 62, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
12: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
13: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
14: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
15: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 55, 52, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
16: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 15, 13, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 54, 53, 47, 46, 49, 48, 52, 55, 63, 61, 58, 56, 60, 62, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
17: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 15, 13, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 52, 54, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
18: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 54, 53, 47, 46, 49, 48, 52, 55, 62, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
19: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
20: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
21: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 60, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 62, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
22: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
23: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
24: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
25: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
26: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
27: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
28: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
29: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
30: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
31: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
32: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
33: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
34: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
35: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
36: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
37: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
38: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
39: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
40: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
41: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
42: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
43: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
44: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
45: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
46: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
47: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
48: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
49: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
50: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
