0: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
11: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
12: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
13: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
14: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
15: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
16: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
17: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
18: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
19: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
20: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
21: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
22: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
23: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
24: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
25: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
26: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
27: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
28: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
29: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
30: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
31: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
32: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
33: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
34: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
35: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
36: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
37: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
38: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
39: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
40: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
41: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
42: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
43: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
44: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
45: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
46: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
47: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
48: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [16, 41, 15, 5, 8, 24, 9, 18, 10], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
49: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
50: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
51: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
52: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
53: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
54: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
55: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
56: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
57: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
58: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
59: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
60: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
61: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
62: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
63: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
64: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
65: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
66: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
67: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
68: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
69: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
70: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
71: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5], [8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
72: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
73: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
