0: [[35, 7, 20, 27, 2], [1], [3, 12], [4, 15, 30, 6, 10], [25, 8], [16, 9, 18], [11, 13, 14, 5, 17, 21], [19, 23, 24, 31, 22, 28], [26], [29], [34], [32, 33, 36, 37], [46, 40], [38, 44, 56, 41], [43, 45, 39, 55], [42, 50, 48], [57, 49], [54, 60, 53, 47], [59, 51, 52, 58]]
24: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 13, 15, 31, 23, 16, 10, 18, 17, 22, 19, 28, 21], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
25: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 31, 19, 16, 22, 15, 21, 18, 28, 17, 23], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
26: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 15, 16, 18, 17, 23, 21, 19, 22, 31, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
27: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 23, 15, 18, 13, 17, 16, 19, 31, 22, 21, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
28: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 13, 9, 10, 17, 19, 15, 21, 16, 22, 23, 28, 31, 18], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
29: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 31, 23, 16, 15, 19, 17, 22, 18, 28, 21], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
30: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 13, 8, 10, 15, 21, 16, 18, 9, 17, 19, 22, 23, 31, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
31: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 28, 22, 17, 19, 15, 16, 21, 18, 31, 23], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
32: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 10, 15, 13, 17, 18, 16, 31, 19, 22, 21, 23, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
33: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 31, 19, 15, 17, 18, 23, 22, 28, 16, 21], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
34: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 15, 31, 19, 13, 17, 16, 18, 23, 22, 21, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
35: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 31, 17, 15, 19, 16, 18, 21, 23, 28, 22], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
36: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [9, 8, 13, 23, 16, 31, 19, 22, 15, 17, 18, 28, 10, 21, 6], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
37: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 31, 17, 23, 15, 16, 18, 19, 22, 21, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
38: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 31, 15, 18, 17, 22, 16, 19, 23, 21, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
39: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 13, 15, 8, 31, 17, 10, 18, 16, 19, 21, 22, 23, 28], [26, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
40: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [10, 6, 13, 15, 8, 9, 26, 17, 16, 22, 18, 19, 21, 28, 23], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
41: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 13, 10, 8, 15, 18, 23, 16, 19, 21, 17, 26, 22, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
42: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 13, 10, 8, 15, 17, 19, 16, 18, 22, 21, 23, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
43: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [8, 9, 6, 10, 15, 13, 18, 21, 19, 26, 23, 22, 17, 16, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
44: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 15, 10, 13, 16, 17, 21, 18, 26, 19, 22, 23, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
45: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 15, 16, 17, 18, 19, 21, 22, 23, 26, 28], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
46: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 10, 8, 9, 13, 23, 15, 16, 19, 18, 21, 17, 22, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
47: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 13, 18, 17, 16, 19, 22, 23, 26, 28, 21], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
48: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 13, 8, 9, 17, 23, 10, 19, 15, 22, 21, 28, 26, 16, 18], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
49: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 15, 13, 19, 17, 23, 16, 18, 21, 22, 28, 26], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
50: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 10, 8, 15, 9, 23, 26, 21, 13, 18, 16, 17, 19, 22, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
51: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 10, 8, 15, 9, 13, 26, 17, 16, 18, 21, 19, 23, 22, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
52: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 15, 13, 10, 16, 19, 18, 17, 21, 23, 22, 26, 28], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
53: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [9, 8, 10, 13, 19, 15, 6, 17, 16, 18, 21, 23, 26, 22, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
54: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 19, 15, 18, 23, 16, 26, 17, 22, 28, 21], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
55: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 9, 15, 23, 21, 13, 18, 16, 17, 22, 26, 28, 19], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
56: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 13, 16, 17, 19, 18, 23, 22, 21, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
57: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 19, 15, 17, 13, 21, 16, 22, 18, 26, 23, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
58: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 9, 13, 23, 21, 16, 18, 15, 17, 19, 22, 28, 26], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
59: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 10, 8, 9, 13, 15, 17, 16, 21, 18, 19, 22, 23, 28, 26], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
60: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 13, 15, 10, 21, 16, 18, 17, 22, 26, 19, 28, 23], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
61: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 13, 10, 8, 15, 23, 18, 17, 16, 19, 21, 26, 22, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
62: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [8, 13, 6, 10, 9, 15, 16, 23, 18, 19, 21, 17, 22, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
63: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 23, 15, 16, 17, 19, 18, 28, 21, 26, 22], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
64: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [9, 8, 13, 15, 19, 16, 17, 18, 22, 23, 26, 28, 10, 21, 6], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
65: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 13, 18, 16, 21, 22, 17, 26, 23, 19, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
66: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 15, 10, 13, 18, 17, 19, 22, 16, 21, 23, 28, 26], [29, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
67: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 15, 13, 18, 16, 19, 21, 22, 26, 23, 17, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
68: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 15, 16, 17, 18, 22, 23, 19, 21, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
69: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 13, 8, 10, 9, 15, 19, 23, 18, 17, 21, 16, 22, 26, 28], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
70: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 13, 10, 29, 31, 15, 17, 16, 18, 19, 23, 28, 21], [22, 26, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
71: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 29, 31, 18, 16, 15, 19, 17, 28, 21, 23], [22, 26, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
72: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 15, 8, 10, 29, 17, 13, 18, 16, 23, 21, 28, 19, 31], [22, 26, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
73: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 13, 8, 15, 29, 19, 10, 16, 18, 21, 17, 23, 26, 31], [22, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
