0: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
40: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
41: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
42: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
43: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
44: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
45: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
46: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
47: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
48: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
49: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
50: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
51: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
52: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
53: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
54: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
55: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
56: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
57: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
58: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
59: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
