0: [[1], [33, 3, 5, 14, 26, 15, 6, 10], [11, 9, 4, 7, 16, 8, 22, 18], [13, 27, 21], [19, 20], [25, 23], [30, 24, 31, 28, 12], [32, 17, 40, 48], [36], [37, 38, 29], [34], [55], [44], [46], [42, 43], [41, 39, 45, 47], [50, 56, 51, 52], [35, 53, 54, 2], [59], [57, 49], [58, 60]]
11: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 15, 10, 13, 17, 16, 22, 18, 23, 28, 21], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
12: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 15, 10, 9, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
13: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
14: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 15, 9, 10, 16, 17, 22, 18, 21, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
15: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 10, 8, 13, 15, 16, 18, 22, 21, 17, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
16: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 13, 15, 17, 18, 21, 16, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
17: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 15, 9, 13, 17, 16, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
18: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 15, 9, 10, 16, 17, 22, 18, 21, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
19: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 13, 9, 15, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
20: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
21: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 9, 15, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
22: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 15, 9, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
23: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 15, 9, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
24: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 15, 13, 16, 17, 22, 21, 23, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
25: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 10, 9, 15, 17, 16, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
26: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 23, 17, 16, 22, 18, 21, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
27: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 17, 16, 18, 23, 22, 21, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
28: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 17, 16, 18, 23, 21, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
29: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 18, 17, 22, 21, 16, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
30: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 9, 15, 10, 17, 16, 22, 21, 23, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
31: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 15, 10, 8, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
32: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 21, 16, 17, 18, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
33: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 13, 15, 16, 21, 18, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
34: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 9, 15, 13, 23, 17, 18, 21, 16, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
35: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 9, 15, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
36: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 15, 13, 10, 17, 18, 16, 22, 23, 21, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
37: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 13, 10, 8, 15, 17, 16, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
38: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 10, 9, 15, 18, 16, 17, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
39: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 15, 9, 10, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
40: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 18, 21, 16, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
41: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 10, 8, 13, 15, 16, 18, 22, 21, 17, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
42: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 15, 13, 17, 22, 16, 18, 21, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
43: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 10, 15, 8, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
44: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 13, 8, 15, 10, 17, 21, 18, 16, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
45: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
46: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
47: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 9, 15, 10, 16, 21, 18, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
48: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 21, 18, 23, 17, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
49: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 15, 10, 8, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
50: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 21, 16, 17, 23, 22, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
51: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 9, 10, 15, 22, 16, 21, 17, 18, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
52: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 18, 17, 23, 16, 21, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
53: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 15, 13, 18, 16, 17, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
54: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 15, 13, 16, 21, 18, 17, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
55: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
56: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [8, 9, 15, 13, 23, 17, 18, 16, 22, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
57: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 15, 13, 10, 9, 16, 22, 21, 17, 18, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
58: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 15, 13, 17, 16, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
59: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 8, 10, 15, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
60: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 15, 9, 10, 13, 16, 21, 18, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
61: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 15, 10, 13, 9, 16, 18, 21, 17, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
62: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 13, 9, 15, 21, 16, 18, 17, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
63: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 15, 9, 10, 13, 21, 16, 18, 17, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
64: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [8, 15, 9, 13, 16, 17, 18, 23, 22, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
65: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 15, 9, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
66: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 13, 10, 8, 9, 15, 16, 18, 22, 23, 21, 17, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
67: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 13, 15, 28, 9, 17, 16, 18, 29, 10, 23, 21], [25, 26, 22, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
68: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 8, 15, 10, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
69: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 15, 9, 13, 10, 16, 21, 18, 28, 17, 22, 23], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
70: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 15, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
71: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 13, 10, 9, 15, 23, 16, 21, 17, 22, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
72: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 18, 16, 21, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
73: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 15, 10, 9, 13, 23, 16, 18, 17, 22, 21, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
